,AccountsPayableAndAccruedLiabilitiesCurrent,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,AllocatedShareBasedCompensationExpense,AmortizationOfFinancingCostsAndDiscounts,AmortizationOfIntangibleAssets,AssetImpairmentCharges,Assets,AssetsCurrent,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleDebtSecuritiesAmortizedCostBasis,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleSecuritiesDebtSecuritiesCurrent,AvailableForSaleSecuritiesDebtSecuritiesNoncurrent,CashAndCashEquivalentsAtCarryingValue,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CommonStockDividendsPerShareCashPaid,ComprehensiveIncomeNetOfTax,ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,CostsAndExpenses,DebtInstrumentUnamortizedDiscount,DebtIssuanceCostsIncurredDuringNoncashOrPartialNoncashTransaction,DebtSecuritiesAvailableForSaleRealizedGain,DebtSecuritiesAvailableForSaleUnrealizedGainLoss,DerivativeAssetsNoncurrent,DerivativeLiabilitiesCurrent,DerivativeLiabilitiesNoncurrent,DerivativeNotionalAmount,DilutiveSecuritiesEffectOnBasicEarningsPerShareOther,DividendsCash,DividendsCommonStockCash,DueToRelatedPartiesCurrent,DueToRelatedPartiesNoncurrent,EarningsPerShareBasic,EarningsPerShareDiluted,EquityMethodInvestmentDividendsOrDistributions,EquityMethodInvestments,EquitySecuritiesFVNINoncurrent,EquitySecuritiesFvNiUnrealizedGainLoss,FairValueAssetLiabilityRecurringBasisStillHeldUnrealizedGainLoss,FinancingReceivableAllowanceForCreditLosses,FinancingReceivableAllowanceForCreditLossesRecovery,FinancingReceivableAllowanceForCreditLossesWriteOffs,FinancingReceivableChangeInPresentValueExpenseReversal,FiniteLivedIntangibleAssetsAccumulatedAmortization,FiniteLivedIntangibleAssetsGross,FiniteLivedIntangibleAssetsNet,GainLossOnDerivativeInstrumentsNetPretax,GainsLossesOnExtinguishmentOfDebt,GeneralAndAdministrativeExpense,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromEquityMethodInvestments,IncomeTaxExpenseBenefit,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInDerivativeLiabilities,IncreaseDecreaseInFinanceReceivables,IncreaseDecreaseInInterestPayableNet,IncreaseDecreaseInOtherCurrentAssets,IncreaseDecreaseInOtherCurrentLiabilities,IncreaseDecreaseInOtherNoncurrentAssets,IncreaseDecreaseInOtherReceivables,IncrementalCommonSharesAttributableToContingentlyIssuableShares,IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,InterestExpense,InterestPaidNet,InterestPayableCurrent,InvestmentIncomeNet,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LongTermDebt,LongTermDebtCurrent,LongTermDebtNoncurrent,MinorityInterest,MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NetIncomeLossAttributableToNoncontrollingInterest,NetIncomeLossAvailableToCommonStockholdersBasic,NetIncomeLossAvailableToCommonStockholdersDiluted,NoncashOrPartNoncashDivestitureAmountOfConsiderationReceived1,NonoperatingIncomeExpense,NotesAndLoansReceivableNetCurrent,NotesAndLoansReceivableNetNoncurrent,NotesReceivableGross,NotesReceivableNet,NumberOfOperatingSegments,OperatingIncomeLoss,OtherAssetsCurrent,OtherAssetsNoncurrent,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentBeforeReclassificationAdjustmentsNetOfTax,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,OtherComprehensiveIncomeLossBeforeReclassificationsNetOfTax,OtherComprehensiveIncomeLossDerivativeExcludedComponentIncreaseDecreaseAfterAdjustmentsAndTax,OtherComprehensiveIncomeLossDerivativeExcludedComponentIncreaseDecreaseAfterAdjustmentsAndTaxParent,OtherComprehensiveIncomeLossNetOfTax,OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToNoncontrollingInterest,OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesNetOfTax,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForWritedownOfSecuritiesNetOfTax,OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,OtherCostAndExpenseOperating,OtherLiabilitiesCurrent,OtherLiabilitiesNoncurrent,OtherNoncashIncomeExpense,OtherNonoperatingIncomeExpense,PaymentsForRepurchaseOfCommonStock,PaymentsOfDebtIssuanceCosts,PaymentsToAcquireAvailableForSaleSecuritiesDebt,PaymentsToAcquireEquityMethodInvestments,PaymentsToAcquireFinanceReceivables,PaymentsToAcquireMarketableSecurities,PaymentsToMinorityShareholders,ProceedsFromEquityMethodInvestmentDividendsOrDistributionsReturnOfCapital,ProceedsFromInterestReceived,ProceedsFromIssuanceInitialPublicOffering,ProceedsFromIssuanceOfLongTermDebt,ProceedsFromSaleAndMaturityOfMarketableSecurities,ProceedsFromSaleOfAvailableForSaleSecuritiesDebt,ProfitLoss,ProvisionForLoanAndLeaseLosses,ProvisionForLoanLossesExpensed,ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodNetOfTax,RepaymentsOfLongTermDebt,ResearchAndDevelopmentExpense,RetainedEarningsAccumulatedDeficit,Revenues,ShareBasedCompensation,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockholdersEquityOther,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueShareBasedCompensation,TradingSecuritiesDebt,TransferOfInvestments,TreasuryStockValue,TreasuryStockValueAcquiredCostMethod,UnrealizedGainLossOnDerivatives,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfSharesOutstandingBasic,DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,OtherLiabilities,PaymentsToAcquireOtherInvestments,ProvisionForOtherCreditLosses,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,DebtSecuritiesAvailableForSaleGainLoss,NumberOfReportableSegments,y
0,11177000,2093000.0,0,3740000.0,858000.0,0.0,13127000.0,33267000.0,0.0,12449895000,832072000,6159000.0,125121000,131280000,0,131280000,283682000,1381571000.0,542640000.0,0.15,983230000.0,0.0,983230000.0,430448000.0,183416000.0,0.0,419481000.0,0.0,42315000.0,9215000.0,18902000.0,600000000.0,38545000.0,54885000.0,112500000.0,44300000.0,126366000.0,0.09,0.09,39402000.0,124061000,298689000.0,-13939000.0,-7800000,2045868000.0,289587000.0,262980000.0,-5637000.0,554492000.0,606216000.0,51724000.0,11923000.0,0.0,61906000.0,1517855000.0,-7023000.0,0.0,1350000.0,0.0,1524816000.0,0.0,442000.0,0.0,0.0,-150000000.0,217350000.0,1000.0,279956000.0,267657000.0,0.0,24441000.0,6308457000,12449895000,333417000,5816584000.0,281984000.0,5956138000,35883000,1031823000.0,-1379101000.0,303424000.0,1618317000.0,1377729000.0,140126000.0,33472000.0,33472000.0,0.0,153409000.0,452560000,10842052000,12163030000,11294612000,1.0,1364446000.0,92000,45635000,48378000.0,2939000.0,-402502000.0,8003000.0,4066000.0,-394499000.0,112884000.0,52444000.0,0.0,24022000.0,-402502000.0,0.0,18600000.0,0.0,7771000.0,-1518000.0,0.0,2049000.0,0.0,24173000.0,269593000.0,0.0,268693000.0,0.0,24441000.0,0.0,0.0,0.0,750000000.0,1517855000.0,-57334000.0,108683000.0,8003000.0,0.0,392609000.0,2825212000,1794894000.0,0.0,4460546000.0,0.0,1909332000.0,3740000.0,56972000,0.0,4266000,4228000.0,0.0,353980000.0,353979000.0,183416000.0,0.0,0.0,230839000.0,124900000.0,18600000.0,1.0,0
1,11177000,2093000.0,0,,,,5964000.0,12332000.0,0.0,12449895000,832072000,6159000.0,125121000,131280000,0,131280000,246199000,1924211000.0,-1330895000.0,0.3,525285000.0,0.0,525285000.0,133732000.0,183416000.0,0.0,0.0,0.0,42315000.0,9215000.0,18902000.0,600000000.0,,,66000000.0,31041000.0,126366000.0,,,14059000.0,124061000,298689000.0,16944000.0,125600000,1982897000.0,457009000.0,494258000.0,-95158000.0,554492000.0,606216000.0,51724000.0,-65254000.0,0.0,54775000.0,574864000.0,-13673000.0,0.0,-769000.0,0.0,799161000.0,0.0,-4171000.0,2730000.0,26352000.0,-150000000.0,,,136434000.0,130265000.0,42146000.0,14501000.0,6308457000,12449895000,333417000,5816584000.0,281984000.0,5956138000,35883000,475629000.0,-625135000.0,-1475537000.0,769777000.0,519157000.0,55707000.0,,,303679000.0,-183895000.0,452560000,10842052000,12163030000,11294612000,1.0,758759000.0,92000,45635000,52181000.0,,6159000.0,3189000.0,4066000.0,6128000.0,-11296000.0,5325000.0,0.0,24022000.0,6159000.0,0.0,18600000.0,0.0,-289000.0,21000.0,4228000.0,0.0,125000000.0,18684000.0,1231736000.0,0.0,77858000.0,0.0,14458000.0,0.0,0.0,0.0,150000000.0,574864000.0,22177000.0,138747000.0,6189000.0,0.0,44448000.0,2825212000,892491000.0,0.0,4552079000.0,,,,94455000,0.0,4266000,1901000.0,-65254000.0,,,203930000.0,0.0,0.0,48499000.0,124900000.0,17859000.0,,0
2,11177000,2093000.0,0,,,0.0,9129000.0,5733000.0,,12449895000,832072000,6159000.0,125121000,131280000,0,131280000,246199000,1924211000.0,-1807821000.0,,156254000.0,,156254000.0,129749000.0,183416000.0,8897000.0,0.0,0.0,42315000.0,9215000.0,18902000.0,600000000.0,251506000.0,,,31041000.0,126366000.0,,,14059000.0,124061000,298689000.0,-36800000.0,104400000,,,25174000.0,,554492000.0,606216000.0,51724000.0,-39414000.0,0.0,30349000.0,178770000.0,-8144000.0,,1376000.0,-34952000.0,1229245000.0,,-4502000.0,,45481000.0,-150000000.0,207508000.0,,69168000.0,195335000.0,42146000.0,4474000.0,6308457000,12449895000,333417000,5816584000.0,281984000.0,5956138000,35883000,233533000.0,-905823000.0,-2090808000.0,1188810000.0,151713000.0,27057000.0,,324104000.0,303679000.0,-149089000.0,452560000,10842052000,12163030000,11294612000,,327859000.0,92000,45635000,,39000.0,60617000.0,1602000.0,,4541000.0,-1624000.0,56247000.0,,,,,18600000.0,110000000.0,370000.0,-37000.0,4228000.0,0.0,125117000.0,22685000.0,1254523000.0,750014000.0,117057000.0,0.0,18262000.0,0.0,0.0,161535000.0,150000000.0,178770000.0,72210000.0,156186000.0,-6855000.0,0.0,21457000.0,2825212000,457608000.0,0.0,4552079000.0,,,4588000.0,94455000,0.0,4266000,4228000.0,-78776000.0,,,,43700000.0,0.0,-243762000.0,92600000.0,-6815000.0,,0
3,34366000,30515000.0,2557237000,,,0.0,12790000.0,18128000.0,65053000.0,15685556000,3390789000,65833000.0,125121000,190954000,28500000,162454000,2443430000,1924211000.0,-1678012000.0,0.17,932989000.0,0.0,932989000.0,65511000.0,178928000.0,1177000.0,,,14717000.0,0.0,0.0,,,,138600000.0,31041000.0,117378000.0,,,14059000.0,430296000,184042000.0,10020000.0,-119600000,868418000.0,,,2964000.0,565958000.0,606216000.0,40258000.0,-78776000.0,0.0,80378000.0,1014891000.0,-21715000.0,0.0,6496000.0,-34952000.0,1648837000.0,0.0,-4607000.0,0.0,45635000.0,-150000000.0,,,205230000.0,254964000.0,42146000.0,19082000.0,6290595000,15685556000,450973000,5816584000.0,182226000.0,5729622000,5237829000,672368000.0,-1191626000.0,-2153625000.0,1667239000.0,928139000.0,86752000.0,,290632000.0,,-276366000.0,526937000,11169857000,12890243000,11696794000,,1291257000.0,12789000,0,,-2900000.0,,4811000.0,,4850000.0,15064000.0,3803000.0,0.0,,52725000.0,65053000.0,4314000.0,110000000.0,2122000.0,253000.0,4266000.0,0.0,125121000.0,27042000.0,1721291000.0,817402000.0,154084000.0,0.0,20136000.0,0.0,0.0,725070000.0,150000000.0,1014891000.0,-100161000.0,,6855000.0,0.0,67166000.0,1571399000,1356768000.0,0.0,4552079000.0,,,,343679000,0.0,2119000,4266000.0,0.0,,,183678000.0,9900000.0,0.0,186337000.0,,,,0
4,24388000,34746000.0,2611976000,,,0.0,,5796000.0,,15990678000,2783851000,73405000.0,125121000,198526000,43507000,155019000,1552802000,,,0.17,407704000.0,,407704000.0,-68221000.0,174441000.0,,,0.0,7629000.0,0.0,0.0,,212961000.0,112490000.0,,122771000.0,119135000.0,0.88,0.88,,439839000,264765000.0,-6924000.0,57500000,868418000.0,,,2964000.0,571754000.0,606216000.0,34462000.0,-13522000.0,,25603000.0,440027000.0,-8042000.0,,,,937021000.0,0.0,41028000.0,,-45007000.0,,197773000.0,3000.0,68796000.0,,42146000.0,4581000.0,6192030000,15990678000,269983000,5821072000.0,0.0,5812047000,5346835000,196739000.0,,,,408982000.0,31045000.0,324104000.0,495198000.0,0.0,-92471000.0,556856000,11927576000,13644089000,12484432000,,532498000.0,14398000,4891000,,59674000.0,6335000.0,1622000.0,,-1278000.0,3768000.0,-9528000.0,0.0,,59674000.0,,0.0,0.0,,232000.0,,,125121000.0,,,,,,,,,,,440027000.0,-122338000.0,,28481000.0,,22718000.0,1807146000,464277000.0,,,-191000.0,1908474000.0,848000.0,579527000,303679000.0,2155000,,-39138000.0,367756000.0,367753000.0,,2500000.0,21215000.0,137837000.0,,,,0
5,10775000,34395000.0,2865964000,,,,2478000.0,23924000.0,,16020286000,2696898000,89279000.0,125121000,214400000,69984000,144416000,1008680000,593316000.0,251874000.0,,2360883000.0,0.0,2360883000.0,-808922000.0,209331000.0,,,,5439000.0,0.0,0.0,,,,211600000.0,135595000.0,107934000.0,,,20293000.0,454936000,269800000.0,155749000.0,-48500000,868418000.0,,5625000.0,-2964000.0,577550000.0,606216000.0,28666000.0,-39138000.0,-5406000.0,103439000.0,2461419000.0,-32517000.0,0.0,8468000.0,,1435536000.0,0.0,-40000.0,,-45635000.0,0.0,,,268573000.0,51103000.0,,22329000.0,6124471000,16020286000,307887000,5825559000.0,0.0,5816584000,5077036000,880142000.0,542524000.0,-761754000.0,471104000.0,2348535000.0,112884000.0,,,0.0,-161757000.0,587193000,12368084000,14219101000,12955277000,,2623176000.0,8596000,23158000,,6949000.0,,6189000.0,,12348000.0,739787000.0,-4043000.0,,,6949000.0,0.0,0.0,2500000.0,-3469000.0,393000.0,0.0,7841000.0,,13142000.0,99290000.0,703935000.0,161387000.0,15084000.0,2236000.0,1918229000.0,6040000000.0,104613000.0,0.0,2461419000.0,-1019321000.0,35941000.0,,5170396000.0,83036000.0,1920635000,1814254000.0,0.0,4705337000.0,,,,983279000,303679000.0,2317000,,-33445000.0,,,,12300000.0,21215000.0,452842000.0,,,,0
6,10775000,34395000.0,2865964000,,,0.0,4340000.0,,0.0,16020286000,2696898000,107879000.0,125121000,233000000,69984000,163016000,1008680000,116390000.0,2159748000.0,0.17,,9672000.0,2473767000.0,,203930000.0,,,18600000.0,5439000.0,,,,294098000.0,,,126366000.0,107934000.0,0.79,0.79,31840000.0,454936000,269800000.0,,-98600000,,,1584000.0,,577550000.0,606216000.0,28666000.0,,-5405000.0,,,,,13862000.0,,1959975000.0,42146000.0,12634000.0,,,0.0,197881000.0,,,83431000.0,10271000.0,,6124471000,16020286000,307887000,7090669000.0,0.0,5816584000,5077036000,,2121956000.0,-922316000.0,960108000.0,,,290632000.0,,,,587193000,12368084000,14219101000,12955277000,,,8596000,4558000,,67245000.0,,,,,,-17859000.0,428000.0,,67245000.0,,,,-3398000.0,,0.0,8819000.0,0.0,29262000.0,574620000.0,637235000.0,284546000.0,,3597000.0,,6040000000.0,353717000.0,0.0,,,35232000.0,,5170396000.0,,1920635000,,3740000.0,4653214000.0,,1908744000.0,5428000.0,983279000,,2317000,,-32798000.0,370002000.0,369999000.0,,,21215000.0,184621000.0,,,,0
7,10775000,34395000.0,2865964000,,,3700000.0,,5733000.0,,16020286000,2696898000,87353000.0,145647000,233000000,69984000,163016000,1008680000,283682000.0,2075344000.0,,118359000.0,11296000.0,128031000.0,139449000.0,203930000.0,,,,2884000.0,,,,,65983000.0,285200000.0,126366000.0,107934000.0,,,,454936000,269800000.0,-153166000.0,-46900000,,,217306000.0,-21719000.0,577550000.0,,28666000.0,-33445000.0,,38065000.0,109096000.0,-9074000.0,0.0,,,,,,,-44770000.0,0.0,,,53584000.0,,42904000.0,2858000.0,6124471000,16020286000,307887000,7096070000.0,0.0,5816584000,5077036000,393202000.0,,-1006720000.0,,71240000.0,37856000.0,,107664000.0,0.0,-252334000.0,587193000,12368084000,14219101000,12955277000,,361430000.0,8596000,9997000,,7571000.0,,4066000.0,,56791000.0,84979000.0,-8331000.0,0.0,,7571000.0,,12400000.0,,,-5923000.0,0.0,,0.0,,,703934000.0,,15084000.0,,1909651000.0,,336012000.0,,109096000.0,88012000.0,-23343000.0,,,7639000.0,1920635000,500879000.0,,4653214000.0,0.0,,,983279000,5700000.0,2317000,,,,,,,,290335000.0,,,,0
8,10775000,34395000.0,2865964000,,,,6869000.0,11466000.0,615827000.0,16020286000,2696898000,87353000.0,145647000,233000000,69984000,163016000,1008680000,246199000.0,1306603000.0,,565758000.0,1624000.0,577054000.0,241035000.0,203930000.0,,,9115000.0,,,,,42592000.0,,82300000.0,126366000.0,107934000.0,1.32,1.32,36041000.0,454936000,269800000.0,40729000.0,-45200000,1193449000.0,,,-21721000.0,577550000.0,,28666000.0,-32798000.0,-30272000.0,80864000.0,711072000.0,20218000.0,0.0,11404000.0,,,,12935000.0,,-45264000.0,,178942000.0,11000.0,87773000.0,102429000.0,16733000.0,5582000.0,6124471000,16020286000,307887000,7096070000.0,,5816584000,5077036000,689684000.0,1764565000.0,-1926918000.0,1468956000.0,513314000.0,197758000.0,495198000.0,,,-59704000.0,587193000,12368084000,14219101000,12955277000,,770776000.0,8596000,9997000,,,,4066000.0,,63740000.0,8112000.0,,,,83120000.0,,12400000.0,,-8163000.0,-5662000.0,,46564000.0,,29262000.0,1377085000.0,1095259000.0,400893000.0,,7476000.0,,11891030000.0,609604000.0,0.0,624885000.0,135290000.0,-12913000.0,,11116196000.0,13415000.0,1920635000,1011811000.0,4588000.0,4895224000.0,,,,983279000,303679000.0,2317000,,-39886000.0,375455000.0,375444000.0,,,,105714000.0,,,,0
9,8272000,29452000.0,2931249000,,,,11715000.0,5733000.0,,15914088000,2416024000,106494000.0,142706000,249200000,69261000,179939000,708810000,246199000.0,762481000.0,,447399000.0,3768000.0,875257000.0,101586000.0,193801000.0,,,23130000.0,,,,,20661000.0,,249100000.0,,116010000.0,,,42334000.0,444407000,267638000.0,193895000.0,0,1263824000.0,,,,583221000.0,606216000.0,22995000.0,647000.0,-30272000.0,42799000.0,601976000.0,29292000.0,,-766000.0,,,,10278000.0,,0.0,,173220000.0,,34189000.0,103196000.0,57696000.0,2724000.0,6077055000,15914088000,255983000,7096070000.0,0.0,5821072000,4954818000,296483000.0,1487172000.0,-2759320000.0,2034629000.0,442074000.0,159902000.0,,,,192630000.0,522388000,12599080000,14677554000,13121468000,,409346000.0,6657000,4256000,,,,0.0,,6949000.0,3231000.0,,,,,,,,-9621000.0,261000.0,,46715000.0,,40155000.0,2182246000.0,1705283000.0,543952000.0,,7704000.0,,11891030000.0,815440000.0,3000000.0,624885000.0,47278000.0,-49581000.0,,11116196000.0,5776000.0,1923771000,510932000.0,5428000.0,6141438000.0,,,,1068913000,0.0,2359000,,18600000.0,,,,,,305061000.0,,,,0
