,AccountsPayableCurrent,AccountsPayableRelatedPartiesCurrent,AccountsReceivableNetCurrent,AccruedFeesAndOtherRevenueReceivable,AccruedLiabilitiesCurrent,AccruedProfessionalFeesCurrent,AccumulatedAmortizationDeferredFinanceCosts,AdministrativeFeesExpense,AllowanceForDoubtfulAccountsReceivableCurrent,AmortizationOfDeferredCharges,AmortizationOfFinancingCosts,AmortizationOfIntangibleAssets,AssetImpairmentCharges,Assets,AssetsCurrent,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CommitmentsAndContingencies,ConcentrationRiskPercentage1,DebtInstrumentCarryingAmount,DebtInstrumentUnusedBorrowingCapacityAmount,DebtWeightedAverageInterestRate,DeferredCosts,DeferredFinanceCostsCurrentNet,DeferredFinanceCostsNet,DeferredFinanceCostsNoncurrentNet,DeferredRevenueCurrent,Depreciation,DerivativeAssetsNoncurrent,DerivativeFixedInterestRate,DerivativeGainLossOnDerivativeNet,DerivativeGainOnDerivative,DerivativeInstrumentsAndHedges,DerivativeInstrumentsAndHedgesLiabilities,DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,DerivativeLiabilitiesCurrent,DerivativeLiabilitiesNoncurrent,DistributionMadeToLimitedPartnerCashDistributionsPaid,DistributionMadeToLimitedPartnerDistributionsDeclaredPerUnit,DistributionMadeToLimitedPartnerDistributionsPaidPerUnit,DueFromRelatedPartiesCurrent,DueFromRelatedPartiesNoncurrent,DueToRelatedPartiesCurrent,DueToRelatedPartiesNoncurrent,EarningsPerShareBasicAndDiluted,EarningsPerShareDiluted,ExpenseRelatedToDistributionOrServicingAndUnderwritingFees,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationSettlements,FiniteLivedIntangibleAssetOffMarketLeaseFavorableGross,FiniteLivedIntangibleAssetsAccumulatedAmortization,FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,FiniteLivedIntangibleAssetsNet,ForeignCurrencyExchangeRateTranslation1,GainLossOnInterestRateDerivativeInstrumentsNotDesignatedAsHedgingInstruments,GeneralAndAdministrativeExpense,GeneralPartnersCapitalAccount,GeneralPartnersCapitalAccountUnitsIssued,GeneralPartnersCapitalAccountUnitsOutstanding,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInDeferredCharges,IncreaseDecreaseInDeferredRevenue,IncreaseDecreaseInInventories,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,IncreaseDecreaseInPrepaidExpense,IncreaseDecreaseInRestrictedCash,InterestAndDebtExpense,InterestCostsIncurred,InterestExpenseDebt,InterestExpenseOther,InterestIncomeOther,InterestPaidNet,InventoryNet,LeaseIncome,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesNoncurrent,LimitedPartnersCapitalAccount,LimitedPartnersCapitalAccountUnitsIssued,LimitedPartnersCapitalAccountUnitsOutstanding,LineOfCreditFacilityCommitmentFeeAmount,LongTermDebt,LongTermDebtCurrent,LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,LongTermDebtMaturitiesRepaymentsOfPrincipalInNextRollingTwelveMonths,LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,LongTermDebtMaturitiesRepaymentsOfPrincipalInRollingYearFive,LongTermDebtMaturitiesRepaymentsOfPrincipalInRollingYearFour,LongTermDebtMaturitiesRepaymentsOfPrincipalInRollingYearThree,LongTermDebtMaturitiesRepaymentsOfPrincipalInRollingYearTwo,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,LongTermDebtMaturitiesRepaymentsOfPrincipalRemainderOfFiscalYear,LongTermDebtNoncurrent,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLossAllocatedToGeneralPartners,NetIncomeLossAllocatedToLimitedPartners,NewAccountingPronouncementOrChangeInAccountingPrincipleEffectOfChangeOnBasicEarningsPerShare,NewAccountingPronouncementOrChangeInAccountingPrincipleEffectOfChangeOnNetIncome,NoncashOrPartNoncashAcquisitionFixedAssetsAcquired1,NonoperatingIncomeExpense,NumberOfInterestRateDerivativesHeld,NumberOfReportableSegments,OperatingCostsAndExpenses,OperatingIncomeLoss,OperatingLeasesFutureMinimumPaymentsDue,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLeasesFutureMinimumPaymentsDueInFiveYears,OperatingLeasesFutureMinimumPaymentsDueInFourYears,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OperatingLeasesFutureMinimumPaymentsDueThereafter,OperatingLeasesFutureMinimumPaymentsReceivable,OperatingLeasesFutureMinimumPaymentsReceivableCurrent,OperatingLeasesFutureMinimumPaymentsReceivableInFiveYears,OperatingLeasesFutureMinimumPaymentsReceivableInFourYears,OperatingLeasesFutureMinimumPaymentsReceivableInThreeYears,OperatingLeasesFutureMinimumPaymentsReceivableInTwoYears,OperatingLeasesFutureMinimumPaymentsReceivableRemainderOfFiscalYear,OperatingLeasesFutureMinimumPaymentsReceivableThereafter,OtherAccruedLiabilitiesCurrent,OtherAmortizationOfDeferredCharges,OtherAssetsCurrent,OtherExpenses,OtherFinancialServicesCosts,OtherNonoperatingIncomeExpense,OtherNonrecurringIncomeExpense,OtherPrepaidExpenseCurrent,PartnersCapital,PartnersCapitalAccountDistributions,PartnersCapitalAccountPublicSaleOfUnits,PaymentsForDerivativeInstrumentFinancingActivities,PaymentsForProceedsFromDerivativeInstrumentFinancingActivities,PaymentsOfFinancingCosts,PaymentsOfStockIssuanceCosts,PaymentsToAcquirePropertyPlantAndEquipment,PreferredUnitsAuthorized,PreferredUnitsIssued,PreferredUnitsOutstanding,PreferredUnitsPreferredPartnersCapitalAccounts,PrepaidExpenseAndOtherAssetsCurrent,PrepaidInsurance,ProceedsFromIssuanceInitialPublicOffering,ProceedsFromIssuanceOfCommonLimitedPartnersUnits,ProceedsFromIssuanceOfLongTermDebt,ProceedsFromIssuanceOfPreferredLimitedPartnersUnits,ProceedsFromPartnershipContribution,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfRelatedPartyDebt,ProceedsFromRepaymentsOfRestrictedCashFinancingActivities,ProfitLoss,PropertyPlantAndEquipmentAdditions,PropertyPlantAndEquipmentNet,PropertyPlantAndEquipmentSalvageValuePercentage,ProvisionForDoubtfulAccounts,RecognitionOfDeferredRevenue,RepaymentsOfLongTermDebt,RepaymentsOfOtherDebt,RepaymentsOfRelatedPartyDebt,RestrictedCashAndCashEquivalentsAtCarryingValue,RestrictedCashAndCashEquivalentsNoncurrent,Revenues,SalesCommissionsAndFees,SharesIssuedPricePerShare,WeightedAverageGeneralPartnershipUnitsOutstanding,WriteOffOfDeferredDebtIssuanceCost,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,DerivativeAssetsCurrent,DerivativeLossOnDerivative,NetIncomeLoss,StockholdersEquity,RestrictedCashCurrent,AccountsReceivableFairValueDisclosure,AccountsReceivableNetNoncurrent,GainsLossesOnExtinguishmentOfDebt,InterestExpense,RelatedPartyCosts,RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,RelatedPartyTransactionSellingGeneralAndAdministrativeExpensesFromTransactionsWithRelatedParty,y
0,5040000,3859000.0,371000.0,0.0,2085000,0.0,529000.0,0.0,0.0,0.0,-485000.0,0.0,0.0,476275000,8981000,0.0,0.0,49293000.0,-8284000.0,33302000.0,0.0,1.0,688333000.0,66700000.0,0.023,0.0,1732000.0,347000.0,0.0,6735000,13579000.0,0.0,0.0435,0.0,3400000.0,0.0,2666000.0,-824000.0,0.0,0.0,0.0,0.365,0.1746,0.0,540000.0,0.0,0.0,1.37,0.0,8900000.0,-12080000.0,20000000.0,218000.0,7267000.0,3654000.0,5268000.0,7247000.0,0.0,1.2156,-11256000.0,54000.0,104000,30000.0,30000.0,307000.0,-322000.0,-44000.0,0.0,0.0,0.0,-184000.0,245000.0,-16982000.0,3977000.0,3794000.0,8551000.0,118000.0,4000.0,3797000.0,0.0,131400000.0,476275000,398434000,2666000,302952000.0,20505000.0,20505000.0,54000.0,380715000,380715000.0,0.0,48000000.0,0.0,471000000.0,48000000.0,48000000.0,48000000.0,20000000.0,202125000.0,11960000.0,0.0,10000000.0,0,-28974000.0,0.0,28974000.0,26000.0,32878000.0,0.01,300000.0,0.0,-4862000.0,3.0,1.0,11909000.0,23682000.0,976918000.0,114794000.0,103478000.0,103935000.0,103824000.0,103824000.0,447063000.0,281596000.0,85775000.0,24273000.0,31524000.0,78522000.0,85775000.0,89783000.0,0.0,1655000.0,0.0,1722000.0,65000.0,29000.0,-60000.0,908000.0,949000.0,26519000.0,5200000.0,136904000.0,0.0,0.0,0.0,0.0,0.0,3450000.0,3000000.0,3000000.0,0.0,105000.0,0.0,148500000.0,0.0,0.0,0.0,126000.0,0.0,0.0,-1000000.0,18820000.0,409000.0,466754000,0.12,0.0,58000.0,22540000.0,23416000.0,0.0,6773000.0,0.0,52547000.0,1011000.0,18.0,30000.0,2583000.0,66206000.0,0.0,3100000.0,3613000.0,336493000.0,0.0,922000.0,0.0,0.0,27058000.0,1719000.0,6752000.0,733000.0,0
1,3743000,0.0,190000.0,342000.0,1041000,4500000.0,675000.0,0.0,63000.0,0.0,590000.0,0.0,0.0,488735000,7606000,0.0,0.0,82595000.0,-15131000.0,-15131000.0,0.0,1.0,722500000.0,0.0,0.023,0.0,0.0,1732000.0,1652000.0,4619000,13616000.0,0.0,0.0431,0.0,4800000.0,4008000.0,1332000.0,-196000.0,0.0,0.0,0.0,,0.1746,1456000.0,675000.0,5500000.0,35000000.0,2.95,0.0,4700000.0,-5888000.0,20000000.0,,7247000.0,3653000.0,5267000.0,7247000.0,19782000.0,1.1096,5692000.0,278000.0,150000,30000.0,30000.0,3804000.0,126000.0,-701000.0,0.0,2666000.0,0.0,178000.0,184000.0,4453000.0,9576000.0,8551000.0,8248000.0,1042000.0,1000.0,7775000.0,,130500000.0,488735000,14903000,216133000,245055000.0,35490000.0,35490000.0,372000.0,214085000,0.0,245000000.0,48000000.0,20000000.0,,,48000000.0,48000000.0,,20000000.0,20000000.0,20000000.0,,214085000,-27902000.0,0.0,27902000.0,41000.0,34652000.0,,,35000000.0,-9831000.0,,1.0,16813000.0,39667000.0,962077000.0,63196000.0,103478000.0,103935000.0,119046000.0,125359000.0,447063000.0,638767000.0,145611000.0,24273000.0,56893000.0,115821000.0,147114000.0,69241000.0,200750000.0,1694000.0,68000.0,2733000.0,60000.0,63000.0,-29000.0,,1266000.0,45339000.0,13000000.0,,579000.0,0.0,1975000.0,0.0,0.0,3450000.0,3000000.0,3000000.0,73216000.0,283000.0,4500000.0,,0.0,220000000.0,0.0,,0.0,5500000.0,0.0,29836000.0,409000.0,453175000,,0.0,-369000.0,124890000.0,116584000.0,,0.0,22000000.0,77498000.0,539000.0,18.0,30000.0,0.0,74979000.0,555000.0,,34052000.0,381484000.0,18426000.0,,1789000.0,0.0,21420000.0,1718000.0,6023000.0,758000.0,0
2,3743000,0.0,190000.0,,1041000,,629000.0,134000.0,,68000.0,268000.0,,,488735000,7606000,,,82595000.0,-9646000.0,42453000.0,0.0,,722500000.0,,,812000.0,0.0,1652000.0,1652000.0,4619000,,4008000.0,,0.0,,,,,907000.0,2442000.0,,0.4225,,1456000.0,675000.0,5500000.0,35000000.0,,0.0,4700000.0,0.0,,7486000.0,,,,5267000.0,19782000.0,1.0906,-5692000.0,,150000,30000.0,30000.0,,-126000.0,,0.0,,,,-242000.0,,,4317000.0,,1119000.0,,,0.0,,488735000,14903000,216133000,245055000.0,35490000.0,35490000.0,,214085000,0.0,,64461000.0,28333000.0,,,471000000.0,48000000.0,270000000.0,,,,10000000.0,214085000,,,,,,,,,,,1.0,,,,,,,,,,,73919000.0,24339000.0,56894000.0,115821000.0,147114000.0,52605000.0,200764000.0,,,,-51000.0,,,908000.0,,,,,,,,,,,,,73216000.0,283000.0,,,,,,126000.0,5500000.0,,25000000.0,,,453175000,,,,,,5500000.0,25000000.0,22000000.0,,1363000.0,,30000.0,,,555000.0,,,381484000.0,,,,2072000.0,27911000.0,1632000.0,6203000.0,688000.0,0
3,2529000,710000.0,255000.0,,920000,,,,0.0,,1050000.0,,,705891000,21361000,,5677000.0,67464000.0,2995000.0,,,1.0,727600000.0,,,2223000.0,413000.0,6064000.0,1803000.0,7053000,13579000.0,,,,,,,0.0,,,5200000.0,,,489000.0,900000.0,0.0,0.0,,,,,,14733000.0,,,,,12514000.0,1.1423,0.0,387000.0,223000,35526.0,35526.0,-3156000.0,118000.0,-1081000.0,1472000.0,-4245000.0,-227000.0,,-71000.0,15227000.0,9732000.0,3372000.0,,345000.0,,,357000.0,,705891000,31212000,316741000,199400000.0,35490000.0,35490000.0,327000.0,335000000,20000000.0,205000000.0,,254800000.0,,,,,170000000.0,278334000.0,28333000.0,28333000.0,2400000.0,315000000,-38527000.0,0.0,44204000.0,46000.0,,,,,-9761000.0,,1.0,,55381000.0,,,,,,,,630629000.0,115986000.0,116089000.0,116582000.0,102664000.0,105676000.0,,1004632000.0,,,,-154000.0,107000.0,,,,,,,,,970000.0,1740000.0,209562000.0,,,,73216000.0,354000.0,,,138800000.0,214085000.0,,,,,,45620000.0,,655885000,,,,380715000.0,0.0,0.0,,24000000.0,85679000.0,,,30397.0,,,22544000.0,,,423931000.0,,,,,,,,,0
4,2369000,142000.0,0.0,371000.0,3716000,,,,0.0,,236000.0,3614000.0,,887376000,14348000,,,,,,0.0,,,,,,416000.0,15143000.0,7077000.0,7022000,,12333000.0,,,,,,,0.0,0.0,,,,889000.0,1125000.0,0.0,,0.82,,,,,18327000.0,,,,,,1.1691,,,100000,35526.0,35526.0,,,,,,,-170000.0,,,,,12956000.0,,221000.0,,,,887376000,33249000,556429000,187021000.0,35490000.0,35490000.0,,575000000,20000000.0,0.0,,48000000.0,,,,,4800000.0,170000000.0,282500000.0,32500000.0,,555000000,,,,,1814000.0,,,,,,,13020000.0,,,,,,,,,1591357000.0,125783000.0,115917000.0,127756000.0,137889000.0,123113000.0,,888716000.0,,108000.0,,,,-19000.0,,,257699000.0,,,,1385000.0,,,,3450000.0,3000000.0,3000000.0,,737000.0,,,,,,,,,,,,839883000,,,377000.0,,,,0.0,24000000.0,,,,,,79868000.0,,,54010000.0,,,,,,,,,,0
5,2369000,142000.0,0.0,371000.0,3716000,,,,,,,,,887376000,14348000,0.0,13946000.0,,,,0.0,1.0,725200000.0,,,2296000.0,416000.0,13247000.0,7077000.0,7022000,6852000.0,,,,,,,,,,11000000.0,,0.39,889000.0,1125000.0,2202000.0,,,,,,,20000000.0,,,,,8920000.0,1.1455,,1021000.0,100000,,,3000.0,-65000.0,-107000.0,1038000.0,1378000.0,357000.0,170000.0,,2000000.0,3999000.0,,,181000.0,,,286000.0,,887376000,33249000,556429000,187021000.0,35490000.0,35490000.0,360000.0,575000000,,458400000.0,,,,,,,4800000.0,4800000.0,254800000.0,4800000.0,,555000000,190350000.0,-209562000.0,33158000.0,21000.0,-4042000.0,,,,-3845000.0,,,,25092000.0,,,,,,,,1514884000.0,,103824000.0,126887000.0,137908000.0,130336000.0,,889151000.0,,,,,31000.0,,,,,,,,,800000.0,1938000.0,404530000.0,3450000.0,,,73216000.0,737000.0,,,121045000.0,340000000.0,,,,0.0,,21247000.0,,839883000,,0.0,,219085000.0,,,,,41872000.0,,,,,,,,,,,,,,,,,,0
6,2670000,437000.0,853000.0,54000.0,3520000,,,,,,785000.0,,,874908000,15573000,5677000.0,,109917000.0,,,,1.0,,,,2096000.0,812000.0,,5252000.0,5332000,,,,,,,,,,,11000000.0,,,670000.0,1125000.0,1706000.0,,,,,,,,,,,,5267000.0,1.1235,,1014000.0,99000,35526.0,35526.0,,,,,,,,,,,,,,34000.0,,348000.0,,874908000,31959000,546123000,194626000.0,35490000.0,35490000.0,,565000000,20000000.0,453600000.0,,,,,,,453600000.0,4800000.0,4800000.0,254800000.0,,545000000,,,,,,,,,,,,,,,,,,,,,1452804000.0,,103935000.0,103824000.0,103824000.0,114794000.0,,550541000.0,,,,,,,,,,,,,-7409000.0,,,,,3000000.0,3000000.0,73216000.0,904000.0,,,,,,,,,,,,827880000,,,-104000.0,,,,0.0,24000000.0,,,,,,,,,,,,,,,,,,,0
7,4935000,230000.0,103000.0,0.0,3595000,,,120000.0,0.0,,,,,1108103000,25814000,5677000.0,6272000.0,,8773000.0,,0.0,,663000000.0,,,,,11619000.0,,15126000,17822000.0,,,10104000.0,,,,,,,16188000.0,,,460000.0,1350000.0,1706000.0,,,,,,,,,,,,,1.1401,,,95000,35526.0,35526.0,310000.0,-190000.0,2636000.0,,2065000.0,71000.0,,,2000000.0,14524000.0,,,,,,,,1108103000,51353000,688912000,209784000.0,35612580.0,35612580.0,360000.0,688333000,27467000.0,,,,,,,,471000000.0,4800000.0,4800000.0,4800000.0,,652818000,334359000.0,-404530000.0,76443000.0,68000.0,-2954000.0,,,,-14102000.0,,,,64663000.0,,,,,,,,1224033000.0,,,103824000.0,103824000.0,114794000.0,,550540000.0,,,,,41000.0,,,,,,,,,6626000.0,65000.0,0.0,,,,73216000.0,610000.0,,,120514000.0,590000000.0,,,,,,50561000.0,,1036157000,,,,229085000.0,,,50000000.0,25000000.0,107088000.0,2212000.0,,,0.0,,,,,,,,,,,,,,0
8,4935000,230000.0,103000.0,,3595000,,,,,,,3594000.0,0.0,1108103000,25814000,,,109917000.0,,,0.0,1.0,663000000.0,,0.045,1614000.0,2145000.0,9984000.0,11102000.0,15126000,,,,,,,,,,,,,,460000.0,1350000.0,618000.0,,0.86,,,,,,,,,,1673000.0,1.2052,,,95000,,,,,,181000.0,,-71000.0,525000.0,,,,,16358000.0,83000.0,35000.0,32781000.0,905000.0,,1108103000,51353000,688912000,209784000.0,35612580.0,35612580.0,,688333000,27467000.0,,,,,,,,,48000000.0,48000000.0,48000000.0,,652818000,,,,,-7942000.0,,,,,,,14161000.0,,,,,,,,,1102701000.0,,,,,,,,,392000.0,,,,-221000.0,,,357938000.0,66857000.0,297000.0,,,,,,,,,,610000.0,,,,,53138000.0,,,,,,,1036157000,,,-400000.0,,,,,25000000.0,,,,,,,,,,,,,,,,,,,0
9,4857000,328000.0,273000.0,,3786000,,,60000.0,,,,7247000.0,0.0,1125365000,59945000,,507000.0,,11802000.0,,0.0,1.0,639000000.0,,0.045,1505000.0,,9846000.0,,15126000,12003000.0,,,33655000.0,,,,,,,13000000.0,,,384000.0,1350000.0,247000.0,,1.69,,,,,,,,,,,1.099,,,96000,35526.0,35526.0,316000.0,-853000.0,-143000.0,90000.0,637000.0,,178000.0,,0.0,13848000.0,,32887000.0,385000.0,,,,,1125365000,55751000,701103000,232258000.0,36802247.0,36802247.0,0.0,738750000,31654000.0,,,,,,,,,,,,,700038000,-40129000.0,0.0,40636000.0,63000.0,,,,,-13833000.0,,,27067000.0,43014000.0,,,,,,,,,,,,,,,,,501000.0,,,122000.0,-234000.0,,,297698000.0,,,,,11000.0,,,,,,,1135000.0,,,0.0,0.0,,,,,,29181000.0,,1022902000,,,,10000000.0,,,50000000.0,25000000.0,71171000.0,934000.0,,,,,,,,,,,,,,,,,0
