,AccountsPayableCurrent,AccountsReceivableGrossCurrent,AccountsReceivableNetCurrent,AccountsReceivableRelatedPartiesCurrent,AccruedLiabilitiesCurrent,AffiliateCosts,AllowanceForDoubtfulAccountsReceivableCurrent,AmortizationOfFinancingCosts,AmortizationOfFinancingCostsAndDiscounts,Assets,AssetsCurrent,CashAndCashEquivalentsAtCarryingValue,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,CashFlowHedgesDerivativeInstrumentsAtFairValueNet,ConstructionInProgressExpendituresIncurredButNotYetPaid,ContractWithCustomerAssetGross,ContractWithCustomerAssetNet,ContractWithCustomerAssetNetNoncurrent,ContributionOfProperty,CostOfGoodsAndServiceExcludingDepreciationDepletionAndAmortization,CostOfGoodsAndServicesSold,CostsAndExpenses,CostsAndExpensesRelatedParty,DebtAndCapitalLeaseObligations,DebtCurrent,DebtInstrumentCarryingAmount,DebtInstrumentFaceAmount,DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,DebtIssuanceCostsLineOfCreditArrangementsNet,DebtLongtermAndShorttermCombinedAmount,DeferredFinanceCostsNoncurrentNet,DeferredIncomeTaxExpenseBenefit,DeferredIncomeTaxLiabilities,DeferredTaxAssetsDerivativeInstruments,DeferredTaxAssetsLiabilitiesNet,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwardsDomestic,DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,DeferredTaxAssetsOperatingLossCarryforwardsSubjectToExpiration,DeferredTaxAssetsOther,DeferredTaxAssetsPropertyPlantAndEquipment,DeferredTaxAssetsValuationAllowance,DeferredTaxLiabilitiesFinancingArrangements,DeferredTaxLiabilitiesGrossNoncurrent,DeferredTaxLiabilitiesOther,DeferredTaxLiabilitiesPropertyPlantAndEquipment,Depreciation,DepreciationDepletionAndAmortization,DerivativeAssets,DerivativeAssetsCurrent,DerivativeAssetsNoncurrent,DerivativeFairValueOfDerivativeNet,DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,DerivativeLiabilities,DerivativeLiabilitiesCurrent,DerivativeLiabilitiesNoncurrent,DueToAffiliateCurrent,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate,EffectiveIncomeTaxRateReconciliationOtherAdjustments,EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,EquityMethodInvestmentDividendsOrDistributions,EquityMethodInvestments,GainLossOnDerivativeInstrumentsNetPretax,GainLossOnDispositionOfAssets1,GainLossOnSaleOfDerivatives,GainLossOnSalesOfAssetsAndAssetImpairmentCharges,GainsLossesOnExtinguishmentOfDebt,GeneralAndAdministrativeExpense,ImpairmentOfLongLivedAssetsHeldForUse,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeTaxExpenseBenefitContinuingOperationsAdjustmentOfDeferredTaxAssetLiability,IncomeTaxReconciliationChangeInEnactedTaxRate,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccountsReceivableRelatedParties,IncreaseDecreaseInAllowanceForEquityFundsUsedDuringConstruction,IncreaseDecreaseInDueToAffiliates,IncreaseDecreaseInInventories,IncreaseDecreaseInOtherOperatingCapitalNet,InterestCostsIncurred,InterestCostsIncurredCapitalized,InterestExpense,InterestPaidNet,InterestPayableCurrent,InventoryNet,LeaseAndRentalExpense,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilityForUncertainTaxPositionsCurrent,LongTermDebt,LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,LongTermDebtNoncurrent,LossContingencyPendingClaimsNumber,MembersEquity,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NonoperatingIncomeExpense,NumberOfReportableSegments109,NumberOfReportableSegments110,OperatingCostsAndExpenses,OperatingExpenses,OperatingIncomeLoss,OperatingLeaseRightOfUseAsset,OperatingLeasesFutureMinimumPaymentsDue,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLeasesFutureMinimumPaymentsDueInFiveYears,OperatingLeasesFutureMinimumPaymentsDueInFourYears,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OperatingLeasesFutureMinimumPaymentsDueThereafter,OtherAccruedLiabilitiesCurrent,OtherAssetsCurrent,OtherAssetsMiscellaneousNoncurrent,OtherAssetsNoncurrent,OtherCostAndExpenseOperating,OtherLiabilitiesCurrent,OtherLiabilitiesNoncurrent,OtherNoncashIncomeExpense,OtherNonoperatingIncomeExpense,OtherReceivablesGrossCurrent,PartnersCapitalAccountContributions,PartnersCapitalAccountDistributions,PaymentsForProceedsFromBusinessesAndInterestInAffiliates,PaymentsForProceedsFromOtherInvestingActivities,PaymentsOfCapitalDistribution,PaymentsOfDebtExtinguishmentCosts,PaymentsOfDebtIssuanceCosts,PaymentsOfDistributionsToAffiliates,PaymentsToAcquirePropertyPlantAndEquipment,PrepaidExpenseOtherNoncurrent,ProceedsFromContributionsFromParent,ProceedsFromIssuanceOfDebt,ProceedsFromPaymentsForOtherFinancingActivities,PropertyPlantAndEquipmentNet,ProvisionForDoubtfulAccounts,ReceivablesNetCurrent,RelatedPartyCosts,RelatedPartyTransactionSellingGeneralAndAdministrativeExpensesFromTransactionsWithRelatedParty,RepaymentsOfDebt,RepaymentsOfLongTermDebt,ResearchAndDevelopmentExpense,RestrictedCashAndCashEquivalentsAtCarryingValue,RestrictedCashAndCashEquivalentsNoncurrent,RestrictedCashCurrent,RevenueFromContractWithCustomerExcludingAssessedTax,RevenueFromRelatedParties,RevenueNotFromContractWithCustomer,RevenueRemainingPerformanceObligation,Revenues,ShortTermBorrowings,ShortTermDebtWeightedAverageInterestRate,ValuationAllowanceDeferredTaxAssetChangeInAmount,ContractWithCustomerLiability,ContractWithCustomerLiabilityRevenueRecognized,IncreaseDecreaseInDueFromAffiliatesCurrent,LongTermDebtCurrent,DueFromAffiliateCurrent,MarginDepositAssets,IncreaseDecreaseInMarginDepositsOutstanding,RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability,IncreaseDecreaseInDeferredRevenue,ContractWithCustomerAssetAccumulatedAllowanceForCreditLossNoncurrent,IncreaseDecreaseInAccountsAndOtherReceivables,y
0,9120000,51000.0,44000000.0,0.0,137648000,0.0,0.0,6340000.0,6340000.0,6636448000,254645000,0.0,0.0,46770000.0,0.0,81100000.0,0.0,0.0,48000000.0,143000.0,91000.0,116000.0,22000000.0,0.0,6734737000.0,0.0,10235000000.0,769000000.0,65261000.0,155847000,5081715000,49073000.0,0.0,0.0,46754000.0,0.0,0.0,53618000.0,0.0,234000000.0,393000.0,13680000.0,130398000.0,0.0,0.0,0.0,0.0,100000.0,55000.0,140000000.0,0.0,2469000.0,-41000000.0,-161917000.0,181000000.0,43383000,43105000,7050000,0.0,0.35,-0.35,0.0,0.0,0.0,0.0,0.0,-161917000.0,-2064000.0,56918000.0,0.0,-16498000.0,3189000.0,0.0,-79092000.0,0.0,0.0,-58900000.0,1002000.0,0.0,0.0,0.0,275000.0,0.0,-301000.0,110156000.0,84476000.0,25680000.0,17456000.0,59994000.0,0.0,1000000.0,6636448000,197201000,0.0,5081715000,4250000000.0,0.0,2484737000.0,0.0,0.0,0.0,5081715000,0.0,65532000.0,3993387000.0,-3839415000.0,-107202000.0,-227097000.0,-204053000.0,1.0,1.0,572000.0,23044000.0,-23044000.0,0.0,1981000.0,895000.0,0.0,0.0,245000.0,841000.0,0.0,4504000,37195000,3672000.0,29547000,0.0,0.0,0.0,0.0,42000.0,24938000.0,234000.0,2000000.0,0.0,18468000.0,288000.0,62000.0,280528000.0,0.0,3820947000.0,46398000.0,1560915000.0,2713000000.0,0.0,6076672000,0.0,0.0,0.0,13000.0,0.0,656000000.0,13690000.0,295316000.0,73339000.0,289141000.0,0.0,0.0,0.0,34900000000.0,0.0,0.0,0.0576,-41400000.0,0.0,0.0,57000000.0,129000000.0,315000000.0,13000000.0,0.0,0.0,0.0,3000000.0,138000000.0,0
1,9120000,51000.0,44000000.0,21060000.0,137648000,0.0,0.0,0.0,0.0,6636448000,254645000,0.0,46770000.0,176347000.0,0.0,290500000.0,12000000.0,0.0,48000000.0,0.0,172000.0,1147000.0,131000000.0,3000.0,9573737000.0,0.0,10235000000.0,769000000.0,65261000.0,155847000,5081715000,49073000.0,0.0,24291000.0,15487000.0,0.0,0.0,49194000.0,6646000.0,,303000.0,9143000.0,88397000.0,12477000.0,0.0,513000.0,11301000.0,32000.0,32000.0,128000000.0,0.0,2469000.0,-129000000.0,-160176000.0,257000000.0,43383000,43105000,7050000,0.0,0.35,-0.35,0.0,0.0,0.0,,0.0,-160176000.0,,5870000.0,-2064000.0,-29011000.0,775000.0,0.0,,,,,365000.0,0.0,0.0,,-624000.0,0.0,447000.0,41595000.0,41595000.0,0.0,470000.0,59994000.0,0.0,1000000.0,6636448000,197201000,0.0,5081715000,9405737000.0,168000000.0,0.0,0.0,0.0,0.0,5081715000,0.0,1399350000.0,672346000.0,-416118000.0,-7682000.0,-160884000.0,-160151000.0,1.0,1.0,216000.0,733000.0,-733000.0,0.0,6721000.0,596000.0,1225000.0,1225000.0,1225000.0,1225000.0,1225000.0,4504000,37195000,7282000.0,29547000,,2000.0,0.0,-5000.0,25000.0,24938000.0,402119000.0,,0.0,12436000.0,0.0,29000.0,654000.0,288000.0,403682000.0,46398000.0,0.0,673000000.0,-10000.0,6076672000,0.0,24989000.0,0.0,17000.0,1050660000.0,,-132000.0,197201000.0,73339000.0,289141000.0,0.0,0.0,0.0,34900000000.0,0.0,0.0,,5300000.0,35000000.0,-35000000.0,-15000000.0,117000000.0,315000000.0,13000000.0,-1000000.0,0.0,0.0,4000000.0,84000000.0,0
2,9120000,51000.0,74000000.0,21060000.0,137648000,,,0.0,0.0,6636448000,254645000,0.0,46770000.0,146042000.0,,173600000.0,,0.0,71000000.0,51381000.0,-975000.0,1031000.0,475000000.0,20000.0,10234655000.0,0.0,10240000000.0,,65261000.0,155847000,5081715000,49073000.0,0.0,,,,,,,,,,,,,,,100000.0,84000.0,128000000.0,16008000.0,2469000.0,-129000000.0,-236053000.0,257000000.0,43383000,43105000,7050000,,,,,,-1.058,0.0,0.0,-236053000.0,,13710000.0,-2059000.0,,1777000.0,,-8577000.0,,,,761000.0,58000.0,0.0,0.0,-438000.0,0.0,1350000.0,92755000.0,92755000.0,0.0,0.0,59994000.0,0.0,,6636448000,197201000,,5081715000,5702000000.0,0.0,4146316000.0,132859000.0,118507000.0,134973000.0,5081715000,0.0,,1240164000.0,-1046908000.0,-16909000.0,-160884000.0,-265064000.0,1.0,1.0,537000.0,2405000.0,-733000.0,0.0,,,,,,,,4504000,37195000,7282000.0,29547000,5000.0,0.0,0.0,0.0,0.0,24938000.0,,2000000.0,0.0,15306000.0,0.0,29000.0,27166000.0,,1031602000.0,46398000.0,0.0,2318000000.0,-10000.0,6076672000,0.0,24989000.0,0.0,291000.0,1050660000.0,,-184000.0,197201000.0,73339000.0,289141000.0,,,,34900000000.0,0.0,0.0,,,35000000.0,-35000000.0,,117000000.0,315000000.0,13000000.0,0.0,0.0,35000000.0,,-83000000.0,0
3,9120000,22641000.0,182000000.0,21060000.0,137648000,0.0,0.0,,0.0,6636448000,254645000,0.0,46770000.0,223770000.0,0.0,213800000.0,,32000000.0,103000000.0,51412000.0,172000.0,59341000.0,344000000.0,17000.0,10488000000.0,0.0,10217000000.0,,145113000.0,155847000,5081715000,49073000.0,,,3288000.0,,24291000.0,108007000.0,,,0.0,0.0,93650000.0,,0.0,,,42000.0,52000.0,128000000.0,17759000.0,2469000.0,-129000000.0,-215940000.0,257000000.0,43383000,43105000,7050000,0.0,0.35,0.863,-1.211,-0.002,,,0.0,-75877000.0,,23400000.0,-5505000.0,-29011000.0,1002000.0,5500000.0,,,,,-89000.0,0.0,0.0,0.0,-214000.0,0.0,1125000.0,51160000.0,51160000.0,,0.0,59994000.0,6935000.0,1200000.0,6636448000,197201000,0.0,5081715000,4971000000.0,271000000.0,1500000000.0,3556000000.0,101000000.0,89000000.0,5081715000,0.0,1313809000.0,1793140000.0,-1618285000.0,-28813000.0,-267469000.0,-104913000.0,,,321000.0,1672000.0,-2405000.0,0.0,,,,,,,,4504000,37195000,7282000.0,29547000,,0.0,0.0,0.0,-25000.0,15935000.0,189000000.0,,0.0,44362000.0,0.0,29000.0,27282000.0,0.0,1573923000.0,46398000.0,92000.0,2871000000.0,-62000.0,6076672000,,24989000.0,,274000.0,2420212000.0,,-52000.0,197201000.0,73339000.0,279170000.0,0.0,0.0,0.0,34900000000.0,0.0,0.0,,,35000000.0,-35000000.0,35000000.0,117000000.0,315000000.0,13000000.0,8000000.0,0.0,32000000.0,,68000000.0,0
4,13654000,23821000.0,182000000.0,21060000.0,189856000,,,,0.0,7270008000,168306000,,,,,145600000.0,,36000000.0,,83058000.0,0.0,238665000.0,953000000.0,17000.0,10449000000.0,0.0,10217000000.0,,152536000.0,148788000,5630963000,47825000.0,,,,,,,,,,,,,0.0,,,100000.0,149000.0,128000000.0,17759000.0,49364000.0,-129000000.0,-15571000.0,257000000.0,37637000,37115000,7702000,,0.21,,,,,0.0,0.0,-215940000.0,,34082000.0,,0.0,2843000.0,,-48652000.0,0.0,,,415000.0,0.0,0.0,0.0,-331000.0,,745000.0,154404000.0,154404000.0,0.0,,49555000.0,8638000.0,,7270008000,248849000,,5630963000,5721000000.0,367000000.0,0.0,1500000000.0,2794000000.0,67000000.0,5630963000,0.0,1313809000.0,2360746000.0,-2095897000.0,-41079000.0,-106585000.0,-245025000.0,,,875000.0,4214000.0,-1672000.0,7718000.0,,,,,,,,7179000,741000,7282000.0,29885000,1000000.0,0.0,5457000.0,0.0,-74000.0,19930000.0,189000000.0,,0.0,44367000.0,,,56783000.0,0.0,2051530000.0,0.0,91000.0,4838000000.0,-29000.0,6923029000,,24989000.0,0.0,471000.0,,,-107000.0,197201000.0,0.0,131749000.0,,,,34900000000.0,,141000000.0,,,35000000.0,-35000000.0,48000000.0,117000000.0,317000000.0,64000000.0,-51000000.0,3000000.0,42000000.0,,-208000000.0,0
5,9352000,44000000.0,182000000.0,,96876000,0.0,0.0,,0.0,7757258000,118431000,0.0,223117000.0,-127767000.0,,,,48000000.0,142000000.0,83000000.0,59000000.0,181136000.0,478000000.0,-3000.0,7254000000.0,0.0,10217000000.0,,160185000.0,109581000,6122876000,68861000.0,,,,,,,,,,,,,,,,47000.0,65000.0,,15627000.0,67780000.0,,,,31672000,53575000,15574000,0.0,,0.836,0.0,0.012,,0.0,0.0,20113000.0,,,0.0,-63318000.0,1066000.0,,,,,,,,,0.0,,77000.0,,61649000.0,61649000.0,,2052000.0,9401000.0,26198000.0,1600000.0,7757258000,153474000,,6122876000,3911000000.0,498000000.0,1354000000.0,0.0,1491000000.0,0.0,6122876000,0.0,1313809000.0,,,,-106585000.0,20039000.0,,,338000.0,1809000.0,-1672000.0,7364000.0,,,,,,,,13106000,1353000,,37285000,2000000.0,0.0,6775000.0,0.0,,13309000.0,189000000.0,-337000000.0,,,,7956000.0,,0.0,,0.0,,,-29000.0,7491961000,,,,180000.0,1436050000.0,,77000.0,142773000.0,0.0,80000000.0,0.0,275000000.0,1000000.0,34800000000.0,,141000000.0,,,,-76000000.0,96000000.0,,307000000.0,25000000.0,-12000000.0,3000000.0,,,,0
6,7576000,44000000.0,182000000.0,43825000.0,178665000,0.0,,,,8104790000,128556000,0.0,192812000.0,-167250000.0,0.0,213400000.0,,48000000.0,,0.0,239000000.0,,1330000000.0,95000.0,,0.0,10217000000.0,,160185000.0,103879000,6333804000,66933000.0,,,,,,,,,,,,,0.0,,,200000.0,249000.0,129000000.0,15627000.0,91091000.0,-119000000.0,1000000.0,248000000.0,30099000,49231000,16578000,,,,,,,0.0,0.0,-15571000.0,,10736000.0,0.0,-32480000.0,4240000.0,0.0,65692000.0,,,,303000.0,15526000.0,44000000.0,,676000.0,6935000.0,306000.0,221865000.0,221865000.0,0.0,,72769000.0,26198000.0,,8104790000,232918000,,6333804000,,,,,,,6333804000,,1313809000.0,587941000.0,-702456000.0,-13252000.0,-249239000.0,-79015000.0,,,1372000.0,6472000.0,-4214000.0,7009000.0,,,,,,,,11010000,1164000,8732000.0,37545000,6000000.0,1104000.0,9849000.0,0.0,-126000.0,14000000.0,374797000.0,337000000.0,0.0,-36341000.0,0.0,,1088000.0,,738797000.0,0.0,41029000.0,548000000.0,-29000.0,7834810000,,15584000.0,0.0,607000.0,,,-81000.0,103290000.0,0.0,80000000.0,,182000000.0,0.0,34700000000.0,0.0,249000000.0,,,45000000.0,,273000000.0,62000000.0,599000000.0,93000000.0,-80000000.0,3000000.0,,,,0
7,6461000,44403000.0,,30613000.0,258060000,,0.0,,694000.0,8659880000,259729000,0.0,270540000.0,,,,,48000000.0,,0.0,180000000.0,,,,,0.0,10195000000.0,,160185000.0,98175000,6669476000,65261000.0,,,,,,,,,,,,,0.0,,,,,72000000.0,15627000.0,22413000.0,-336000000.0,,408000000.0,19609000,15209000,23789000,,0.21,,,,,0.0,0.0,,,,,,,,,0.0,,,,16000000.0,43817000.0,,,,,,,,34309000.0,136283000.0,26198000.0,,8659880000,307919000,,6669476000,,,,,,,6669476000,,,,,,18230000.0,,,,,,-1809000.0,7215000.0,,,,,,,,14722000,1494000,9495000.0,40593000,,1106000.0,10433000.0,,,14000000.0,185797000.0,,,,,9108000.0,,0.0,,0.0,,,,8261383000,,38576000.0,,,1436050000.0,,,116513000.0,0.0,80000000.0,105000000.0,441511000.0,-1000000.0,34600000000.0,,271000000.0,,,56000000.0,,,0.0,240000000.0,76000000.0,63000000.0,,,,,0
8,6461000,56000000.0,126000000.0,48662000.0,258060000,1692000.0,,,1000000.0,8659880000,259729000,0.0,270540000.0,-154027000.0,,109400000.0,,48000000.0,,,540622000.0,,278000000.0,53000.0,,,10216000000.0,,160185000.0,98175000,6669476000,65261000.0,,,,,,,,,,,,,0.0,,,100000.0,134000.0,90000000.0,11983000.0,22413000.0,-1034000000.0,-32479000.0,1124000000.0,19609000,15209000,23789000,,,,,,,,,1000000.0,,33720000.0,13000.0,-32480000.0,1415000.0,,73011000.0,,,,157000.0,38519000.0,22000000.0,,726000.0,8638000.0,1047000.0,80188000.0,80188000.0,0.0,,136283000.0,26198000.0,,8659880000,307919000,,6669476000,,,,,,,6669476000,,,1222559000.0,-1350027000.0,-39782000.0,18230000.0,962000.0,,,706000.0,2719000.0,-1809000.0,7000000.0,,,,,,,,14722000,1494000,10875000.0,38124000,,1255000.0,11000000.0,-353000.0,-38000.0,14000000.0,185797000.0,-337000000.0,0.0,-32391000.0,0.0,,22401000.0,,1382418000.0,,184039000.0,2497000000.0,,8261383000,,43751000.0,9711000.0,311000.0,,,92000.0,226559000.0,,80000000.0,406228000.0,442000000.0,17000.0,,,271000000.0,,,67000000.0,,2000000.0,0.0,240000000.0,76000000.0,-61000000.0,,,,,0
9,6461000,222000000.0,141000000.0,57211000.0,258060000,2000000.0,,,4959000.0,8659880000,259729000,,270540000.0,,0.0,,,,,0.0,541000000.0,,,,,,10128000000.0,,,98175000,6669476000,63549000.0,,,,,,,,,,,,,,,,,,54000000.0,5498000.0,19032000.0,-1252000000.0,,1306000000.0,19609000,15209000,23789000,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,39000000.0,22339000.0,,,,,,,,0.0,136283000.0,,,8659880000,307919000,,6669476000,,,,,,,6669476000,,1353081000.0,,,,-85487000.0,,,,,,-6472000.0,7000000.0,,,,,,,,14722000,1494000,9435000.0,38124000,,364000.0,11000000.0,-839000.0,,14000000.0,374830000.0,281000000.0,,,,9108000.0,,,,,,,,8261383000,,57712000.0,10000000.0,,1436050000.0,,,226559000.0,,79741000.0,406000000.0,166938000.0,0.0,,,271000000.0,,,76000000.0,,,495000000.0,157000000.0,14000000.0,,,,,,0
10,6461000,,246000000.0,57000000.0,258060000,,,,5000000.0,8659880000,259729000,,270540000.0,-43981000.0,,194200000.0,,55000000.0,,,301957000.0,,660000000.0,149000.0,,,,,163479000.0,98175000,6669476000,,,,,,,,,,,,,,,,,200000.0,289000.0,54000000.0,18426000.0,19032000.0,-1252000000.0,-34707000.0,1306000000.0,19609000,15209000,23789000,,,,,,,,,-32096000.0,,42160000.0,,-32480000.0,2963000.0,,7319000.0,,,,495000.0,43693000.0,49000000.0,,1176000.0,24852000.0,1032000.0,168356000.0,168356000.0,0.0,0.0,136283000.0,61508000.0,,8659880000,307919000,,6669476000,,,,,,,6669476000,,1427333000.0,1500732000.0,-1603178000.0,-51581000.0,,-64658000.0,,,1564000.0,5857000.0,,7000000.0,,,,,,,,14722000,1494000,10000000.0,38124000,,0.0,11000000.0,-1000000.0,-82000.0,18000000.0,33000.0,,0.0,-25995000.0,0.0,,23309000.0,,1629173000.0,,254120000.0,2706000000.0,,8261383000,,58000000.0,35753000.0,464000.0,,,415000.0,226559000.0,,94000000.0,300958000.0,167000000.0,91000.0,,,271000000.0,,,76000000.0,,-9000000.0,495000000.0,,,,,,,,0
