,AccountsPayableCurrent,AccrualForEnvironmentalLossContingencies,AccruedEnvironmentalLossContingenciesNoncurrent,AccumulatedDeferredInvestmentTaxCredit,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdjustmentForAmortization,AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,AllowanceForDoubtfulAccountsReceivableCurrent,AssetRetirementObligationsNoncurrent,Assets,AssetsCurrent,AvailableForSaleSecuritiesGrossRealizedGainLossNet,CapitalExpendituresIncurredButNotYetPaid,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashSurrenderValueOfLifeInsurance,CommonStockDividendsPerShareDeclared,CommonStockNoParValue,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStocksIncludingAdditionalPaidInCapital,CommonStockValue,ComprehensiveIncomeNetOfTax,ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,CostOfPurchasedPower,CostsAndExpenses,CostsInExcessOfBillingsOnUncompletedContractsOrProgramsExpectedToBeCollectedWithinOneYear,CumulativeEffectOfInitialAdoptionOfFIN48,CustomerAdvancesForConstruction,CustomerDepositsCurrent,DebtConversionConvertedInstrumentAmount1,DebtConversionOriginalDebtAmount1,DecommissioningTrustAssetsAmount,DeferredCreditsAndOtherLiabilities,DeferredIncomeTaxesAndTaxCredits,DeferredTaxAssetsLiabilitiesNetCurrent,DeferredTaxAssetsNetCurrent,DeferredTaxLiabilitiesCurrent,DeferredTaxLiabilitiesNoncurrent,DerivativeAssetsCurrent,DerivativeAssetsNoncurrent,DerivativeCollateralRightToReclaimCash,DerivativeFairValueOfDerivativeLiabilityAmountOffsetAgainstCollateral,DerivativeLiabilitiesCurrent,DerivativeLiabilitiesNoncurrent,DilutiveSecurities,DividendsCommonStockCash,DividendsPreferredStock,EarningsPerShareBasic,EarningsPerShareDiluted,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,ElectricDomesticRegulatedRevenue,EnergyRelatedInventory,EnvironmentalRemediationExpense,FuelCosts,GainLossOnSaleOfPropertyPlantEquipment,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,IncomeLossFromContinuingOperationsPerBasicShare,IncomeLossFromContinuingOperationsPerDilutedShare,IncomeLossFromDiscontinuedOperationsNetOfTax,IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,IncomeTaxExpenseBenefit,IncomeTaxesPaidNet,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncomeTaxReconciliationOtherAdjustments,IncomeTaxReconciliationStateAndLocalIncomeTaxes,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedIncomeTaxesPayable,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInInventories,IncreaseDecreaseInOtherAccruedLiabilities,IncreaseDecreaseInOtherCurrentAssets,IncreaseDecreaseInOtherNoncurrentAssetsAndLiabilitiesNet,IncreaseDecreaseInOtherOperatingAssets,IncreaseDecreaseInOtherOperatingLiabilities,IncreaseDecreaseInPrepaidTaxes,IncreaseDecreaseInReceivables,IncreaseDecreaseInRegulatoryAssetsAndLiabilities,IncreaseDecreaseInRestrictedCash,InterestExpense,InterestPaidNet,InterestPayableCurrent,InventoryNet,InvestmentIncomeInterestAndDividend,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LongTermDebt,LongTermDebtCurrent,LongTermDebtFairValue,LongTermDebtNoncurrent,LossContingencyDamagesSoughtValue,LossContingencyRangeOfPossibleLossMinimum,MinorityInterest,MinorityInterestAmountRepresentedByPreferredStock,MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,MoneyMarketFundsAtCarryingValue,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NetIncomeLossAttributableToNoncontrollingInterest,NetIncomeLossAvailableToCommonStockholdersBasic,NetIncomeLossAvailableToCommonStockholdersDiluted,NuclearFuelNetOfAmortization,OperatingIncomeLoss,OtherAssetsCurrent,OtherAssetsNoncurrent,OtherComprehensiveIncomeDefinedBenefitPlanNetPriorServiceCostsCreditArisingDuringPeriodNetOfTax,OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodNetOfTax,OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodTax,OtherComprehensiveIncomeLossNetOfTax,OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansNetOfTax,OtherComprehensiveIncomeLossReclassificationPensionAndOtherPostretirementBenefitPlansNetGainLossRecognizedInNetPeriodicBenefitCostTax,OtherComprehensiveIncomeReclassificationOfDefinedBenefitPlansNetGainLossRecognizedInNetPeriodicBenefitCostNetOfTax,OtherComprehensiveIncomeReclassificationOfDefinedBenefitPlansNetGainLossRecognizedInNetPeriodicBenefitCostTax,OtherCostAndExpenseOperating,OtherLiabilitiesCurrent,OtherLiabilitiesNoncurrent,OtherLongTermInvestments,OtherNoncashIncomeExpense,OtherNonoperatingExpense,OtherNonoperatingIncome,PaymentsForProceedsFromOtherInvestingActivities,PaymentsForRepurchaseOfPreferredStockAndPreferenceStock,PaymentsForRepurchaseOfRedeemablePreferredStock,PaymentsOfDividendsCommonStock,PaymentsOfDividendsMinorityInterest,PaymentsOfFinancingCosts,PaymentsToAcquirePropertyPlantAndEquipment,PaymentsToAcquireShortTermInvestments,PaymentsToInvestInDecommissioningFund,PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent,PrepaidTaxes,ProceedsFromDecommissioningFund,ProceedsFromIssuanceOfLongTermDebt,ProceedsFromIssuanceOfPreferredStockAndPreferenceStock,ProceedsFromRepaymentsOfShortTermDebt,ProceedsFromSaleOfShortTermInvestments,ProfitLoss,PropertyPlantAndEquipmentNet,PropertyPlantAndEquipmentOtherNet,PublicUtilitiesAllowanceForFundsUsedDuringConstructionCapitalizedCostOfEquity,PublicUtilitiesPropertyPlantAndEquipmentAccumulatedDepreciation,PublicUtilitiesPropertyPlantAndEquipmentConstructionWorkInProgress,PublicUtilitiesPropertyPlantAndEquipmentGenerationOrProcessing,PublicUtilitiesPropertyPlantAndEquipmentNet,PublicUtilitiesPropertyPlantAndEquipmentTransmissionAndDistribution,ReceivablesNetCurrent,RegulatoryAssets,RegulatoryAssetsCurrent,RegulatoryAssetsNoncurrent,RegulatoryLiabilities,RegulatoryLiabilityCurrent,RegulatoryLiabilityNoncurrent,RepaymentsOfLongTermDebt,RetainedEarningsAccumulatedDeficit,Revenues,ShareBasedCompensation,ShortTermBorrowings,ShortTermDebtWeightedAverageInterestRate,ShortTermInvestments,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockIssuedDuringPeriodValueShareBasedCompensation,StockRedeemedOrCalledDuringPeriodValue,TaxesPayableCurrent,UnrecognizedTaxBenefits,UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions,UnrecognizedTaxBenefitsDecreasesResultingFromSettlementsWithTaxingAuthorities,UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions,UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions,WeightedAverageNumberDilutedSharesOutstandingAdjustment,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfSharesOutstandingBasic,y
0,948000000,43000000.0,46000000.0,101000000.0,765000000.0,-14000000.0,95000000.0,-10000000.0,13000000.0,39000000.0,3007000000.0,32568000000.0,4202000000.0,1300000000.0,341000000.0,83000000.0,169000000.0,81000000.0,0.675,0.0,560000000.0,434888104.0,434888104.0,2403000000.0,2168000000.0,757000000.0,305000000.0,1062000000.0,3235000000.0,8492000000.0,328000000.0,213000000.0,137000000.0,227000000.0,56000000.0,56000000.0,2524000000.0,15757000000.0,-111000000.0,0.0,147000000.0,90000000.0,2918000000.0,157000000.0,74000000.0,17000000.0,51000000.0,156000000.0,738000000.0,0.0,100000000.0,29000000.0,0.54,0.54,0.35,10233000000.0,24000000.0,7000000.0,1191000000.0,8000000.0,713000000.0,1400000000.0,203000000.0,0.47,0.47,24000000.0,0.07,0.07,337000000.0,-95000000.0,249000000.0,-7000000.0,30000000.0,42000000.0,88000000.0,-214000000.0,61000000.0,-393000000.0,51000000.0,-12000000.0,29000000.0,502000000.0,156000000.0,195000000.0,-178000000.0,47000000.0,11000000.0,-56000000.0,429000000.0,179000000.0,153000000.0,365000000.0,44000000.0,24755000000.0,32568000000.0,5774000000.0,8431000000.0,150000000.0,11084000000.0,6212000000.0,98000000.0,3000000.0,380000000.0,1753000000.0,210000000.0,21000000.0,-438000000.0,-2366000000.0,2973000000.0,707000000.0,305000000.0,152000000.0,152000000.0,260000000.0,1741000000.0,283000000,364000000.0,-1000000.0,-3000000.0,-5000000.0,2000000.0,-1000000.0,0.0,1000000.0,2000000.0,-1000000.0,2838000000.0,572000000.0,902000000.0,68000000.0,-45000000.0,45000000.0,89000000.0,23000000.0,0.0,7000000.0,220000000.0,210000000.0,1000000.0,2286000000.0,7069000000.0,3830000000.0,2485000000.0,33000000.0,3697000000.0,600000000.0,0.0,500000000.0,7069000000.0,1063000000.0,953000000,71000000.0,56000000.0,5570000000.0,2454000000.0,1819000000.0,18969000000.0,20006000000.0,703000000.0,6309000000.0,605000000.0,5414000000.0,5340000000.0,1111000000.0,2481000000.0,207000000.0,3827000000.0,5678000000.0,18000000.0,1893000000.0,0.0044,3000000.0,6727000000.0,4000000.0,7000000.0,340000000.0,329000000.0,34000000.0,0.0,58000000.0,44000000.0,3000000.0,329000000.0,326000000.0,0
1,948000000,113000000.0,116000000.0,101000000.0,765000000.0,-14000000.0,47000000.0,,14000000.0,39000000.0,3007000000.0,32568000000.0,4202000000.0,1300000000.0,362000000.0,252000000.0,-67000000.0,81000000.0,0.3375,0.0,560000000.0,434888104.0,434888104.0,2434000000.0,2168000000.0,331000000.0,67000000.0,398000000.0,1721000000.0,4556000000.0,328000000.0,,137000000.0,227000000.0,86000000.0,86000000.0,2524000000.0,15757000000.0,6000000.0,170000000.0,147000000.0,47000000.0,2918000000.0,157000000.0,74000000.0,17000000.0,51000000.0,156000000.0,738000000.0,,400000000.0,44000000.0,-0.29,-0.29,,5231000000.0,24000000.0,9000000.0,746000000.0,7000000.0,354000000.0,510000000.0,-82000000.0,-0.33,-0.33,12000000.0,0.04,0.04,111000000.0,-126000000.0,124000000.0,-4000000.0,18000000.0,-107000000.0,65000000.0,-14000000.0,4000000.0,-392000000.0,26000000.0,-18000000.0,279000000.0,332000000.0,19000000.0,28000000.0,-33000000.0,185000000.0,317000000.0,,193000000.0,369000000.0,153000000.0,365000000.0,10000000.0,24755000000.0,32568000000.0,5774000000.0,8431000000.0,150000000.0,12106000000.0,6212000000.0,98000000.0,3000000.0,380000000.0,2022000000.0,236000000.0,21000000.0,448000000.0,-1304000000.0,789000000.0,307000000.0,67000000.0,-106000000.0,-106000000.0,260000000.0,675000000.0,283000000,364000000.0,,-1000000.0,-6000000.0,3000000.0,1000000.0,,,-2000000.0,1000000.0,1426000000.0,572000000.0,902000000.0,68000000.0,-46000000.0,26000000.0,44000000.0,-12000000.0,0.0,7000000.0,231000000.0,65000000.0,9000000.0,1241000000.0,2000000.0,1560000000.0,2485000000.0,33000000.0,1501000000.0,1000000000.0,0.0,300000000.0,1000000.0,399000000.0,953000000,71000000.0,27000000.0,5570000000.0,2454000000.0,1819000000.0,18969000000.0,20006000000.0,703000000.0,6309000000.0,605000000.0,5414000000.0,5340000000.0,1111000000.0,2481000000.0,1000000.0,3827000000.0,3046000000.0,8000000.0,1893000000.0,0.0044,3000000.0,7603000000.0,-5000000.0,,340000000.0,397000000.0,33000000.0,0.0,23000000.0,154000000.0,0.0,326000000.0,,0
2,948000000,,,101000000.0,765000000.0,-14000000.0,73000000.0,,,39000000.0,3007000000.0,32568000000.0,4202000000.0,1400000000.0,408000000.0,,1004000000.0,98000000.0,0.71,0.0,560000000.0,434888104.0,434888104.0,,2168000000.0,170000000.0,51000000.0,221000000.0,1026000000.0,2519000000.0,328000000.0,,137000000.0,227000000.0,0.0,0.0,2524000000.0,16621000000.0,-22000000.0,421000000.0,147000000.0,52000000.0,2918000000.0,157000000.0,74000000.0,25000000.0,66000000.0,156000000.0,738000000.0,1000000.0,,41000000.0,2.18,2.17,0.35,2850000000.0,19000000.0,4000000.0,397000000.0,9000000.0,1378000000.0,251000000.0,606000000.0,1.69,1.68,162000000.0,0.49,0.49,30000000.0,-2000000.0,482000000.0,-9000000.0,61000000.0,-127000000.0,-67000000.0,,87000000.0,,61000000.0,,101000000.0,,39000000.0,-22000000.0,135000000.0,,,,96000000.0,194000000.0,153000000.0,365000000.0,5000000.0,24755000000.0,32568000000.0,5774000000.0,8827000000.0,150000000.0,,6212000000.0,,,380000000.0,,,5000000.0,1393000000.0,-1702000000.0,1313000000.0,157000000.0,51000000.0,550000000.0,551000000.0,260000000.0,331000000.0,283000000,364000000.0,,-2000000.0,-2000000.0,0.0,,2000000.0,2000000.0,,1000000.0,760000000.0,572000000.0,902000000.0,68000000.0,,14000000.0,25000000.0,,75000000.0,7000000.0,,156000000.0,14000000.0,1638000000.0,3000000.0,2329000000.0,2485000000.0,200000000.0,2279000000.0,1500000000.0,0.0,1058000000.0,,221000000.0,953000000,73000000.0,74000000.0,5570000000.0,2454000000.0,1819000000.0,18969000000.0,20006000000.0,703000000.0,6362000000.0,605000000.0,5414000000.0,5759000000.0,1111000000.0,2481000000.0,3000000.0,3827000000.0,5943000000.0,13000000.0,1893000000.0,0.0043,3000000.0,,-7000000.0,75000000.0,340000000.0,373000000.0,,,,,3000000.0,329000000.0,326000000.0,0
3,753000000,,,99000000.0,798000000.0,-13000000.0,97000000.0,,8000000.0,41000000.0,3091000000.0,31820000000.0,2606000000.0,1600000000.0,414000000.0,252000000.0,1359000000.0,70000000.0,0.355,0.0,560000000.0,434888104.0,434888104.0,,2168000000.0,578000000.0,161000000.0,739000000.0,3053000000.0,7359000000.0,505000000.0,,126000000.0,239000000.0,0.0,0.0,2673000000.0,18078000000.0,131000000.0,389000000.0,16000000.0,89000000.0,3249000000.0,154000000.0,467000000.0,9000000.0,44000000.0,133000000.0,524000000.0,,300000000.0,66000000.0,1.64,1.63,,8698000000.0,19000000.0,5000000.0,1161000000.0,1000000.0,666000000.0,1009000000.0,382000000.0,1.08,1.07,184000000.0,0.56,0.56,268000000.0,-243000000.0,233000000.0,-1000000.0,31000000.0,-170000000.0,86000000.0,-23000000.0,298000000.0,,74000000.0,-78000000.0,4000000.0,,-275000000.0,1343000000.0,57000000.0,,,,297000000.0,394000000.0,184000000.0,325000000.0,12000000.0,23406000000.0,31820000000.0,3320000000.0,8828000000.0,250000000.0,,6489000000.0,,,369000000.0,,125000000.0,28000000.0,2024000000.0,-2287000000.0,1622000000.0,542000000.0,161000000.0,352000000.0,353000000.0,273000000.0,1339000000.0,125000000,457000000.0,,-1000000.0,-3000000.0,1000000.0,-5000000.0,,1000000.0,1000000.0,0.0,2145000000.0,483000000.0,1303000000.0,84000000.0,,114000000.0,69000000.0,,75000000.0,,,236000000.0,20000000.0,2267000000.0,3000000.0,3137000000.0,2570000000.0,168000000.0,3130000000.0,,123000000.0,1393000000.0,1000000.0,741000000.0,910000000,,18000000.0,5573000000.0,2308000000.0,1900000000.0,19771000000.0,20863000000.0,706000000.0,6338000000.0,334000000.0,4852000000.0,5742000000.0,948000000.0,2635000000.0,3000000.0,4430000000.0,3016000000.0,18000000.0,180000000.0,0.0043,3000000.0,7813000000.0,-7000000.0,75000000.0,63000000.0,517000000.0,,,,,,,,0
4,888000000,,,99000000.0,733000000.0,-13000000.0,,,,47000000.0,3137000000.0,33154000000.0,3019000000.0,,,252000000.0,,,,0.0,560000000.0,434888104.0,434888104.0,,2168000000.0,247000000.0,94000000.0,341000000.0,1333000000.0,2805000000.0,583000000.0,,123000000.0,241000000.0,,,3025000000.0,18078000000.0,,,78000000.0,0.0,3335000000.0,195000000.0,237000000.0,,,104000000.0,632000000.0,,,51000000.0,,,0.35,3468000000.0,,,415000000.0,9000000.0,622000000.0,500000000.0,,,,,,,158000000.0,26000000.0,218000000.0,-10000000.0,20000000.0,-64000000.0,,-15000000.0,,,,-50000000.0,167000000.0,,,,-107000000.0,,,,104000000.0,213000000.0,100000000.0,332000000.0,2000000.0,24480000000.0,33154000000.0,3865000000.0,10426000000.0,250000000.0,,6490000000.0,,,376000000.0,,,68000000.0,,,,235000000.0,94000000.0,,,277000000.0,663000000.0,127000000,503000000.0,,2000000.0,,5000000.0,,,3000000.0,,-2000000.0,721000000.0,608000000.0,1338000000.0,80000000.0,,81000000.0,20000000.0,,400000000.0,,,,,,1000000.0,,2613000000.0,168000000.0,,750000000.0,,,,342000000.0,330000000,73000000.0,47000000.0,5757000000.0,2688000000.0,2633000000.0,20876000000.0,21035000000.0,952000000.0,,57000000.0,5084000000.0,,1176000000.0,2848000000.0,,4675000000.0,,,215000000.0,,3000000.0,,-20000000.0,,239000000.0,,,,,,,,,0
5,1282000000,,,97000000.0,744000000.0,-19000000.0,25000000.0,,,53000000.0,3198000000.0,32474000000.0,2329000000.0,,,185000000.0,-434000000.0,,,0.0,560000000.0,,434888104.0,,2168000000.0,735000000.0,170000000.0,905000000.0,3845000000.0,9595000000.0,347000000.0,,119000000.0,238000000.0,,,3140000000.0,18078000000.0,122000000.0,,78000000.0,,3651000000.0,160000000.0,187000000.0,,,102000000.0,496000000.0,,-300000000.0,24000000.0,,,,11248000000.0,,,1400000000.0,,322000000.0,1246000000.0,,,,,,,342000000.0,189000000.0,113000000.0,-5000000.0,10000000.0,146000000.0,,243000000.0,26000000.0,,-43000000.0,-25000000.0,280000000.0,,13000000.0,-19000000.0,-48000000.0,,,,407000000.0,226000000.0,162000000.0,337000000.0,22000000.0,23759000000.0,32474000000.0,3047000000.0,10826000000.0,250000000.0,,6490000000.0,,,349000000.0,,-125000000.0,63000000.0,-101000000.0,-739000000.0,406000000.0,683000000.0,170000000.0,,,305000000.0,1653000000.0,151000000,322000000.0,,,-3000000.0,,,,1000000.0,1000000.0,1000000.0,3013000000.0,637000000.0,1652000000.0,67000000.0,,123000000.0,101000000.0,,0.0,,,25000000.0,10000000.0,690000000.0,1000000.0,700000000.0,1681000000.0,168000000.0,658000000.0,750000000.0,123000000.0,-335000000.0,1000000.0,904000000.0,22290000000,73000000.0,27000000.0,5921000000.0,2701000000.0,2667000000.0,21966000000.0,22214000000.0,719000000.0,,120000000.0,4139000000.0,,367000000.0,3328000000.0,151000000.0,4746000000.0,,3000000.0,0.0,,9000000.0,7813000000.0,-24000000.0,,9000000.0,,,,,,,,,0
6,1282000000,,,97000000.0,744000000.0,-19000000.0,55000000.0,,12000000.0,53000000.0,3198000000.0,32474000000.0,2329000000.0,,,1256000000.0,-1157000000.0,,,0.0,,434888104.0,,,,,,,,,347000000.0,,119000000.0,238000000.0,,,3140000000.0,18078000000.0,447000000.0,,78000000.0,,3651000000.0,160000000.0,187000000.0,,,102000000.0,496000000.0,,200000000.0,56000000.0,,,0.35,,,,,1000000.0,1186000000.0,,,,,,,,,,415000000.0,-22000000.0,30000000.0,43000000.0,,9000000.0,-277000000.0,,-40000000.0,26000000.0,,,106000000.0,446000000.0,,,,,,,162000000.0,337000000.0,,23759000000.0,32474000000.0,3047000000.0,,,,,,,349000000.0,,0.0,,-1694000000.0,-1517000000.0,2054000000.0,,,,,305000000.0,,175000000,322000000.0,,1000000.0,,0.0,-6000000.0,,4000000.0,2000000.0,1000000.0,,637000000.0,1652000000.0,67000000.0,,,,,,,,45000000.0,11000000.0,1402000000.0,,1415000000.0,1681000000.0,,1310000000.0,,,-1893000000.0,1000000.0,,324000000,73000000.0,71000000.0,5921000000.0,2701000000.0,2667000000.0,21966000000.0,22214000000.0,719000000.0,,120000000.0,4139000000.0,,367000000.0,3328000000.0,151000000.0,4746000000.0,,6000000.0,200000000.0,,9000000.0,7813000000.0,,,9000000.0,,,,,,,,,0
7,1282000000,,,97000000.0,744000000.0,-19000000.0,,,,53000000.0,3198000000.0,32474000000.0,2329000000.0,,,1611000000.0,,,,0.0,,434888104.0,,,,221000000.0,12000000.0,233000000.0,540000000.0,1748000000.0,347000000.0,,119000000.0,238000000.0,,,3140000000.0,19223000000.0,,,,,3651000000.0,160000000.0,187000000.0,,,102000000.0,496000000.0,,-200000000.0,30000000.0,,,,2189000000.0,,,199000000.0,,564000000.0,354000000.0,,,,,,,121000000.0,,197000000.0,-12000000.0,10000000.0,,,,,,,,87000000.0,,,,110000000.0,,,,109000000.0,,162000000.0,337000000.0,4000000.0,23759000000.0,32474000000.0,3047000000.0,,,,6490000000.0,,,349000000.0,,0.0,,,,,208000000.0,12000000.0,,,305000000.0,441000000.0,64000000,322000000.0,,,,-2000000.0,,,1000000.0,,,658000000.0,637000000.0,1652000000.0,67000000.0,,8000000.0,26000000.0,,,,,,,,1000000.0,,1681000000.0,168000000.0,,750000000.0,123000000.0,,4000000.0,233000000.0,324000000,72000000.0,23000000.0,5921000000.0,2701000000.0,2667000000.0,21966000000.0,22214000000.0,719000000.0,,120000000.0,4139000000.0,,367000000.0,3328000000.0,,4746000000.0,,,200000000.0,,9000000.0,,,,9000000.0,,,,,,,,,0
8,1282000000,,,97000000.0,744000000.0,-19000000.0,88000000.0,,8000000.0,53000000.0,3198000000.0,32474000000.0,2329000000.0,,,1611000000.0,-857000000.0,,,0.0,560000000.0,434888104.0,434888104.0,,2168000000.0,733000000.0,34000000.0,767000000.0,1124000000.0,3600000000.0,347000000.0,,119000000.0,238000000.0,,,3140000000.0,19085000000.0,353000000.0,,,,3651000000.0,160000000.0,187000000.0,,,102000000.0,496000000.0,,230000000.0,,,,0.35,4462000000.0,,,356000000.0,,,689000000.0,,,,,,,-77000000.0,,70000000.0,-11000000.0,-17000000.0,,,,-101000000.0,,-33000000.0,,-19000000.0,,147000000.0,469000000.0,1000000.0,,,,215000000.0,,162000000.0,337000000.0,6000000.0,23759000000.0,32474000000.0,3047000000.0,,250000000.0,,6490000000.0,,,349000000.0,,51000000.0,,-1854000000.0,-2284000000.0,3281000000.0,707000000.0,34000000.0,,,305000000.0,862000000.0,97000000,322000000.0,,1000000.0,,,1000000.0,,,,2000000.0,1420000000.0,637000000.0,1652000000.0,67000000.0,,20000000.0,56000000.0,,,,,94000000.0,11000000.0,2109000000.0,,1977000000.0,1681000000.0,225000000.0,1814000000.0,,,-1893000000.0,6000000.0,766000000.0,324000000,70000000.0,,5921000000.0,2701000000.0,2667000000.0,21966000000.0,22214000000.0,719000000.0,,120000000.0,4139000000.0,,367000000.0,3328000000.0,153000000.0,4746000000.0,,10000000.0,550000000.0,,9000000.0,8414000000.0,,,9000000.0,,,,,,,,,0
9,1058000000,,,,92000000.0,,,,13000000.0,,,,,,,1611000000.0,,,,0.0,,,,,,,,,,,,,,,,,,19934000000.0,,,,,,,,,,,,,345000000.0,,,,,,,,,,,,,,,,,,,,-64000000.0,-7000000.0,-20000000.0,-158000000.0,,-62000000.0,,,,-153000000.0,203000000.0,,,,-3000000.0,,,,,,,,,,,,,,,,,,,,57000000.0,,,,,,,,,314000000.0,,97000000,,,-7000000.0,,,1000000.0,,,1000000.0,1000000.0,,,,,,,,,,,,,,,7000000.0,,,61000000.0,,750000000.0,123000000.0,,,,324000000,71000000.0,,6064000000.0,2790000000.0,2680000000.0,,22674000000.0,,,,,,,,,,,,419000000.0,,9000000.0,8674000000.0,,,,,,,,,,,,0
