,AccountsPayableCurrent,AccountsPayableRelatedPartiesCurrent,AccountsReceivableNetCurrent,AccountsReceivableRelatedPartiesCurrent,AccrualForEnvironmentalLossContingencies,AccrualForEnvironmentalLossContingenciesChargesToExpenseForNewLosses,AccruedEnvironmentalLossContingenciesCurrent,AccruedEnvironmentalLossContingenciesNoncurrent,AccruedLiabilitiesAndOtherLiabilities,AccruedLiabilitiesCurrent,AccruedLiabilitiesCurrentAndNoncurrent,AccruedProfessionalFeesCurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AllocatedShareBasedCompensationExpense,AllowanceForDoubtfulAccountsReceivable,AssetImpairmentCharges,AssetRetirementObligation,Assets,AssetsCurrent,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CashDividendsPaidToParentCompany,CommonStockDividendsPerShareCashPaid,CommonStockDividendsPerShareDeclared,ContractualObligation,ContractualObligationDueAfterFifthYear,ContractualObligationDueInFifthYear,ContractualObligationDueInFourthYear,ContractualObligationDueInNextTwelveMonths,ContractualObligationDueInSecondYear,ContractualObligationDueInThirdYear,ContractWithCustomerLiabilityCurrent,ContractWithCustomerLiabilityRevenueRecognized,ContributionOfProperty,CostsAndExpenses,CostsAndExpensesRelatedParty,CumulativeEffectOfNewAccountingPrincipleInPeriodOfAdoption,CumulativeEffectOnRetainedEarningsNetOfTax1,CurrentFederalStateAndLocalTaxExpenseBenefit,CurrentFederalTaxExpenseBenefit,CurrentStateAndLocalTaxExpenseBenefit,DebtInstrumentCarryingAmount,DebtInstrumentInterestRateDuringPeriod,DeferredFederalIncomeTaxExpenseBenefit,DeferredFederalStateAndLocalTaxExpenseBenefit,DeferredIncomeTaxExpenseBenefit,DeferredIncomeTaxLiabilities,DeferredRevenueAndCreditsCurrent,DeferredRevenueCurrent,DeferredStateAndLocalIncomeTaxExpenseBenefit,DeferredTaxAssetsGross,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsContingencies,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsOther,DeferredTaxLiabilities,DeferredTaxLiabilitiesPropertyPlantAndEquipment,Depreciation,DistributedEarnings,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,EnvironmentalRemediationExpense,EquityMethodInvestmentDividendsOrDistributions,EquityMethodInvestmentOtherThanTemporaryImpairment,EquityMethodInvestmentSummarizedFinancialInformationCostOfSales,EquityMethodInvestmentSummarizedFinancialInformationCurrentAssets,EquityMethodInvestmentSummarizedFinancialInformationCurrentLiabilities,EquityMethodInvestmentSummarizedFinancialInformationEquity,EquityMethodInvestmentSummarizedFinancialInformationNetIncomeLoss,EquityMethodInvestmentSummarizedFinancialInformationNoncurrentAssets,EquityMethodInvestmentSummarizedFinancialInformationNoncurrentLiabilities,EquityMethodInvestmentSummarizedFinancialInformationRevenue,EquityMethodInvestments,GainLossOnDispositionOfAssets1,GeneralPartnersCapitalAccount,ImpairmentOfLongLivedAssetsHeldForUse,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromEquityMethodInvestments,IncomeLossFromEquityMethodInvestmentsNetOfDividendsOrDistributions,IncomeLossIncludingPortionAttributableToNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncomeTaxReconciliationStateAndLocalIncomeTaxes,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableRelatedParties,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccountsReceivableRelatedParties,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInContractWithCustomerLiability,IncreaseDecreaseInDeferredRevenue,IncreaseDecreaseInOtherCurrentLiabilities,IncreaseDecreaseInOtherNoncurrentLiabilities,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,IncreaseDecreaseInPrepaidExpense,InsuranceSettlementsReceivable,InsuranceSettlementsReceivableCurrent,InsuranceSettlementsReceivableNoncurrent,InterestIncomeExpenseNonoperatingNet,InterestPaidNet,LeaseAndRentalExpense,LesseeOperatingLeaseLiabilityPaymentsDue,LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive,LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths,LesseeOperatingLeaseLiabilityPaymentsDueYearFive,LesseeOperatingLeaseLiabilityPaymentsDueYearFour,LesseeOperatingLeaseLiabilityPaymentsDueYearThree,LesseeOperatingLeaseLiabilityPaymentsDueYearTwo,LesseeOperatingLeaseLiabilityPaymentsRemainderOfFiscalYear,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LimitedPartnersCapitalAccount,LimitedPartnersCapitalAccountDistributionAmount,LimitedPartnersCapitalAccountUnitsAuthorized,LimitedPartnersCapitalAccountUnitsIssued,LineOfCredit,LineOfCreditFacilityCommitmentFeePercentage,LineOfCreditFacilityMaximumBorrowingCapacity,LongTermDebt,LongTermDebtCurrent,LongTermDebtNoncurrent,LossContingencyAccrualCarryingValueNoncurrent,LossFromCatastrophes,MaintenanceCosts,MembersEquity,MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,MinorityInterestDecreaseFromRedemptions,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NetIncomeLossAttributableToNoncontrollingInterest,NumberOfReportableSegments133,NumberOfReportableSegments134,OperatingCostsAndExpenses,OperatingIncomeLoss,OperatingLeaseCost,OperatingLeaseLiabilityCurrent,OperatingLeaseLiabilityNoncurrent,OperatingLeasePayments,OperatingLeaseRightOfUseAsset,OperatingLeasesFutureMinimumPaymentsDue,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLeasesFutureMinimumPaymentsDueInFiveYears,OperatingLeasesFutureMinimumPaymentsDueInFourAndFiveYears,OperatingLeasesFutureMinimumPaymentsDueInFourYears,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,OperatingLeasesFutureMinimumPaymentsDueInTwoAndThreeYears,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OperatingLeasesFutureMinimumPaymentsDueThereafter,OperatingLeasesFutureMinimumPaymentsRemainderOfFiscalYear,OperatingLeaseWeightedAverageDiscountRatePercent,OtherAccruedLiabilitiesCurrent,OtherAssetsCurrent,OtherAssetsNoncurrent,OtherExpenses,OtherIncome,OtherLiabilitiesCurrent,OtherLiabilitiesNoncurrent,OtherNoncashIncomeExpense,OtherNonoperatingIncomeExpense,OtherSalesRevenueNet,PartnersCapital,PartnersCapitalAccountContributions,PartnersCapitalAccountDistributions,PartnersCapitalAccountPublicSaleOfUnits,PartnersCapitalAccountUnitBasedCompensation,PartnersCapitalAttributableToNoncontrollingInterest,PartnersCapitalDistributionAmountPerShare,PaymentsOfCapitalDistribution,PaymentsOfDistributionsToAffiliates,PaymentsToAcquireBusinessesNetOfCashAcquired,PaymentsToAcquireEquityMethodInvestments,PaymentsToAcquireProductiveAssets,PaymentsToMinorityShareholders,PrepaidExpenseCurrentAndNoncurrent,PriorPeriodReclassificationAdjustment,ProceedsFromEquityMethodInvestmentDividendsOrDistributionsReturnOfCapital,ProceedsFromInsuranceSettlementInvestingActivities,ProceedsFromIssuanceInitialPublicOffering,ProceedsFromIssuanceOfLongTermDebt,ProceedsFromLinesOfCredit,ProceedsFromSaleOfPropertyPlantAndEquipment,ProfitLoss,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,RelatedPartyTransactionSellingGeneralAndAdministrativeExpensesFromTransactionsWithRelatedParty,RepaymentsOfShortTermDebt,RevenueFromContractWithCustomerExcludingAssessedTax,RevenueFromRelatedParties,RevenueNotFromContractWithCustomerOther,RevenueRemainingPerformanceObligation,Revenues,SalesRevenueServicesNet,SellingGeneralAndAdministrativeExpense,ShareBasedCompensation,SharesIssuedPricePerShare,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,TaxesExcludingIncomeAndExciseTaxes,WeightedAverageLimitedPartnershipAndGeneralPartnershipUnitsOutstandingBasic,WeightedAverageLimitedPartnershipUnitsOutstandingDiluted,WeightedAverageNumberOfLimitedPartnershipAndGeneralPartnershipUnitOutstandingBasicAndDiluted,y
0,269000,2270000.0,188000.0,9481000,4438000,800000.0,1069000.0,2783000.0,4100000.0,4481000.0,200000.0,1655000.0,36738000,229000.0,0.0,0.0,0.0,0.0,45388000,0.0,0.0,32694000.0,14189000.0,46186000.0,0.1798,0.1798,3036000.0,2646000.0,78000.0,78000.0,78000.0,78000.0,78000.0,0.0,8000000.0,0.0,28188000.0,6030000.0,-2746000.0,-2746000.0,28785000.0,24125000.0,4660000.0,468.0,0.022,571000.0,680000.0,680000.0,0.0,0.0,0.0,109000.0,0.0,0.0,0.0,6312000.0,0.0,2604000.0,18830000.0,0.391,0.35,0.041,505000.0,0.0,0.0,129405000.0,127498000000.0,59324000000.0,953519000000.0,262345000.0,1119882000000.0,234537000000.0,391301000.0,487999000.0,0.0,0.0,0.0,75335000.0,0.0,0.0,20182000.0,29465000.0,26367000.0,3098000.0,91000.0,-34000.0,-400000.0,-596000.0,-134000.0,0.0,1814000.0,-932000.0,162000.0,136000.0,0.0,5000000.0,2100000.0,700000.0,0.0,0.0,107000.0,723000.0,514000.0,63000.0,34000.0,33000.0,32000.0,63000.0,47000.0,24803000,605658000,22020000,100.0,0.0,42500000.0,47794358.0,0.0,0.001,600000000.0,468000000.0,15000000.0,0.0,162000.0,800000.0,2463000.0,0.0,9513000.0,-380800000.0,-46415000.0,-3402000.0,49817000.0,21775000.0,8099000.0,1.0,1.0,8111000.0,74815000.0,61000.0,0.0,458000.0,0.0,518000.0,3044000.0,203000.0,35000.0,165000.0,34000.0,33000.0,284000.0,32000.0,2392000.0,62000.0,0.0433,1738000,1655000,2783000,0.0,520000.0,6900000.0,0.0,-39000.0,0.0,8000.0,0.0,499988000.0,814700000.0,814658000.0,19000.0,342330000,0.1798,0.0,0.0,0.0,468000000.0,3402000.0,0.0,1370000,2800000.0,0.0,0.0,0.0,0.0,0.0,0.0,45870000.0,106226000,69488000,14204000.0,7990000.0,0.0,26619000.0,98158000.0,8000.0,217000000.0,103003000.0,4845000.0,169000.0,229000.0,18.0,74258000.0,366000.0,104800000.0,104752000.0,104800000.0,0
1,269000,2270000.0,188000.0,9481000,4438000,,629000.0,2783000.0,4100000.0,4481000.0,4100000.0,1655000.0,36738000,214000.0,,0.0,0.0,,45388000,0.0,32694000.0,32694000.0,7833000.0,37616000.0,0.1798,,3000000.0,2500000.0,100000.0,100000.0,100000.0,100000.0,100000.0,1067000.0,2400000.0,499988000.0,31691000.0,7073000.0,-2746000.0,,24865000.0,20890000.0,3975000.0,468.0,0.0224,381000.0,453000.0,453000.0,,0.0,1814000.0,72000.0,,,,,,2673000.0,,0.391,0.35,0.041,358000.0,22663000.0,,129405000000.0,127498000.0,59324000.0,953519000.0,262345000000.0,1119882000.0,234537000.0,391301000000.0,487999000.0,5000.0,0.0,2300000.0,94294000.0,17916000.0,17916000.0,20307000.0,25318000.0,22685000.0,2633000.0,649000.0,2223000.0,-35000.0,11050000.0,3112000.0,2186000.0,,-705000.0,-162000.0,23000.0,1406000.0,,2600000.0,,-107000.0,0.0,104000.0,707000.0,514000.0,,34000.0,33000.0,32000.0,63000.0,31000.0,24803000,605658000,22020000,,,,47794358.0,0.0,,,,15000000.0,468000000.0,0.0,1300000.0,4437000.0,,,380770000.0,-41537000.0,4990000.0,69241000.0,,,1.0,1.0,9094000.0,76460000.0,15000.0,0.0,458000.0,0.0,518000.0,738000.0,63000.0,34000.0,174000.0,33000.0,32000.0,220000.0,63000.0,479000.0,,0.0435,2826000,1655000,2783000,0.0,25000.0,6900000.0,3224000.0,-84000.0,,,,,,,,342330000,0.1798,0.0,9879000.0,0.0,468000000.0,2257000.0,9513000.0,1370000,,7242000.0,1300000.0,814700000.0,0.0,15000000.0,5000.0,12299000.0,106226000,69488000,,6670000.0,0.0,1564000.0,105947000.0,0.0,191093000.0,26643000.0,2204000.0,895000.0,233000.0,,73942000.0,393000.0,104752000.0,,,0
2,269000,2270000.0,188000.0,9481000,4438000,,629000.0,2783000.0,5100000.0,4481000.0,,1655000.0,36738000,,0.0,,,605658000.0,45388000,,,32694000.0,16660000.0,,0.1798,,3000000.0,2500000.0,100000.0,100000.0,100000.0,100000.0,100000.0,1067000.0,,,,,-2746000.0,-2746000.0,,,,468.0,0.0224,,,,,2186000.0,,,,,,,,,,,,,,,0.0,,123408000.0,35791000.0,1247307000.0,,1646324000.0,486634000.0,,487999000.0,,0.0,,,,,18952000.0,,,,,,,,,729000.0,2186000.0,707000.0,,-1800000.0,,,4300000.0,,,,,692000.0,514000.0,,34000.0,33000.0,32000.0,63000.0,16000.0,24803000,605658000,22020000,,,,,0.0,0.001,,,15000000.0,,,500000.0,,,,,,,,,10169000.0,,1.0,,,30000.0,60000.0,458000.0,0.0,518000.0,738000.0,62000.0,34000.0,,33000.0,32000.0,,63000.0,514000.0,,0.0436,2826000,1655000,2783000,,,6900000.0,3224000.0,-140000.0,,,238525000.0,,,,,342330000,0.1798,,,,468000000.0,,,1370000,,,,,0.0,,,12374000.0,106226000,69488000,,,,766000.0,,,166724000.0,26885000.0,,,,,,,,104754000.0,104800000.0,0
3,269000,2270000.0,188000.0,9481000,4438000,,629000.0,2783000.0,3900000.0,4481000.0,4200000.0,1655000.0,36738000,,,,0.0,605658000.0,45388000,,,46883000.0,3800000.0,,0.2675,0.3015,,,,,,,,1067000.0,5600000.0,,,,,,,,,468.0,,,,,,729000.0,,,,,,0.0,,,18830000.0,,,,0.0,,0.0,21386000.0,123408000000.0,35791000000.0,1247307000000.0,44131000.0,1646324000000.0,486634000000.0,65075000.0,487999000.0,,0.0,,40708000.0,,,34853000.0,,,,170000.0,2872000.0,372000.0,11015000.0,3308000.0,1067000.0,729000.0,-4000000.0,0.0,-2600000.0,,,,,,107000.0,,676000.0,479000.0,,35000.0,34000.0,33000.0,32000.0,0.0,24803000,605658000,22020000,,,,47794358.0,15000000.0,0.001,,,15000000.0,,,1600000.0,36000.0,,15026000.0,,,,,,,,1.0,9033000.0,,15000.0,60000.0,458000.0,,518000.0,738000.0,62000.0,34000.0,,33000.0,32000.0,,63000.0,514000.0,,0.0437,2826000,1655000,2783000,,,6900000.0,3224000.0,-100000.0,,,238525000.0,,814658000.0,,39000.0,342330000,0.2675,18830000.0,,87000000.0,468000000.0,,,1370000,,,,,468000000.0,,,11549000.0,106226000,69488000,3167000.0,,15000000.0,2072000.0,,,138642000.0,27016000.0,798000.0,,,,75428000.0,,104752000.0,,,0
4,439000,1670000.0,560000.0,10484000,4360000,,546000.0,2705000.0,,3728000.0,,1655000.0,37394000,,,,0.0,605658000.0,62076000,32694000.0,7833000.0,49354000.0,18400000.0,,0.2725,0.2675,,,,,,,,3630000.0,2400000.0,,,,,,,,,468.0,,,,0.0,,609000.0,,,,,,,,,31600000.0,,,,0.0,25537000.0,0.0,21386000000.0,,,,44131000000.0,,,65075000000.0,,,403000.0,,80900000.0,22839000.0,,40708000.0,,,,493000.0,,29000.0,,-705000.0,-400000.0,,-4000000.0,0.0,-4500000.0,,,,,,581000.0,,645000.0,406000.0,,36000.0,35000.0,66000.0,65000.0,,25356000,610356000,22651000,,,,,15000000.0,,,,15000000.0,468000000.0,,,883000.0,,15026000.0,,,,,133100000.0,,,1.0,2619000.0,,15000.0,60000.0,438000.0,31000.0,493000.0,3217000.0,225000.0,,,,,,,2598000.0,,0.041,2073000,1655000,2705000,,,3829000.0,3679000.0,-100000.0,,,238525000.0,,,,39000.0,337473000,,46851000.0,,87200000.0,,,,2494000,,,,,468000000.0,,0.0,,106484000,69090000,,,15000000.0,116431000.0,,,90200000.0,,1564000.0,4582000.0,84000.0,,580855000.0,,104752000.0,,104800000.0,0
5,762000,1641000.0,217000.0,9258000,4102000,,750000.0,3263000.0,,3139000.0,,839000.0,38057000,,0.0,0.0,,,52347000,32694000.0,16660000.0,57000000.0,18432000.0,,,0.2675,,,,,,,,3026000.0,11100000.0,0.0,18196000.0,,,-2746000.0,,,,,0.0325,,,0.0,,,,,,,,,,1324000.0,28020000.0,,,,0.0,,,47481000.0,,,,64712000.0,,,112076000.0,476485000.0,0.0,743000.0,0.0,,,43681000.0,,,,,,-629000.0,,-223000.0,707000.0,2563000.0,,-4103000.0,0.0,-4546000.0,136000.0,,,,-139000.0,735000.0,154000.0,,,,,,,,,10991000,594499000,7728000,,,,,,,,,0.0,468000000.0,,,847000.0,,15026000.0,,-90585000.0,10581000.0,87837000.0,167900000.0,9722000.0,,1.0,5666000.0,37358000.0,61000.0,,427000.0,47000.0,481000.0,,,,,,,,,,,,2300000,839000,3263000,,0.0,6747000.0,3422000.0,-136000.0,,,,,18830000.0,,39000.0,333487000,0.2725,,0.0,,,472000.0,28734000.0,1506000,,11053000.0,,,,,0.0,68976000.0,106872000,68815000,4405000.0,,,,53990000.0,,65600000.0,,766000.0,,140000.0,,580855000.0,223000.0,,104759000.0,,0
6,763000,2597000.0,126000.0,9861000,4192000,,620000.0,3310000.0,,4563000.0,,882000.0,38720000,,,,0.0,610356000.0,61616000,32694000.0,24276000.0,57000000.0,35400000.0,,,0.2675,,,,,,,,1544000.0,5100000.0,,,962000.0,,,,,,,0.0325,,,0.0,,,,,,,,,,,,,,,,47807000.0,,35888000.0,,,,56804000.0,,,92575000.0,476485000.0,,1162000.0,4400000.0,40192000.0,43681000.0,,40192000.0,0.0,,,494000.0,,-62000.0,,3300000.0,2600000.0,,-600000.0,,-2300000.0,23000.0,,,,,,200000.0,,,,,,,,,11962000,598755000,8652000,,,,,468000000.0,,,,0.0,468000000.0,,,1523000.0,,28734000.0,,,,,30539000.0,,,1.0,5636000.0,,18000.0,,417000.0,62000.0,469000.0,,,,,,,,,,,,3681000,1949000,3310000,,,6599000.0,3567000.0,-200000.0,,,247527000.0,,,,84000.0,330040000,0.2675,75394000.0,,87230000.0,,,,326000,,,,0.0,468000000.0,468000000.0,,,107710000,68990000,,3423000.0,15000000.0,800000.0,,,30600000.0,27607000.0,2072000.0,4600000.0,177000.0,,580855000.0,,104752000.0,,,0
7,607000,2553000.0,325000.0,9769000,3853000,,637000.0,3224000.0,,6900000.0,,629000.0,39390000,,0.0,0.0,,594499000.0,72360000,,,57000000.0,35435000.0,,,,,,,,,,,1500000.0,13200000.0,,9560000.0,,,2746000.0,,,,,0.0224,,,,,,,,,,,,,662000.0,,,,,,,0.0,93030000.0,,,,122487000.0,,,215287000.0,,0.0,1200000.0,0.0,,,66262000.0,,,,,,327000.0,,380000.0,,1959000.0,,-713000.0,,,3297000.0,,,,-25000.0,700000.0,200000.0,,,,,,,,,482351000,693203000,11127000,,,,,,,,,0.0,,,,640000.0,,13708000.0,,-130847000.0,14021000.0,133486000.0,,28163000.0,,1.0,3032000.0,19375000.0,36000.0,,467000.0,100000.0,513000.0,,,,,,,,,,,,2116000,629000,3224000,,,6600000.0,3456000.0,-212000.0,,,250021000.0,,18830000.0,,45000.0,140974000,0.3015,,,,,1341000.0,40453000.0,4667000,,15362000.0,,,,,0.0,,107970000,68580000,8897000.0,,,30241000.0,28169000.0,,306600000.0,,508000.0,2743000.0,,,580855000.0,112000.0,,104754000.0,,0
8,607000,2553000.0,325000.0,9769000,3853000,,600000.0,3224000.0,,,,629000.0,39390000,,,,0.0,598755000.0,72360000,,24300000.0,56970000.0,6700000.0,,,,,,,,,,,1500000.0,,,,1988000.0,,,,,,,0.0325,,,0.0,,,,,,,,,,,28020000.0,,,,,71314000.0,,69646000.0,,,,107377000.0,,,176793000.0,470074000.0,,1200000.0,,124391000.0,20842000.0,,43491000.0,0.0,,,338000.0,,137000.0,,,1900000.0,,-3800000.0,,-3100000.0,,,,,,8019000.0,,,,,,,,,,482351000,693203000,11127000,,,,,468000000.0,,,,,468000000.0,,,2640000.0,,13708000.0,,,,,61009000.0,,,1.0,3017000.0,,18000.0,,422000.0,,461000.0,,,,,,,,,,,,2116000,629000,3224000,,,6600000.0,3500000.0,-100000.0,,,256753000.0,,18830000.0,,45000.0,140974000,0.2725,105928000.0,,,,,,4667000,,,,0.0,0.0,,,32754000.0,107970000,68580000,,6865000.0,,1500000.0,,,280500000.0,26619000.0,2836000.0,2800000.0,200000.0,,,,104800000.0,104770000.0,104800000.0,0
9,607000,2553000.0,325000.0,9769000,3853000,,600000.0,3224000.0,,6599000.0,,546000.0,39390000,,,,,693203000.0,72360000,32700000.0,41861000.0,56970000.0,,,,0.3126,,,,,,,,1500000.0,4000000.0,,29380000.0,,,,,,,,,,,,,,,,,,,,,1987000.0,28021000.0,,,,,,0.0,45549000.0,,,,57775000.0,,,103211000.0,470074000.0,0.0,1200000.0,0.0,,,94361000.0,,,,,-436000.0,516000.0,110000.0,288000.0,-572000.0,477000.0,,,,,3300000.0,,,,-119000.0,8000000.0,,,,,,,,,,482351000,693203000,11127000,,,,,,,,,,468000000.0,,,285000.0,,40453000.0,,-80343000.0,-69164000.0,173783000.0,,8272000.0,,1.0,8558000.0,58248000.0,53000.0,100000.0,,100000.0,,,,,,,,,,,,,2116000,629000,3224000,,,6600000.0,3500000.0,,,,69878000.0,,46851000.0,,140000.0,140974000,0.3015,,,0.0,,1604000.0,46412000.0,4667000,,19670000.0,,,0.0,0.0,,,107970000,68580000,4492000.0,,0.0,1513000.0,85556000.0,,255400000.0,26619000.0,798000.0,,288000.0,,,388000.0,,,,0
