,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableCurrent,AccountsPayableRelatedPartiesCurrent,AccountsPayableRelatedPartiesCurrentAndNoncurrent,AccumulatedAmortizationDeferredFinanceCosts,AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,AdditionalPaidInCapitalCommonStock,AdjustmentsToAdditionalPaidInCapitalOther,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,AdjustmentsToAdditionalPaidInCapitalWarrantIssued,AmortizationOfDebtDiscountPremium,AmortizationOfFinancingCosts,AmortizationOfFinancingCostsAndDiscounts,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,Assets,AssetsCurrent,BusinessAcquisitionPercentageOfVotingInterestsAcquired,CarryingCostsPropertyAndExplorationRights,Cash,CashAndCashEquivalentsAtCarryingValue,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CashPeriodIncreaseDecrease,CashUninsuredAmount,ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,ClassOfWarrantOrRightOutstanding,CommonStockCapitalSharesReservedForFutureIssuance,CommonStockholdersEquity,CommonStockNoParValue,CommonStockParOrStatedValuePerShare,CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockSharesSubscribedButUnissued,CommonStockSharesSubscriptions,CommonStockValue,ComprehensiveIncomeNetOfTax,ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,ConversionOfStockAmountIssued1,ConversionOfStockSharesIssued1,ConvertibleDebt,ConvertibleDebtCurrent,ConvertibleDebtNoncurrent,DebtConversionConvertedInstrumentAmount1,DebtConversionConvertedInstrumentSharesIssued1,DebtConversionOriginalDebtAmount1,DebtInstrumentCarryingAmount,DebtInstrumentConvertibleBeneficialConversionFeature,DebtInstrumentConvertibleCarryingAmountOfTheEquityComponent,DebtInstrumentConvertibleConversionPrice1,DebtInstrumentConvertibleEffectiveInterestRate,DebtInstrumentConvertibleInterestExpense,DebtInstrumentConvertibleNumberOfEquityInstruments,DebtInstrumentDecreaseForgiveness,DebtInstrumentFaceAmount,DebtInstrumentIncreaseAccruedInterest,DebtInstrumentInterestRateDuringPeriod,DebtInstrumentInterestRateStatedPercentage,DebtInstrumentPeriodicPayment,DebtInstrumentPeriodicPaymentInterest,DebtInstrumentUnamortizedDiscount,DebtIssuanceCosts,DeferredCosts,DeferredTaxAssetsGross,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwardsDomestic,DeferredTaxAssetsValuationAllowance,DepositsAssetsCurrent,DerivativeGainLossOnDerivativeNet,DerivativeLiabilitiesNoncurrent,DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,DueToOfficersOrStockholdersCurrent,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EarningsPerShareDiluted,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectOfExchangeRateOnCashAndCashEquivalents,EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,EmbeddedDerivativeFairValueOfEmbeddedDerivativeLiability,EmbeddedDerivativeGainLossOnEmbeddedDerivativeNet,EmbeddedDerivativeGainOnEmbeddedDerivative,EquityIssuancePerShareAmount,ExplorationExpense,FairValueAdjustmentOfWarrants,FairValueAssumptionsExpectedDividendRate,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisChangeInUnrealizedGainLoss,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationIssues,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationPeriodIncreaseDecrease,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisWithUnobservableInputs,FiniteLivedLicenseAgreementsGross,ForeignCurrencyTransactionGainBeforeTax,ForeignCurrencyTransactionGainLossBeforeTax,ForeignCurrencyTransactionGainLossUnrealized,GainsLossesOnExtinguishmentOfDebt,GeneralAndAdministrativeExpense,IncomeTaxExaminationInterestExpense,IncomeTaxExpenseBenefit,IncomeTaxesPaid,IncomeTaxesReceivable,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationChangeInEnactedTaxRate,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncomeTaxReconciliationNondeductibleExpenseMealsAndEntertainment,IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsPayableRelatedParties,IncreaseDecreaseInAccountsPayableTrade,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInDeferredLiabilities,IncreaseDecreaseInIncomeTaxesReceivable,IncreaseDecreaseInInterestPayableNet,IncreaseDecreaseInOtherReceivables,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,IncreaseDecreaseInPrepaidExpense,IncreaseDecreaseInReceivables,IncrementalCommonSharesAttributableToCallOptionsAndWarrants,IncrementalCommonSharesAttributableToConversionOfDebtSecurities,InterestExpense,InterestExpenseDebt,InterestExpenseOther,InterestPaid,InterestPaidNet,InterestPayableCurrentAndNoncurrent,IssuanceOfStockAndWarrantsForServicesOrClaims,LeaseAndRentalExpense,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LongTermDebtPercentageBearingFixedInterestRate,LongTermNotesPayable,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NetIncomeLossFromContinuingOperationsAvailableToCommonShareholdersBasic,NoncashOrPartNoncashAcquisitionNoncashFinancialOrEquityInstrumentConsiderationWarrantsIssued1,NoninterestExpenseOfferingCost,NonoperatingIncomeExpense,NotesAssumed1,NotesIssued1,NotesPayable,NotesPayableCurrent,NotesPayableRelatedPartiesClassifiedCurrent,OperatingExpenses,OperatingIncomeLoss,OperatingLeaseExpense,OperatingLossCarryforwards,OtherAssetsNoncurrent,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,OtherComprehensiveIncomeLossBeforeTaxPortionAttributableToParent,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,OtherComprehensiveIncomeLossNetOfTax,OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,OtherLiabilitiesCurrent,OtherNoncashExpense,OtherNonoperatingIncome,OtherNonoperatingIncomeExpense,OtherReceivablesNetCurrent,PaidInKindInterest,PaymentsOfStockIssuanceCosts,PaymentsToAcquireOilAndGasProperty,PaymentsToAcquireOtherProductiveAssets,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpenseCurrent,ProceedsFromConvertibleDebt,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfPrivatePlacement,ProceedsFromIssuanceOfWarrants,ProceedsFromNotesPayable,ProceedsFromOtherEquity,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfOtherDebt,ProceedsFromRepaymentsOfRelatedPartyDebt,ProfessionalFees,ReceivablesNetCurrent,RepaymentsOfNotesPayable,RepaymentsOfRelatedPartyDebt,RepaymentsOfShortTermDebt,RetainedEarningsAccumulatedDeficit,Revenues,SaleOfStockNumberOfSharesIssuedInTransaction,SaleOfStockPricePerShare,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsGranted,ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsOutstandingNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAuthorized,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsVestedInPeriodFairValue1,SharePrice,SharesIssuedPricePerShare,ShortTermBorrowings,StockholdersEquity,StockIssued1,StockIssuedDuringPeriodSharesIssuedForCash,StockIssuedDuringPeriodSharesIssuedForServices,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodSharesOther,StockIssuedDuringPeriodSharesPurchaseOfAssets,StockIssuedDuringPeriodSharesTreasuryStockReissued,StockIssuedDuringPeriodValueAcquisitions,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueIssuedForCash,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValuePurchaseOfAssets,StockIssuedDuringPeriodValueShareBasedCompensation,StockRepurchasedAndRetiredDuringPeriodShares,SubscriptionRevenue,TravelAndEntertainmentExpense,TreasuryStockSharesAcquired,UnprovedOilAndGasPropertySuccessfulEffortMethod,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic,RepaymentsOfDebt,WarrantsAndRightsOutstanding,y
0,40330,50000.0,50000.0,134299.0,0.0,0.0,4756.0,149871.0,149871.0,16172119.0,740000.0,-4568.0,769888.0,0.0,394.0,0.0,0.0,4187,4187.0,1.0,29740.0,0.0,859.0,261141.0,660.0,684923.0,4072.0,194000.0,0.0,13125000.0,0.0,750000.0,-66947.0,0.001,0.001,6250.0,75000000.0,32076500.0,32076500.0,2000000.0,250000.0,32077.0,-336375.0,-137528.0,230179.0,230179.0,3500000.0,5155089.0,0.0,0.0,147000.0,85066.0,400000.0,0.0,25000.0,0.085,0.06,500.0,2.0,75448.0,500000.0,17294.0,0.08,0.01,18302.0,2068.0,0.0,0.0,3100.0,31406.0,0.0,35213.0,42797.0,730000.0,2520194.0,15526457.0,248895.0,30804.0,-0.05,0.0,-0.05,0.21,-851.0,89584.0,0.0,0.0,0.0,0.125,29740.0,769888.0,0.0,-4935.0,1690633.0,5614689.0,8221135.0,0.0,2284.0,440.0,440.0,0.0,430.0,81918.0,0.0,0.0,1537.0,-1140335.0,31406.0,-1644277.0,8991.0,569135.0,-11612.0,-25002.0,12923.0,443.0,-3100.0,-3187.0,17639.0,-1550.0,-3100.0,0.0,1545.0,5369528.0,35359375.0,0.0,155513.0,0.0,0.0,12635.0,114.0,0.0,0.0,916655.0,4187,71134,0.08,118750.0,19989.0,316353.0,0.0,-238440.0,-15066.0,-296171.0,-55368.0,786082.0,13875000.0,145.0,19864.0,17294.0,0.0,287724.0,118750.0,83500.0,2571.0,-71920.0,2673.0,881152.0,0.0,2197.0,0.0,0.0,-2197.0,-989264.0,0.0,0.0,0.0,-2387.0,17059.0,0.0,4568.0,0.0,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,159746.0,1050000.0,3525000.0,0.0,55000.0,19989.0,-125000.0,37716.0,2581.0,2278.0,0.0,0.0,0.0,-1802128.0,0.0,137500.0,0.125,740000.0,8752058.0,19125000.0,740000.0,500000.0,0.125,0.3,0.0,0.0,0.0,8480000.0,20000000.0,8480000.0,666667.0,20000000.0,248800.0,0.0,230179.0,1050000.0,180000.0,95000.0,180000.0,740000.0,6472425.0,0.0,0.0,6472425.0,2421415.0,140189501.0,32076500.0,140189501.0,7988.0,0.0,0
1,40330,50000.0,50000.0,123508.0,179606.0,0.0,4756.0,1437405.0,149871.0,16172119.0,,,769888.0,0.0,,0.0,0.0,4187,1238570.0,1.0,99429.0,0.0,15895.0,261141.0,-282275.0,349352.0,1610.0,11100.0,0.0,17625000.0,0.0,750000.0,-106198.0,0.001,0.001,,75000000.0,32076500.0,32076500.0,25000.0,,32077.0,-198847.0,-1521079.0,230179.0,,5387500.0,5573879.0,0.0,0.0,147000.0,29400.0,,0.0,,,,,,100448.0,5237500.0,114.0,,0.01,10314.0,2068.0,0.0,180000.0,,31406.0,0.0,299592.0,367864.0,730000.0,8819482.0,15526457.0,248895.0,30804.0,-0.02,,-0.02,0.21,-788.0,81285.0,0.0,0.0,0.0,0.125,0.0,769888.0,0.0,-256984.0,645662.0,11111284.0,15526457.0,0.0,99.0,,-527.0,,253.0,42175.0,0.0,0.0,1537.0,441084.0,,-2870964.0,6932.0,,-11794.0,,4300.0,682.0,,-2237.0,,0.0,,0.0,281.0,2673577.0,17487517.0,0.0,80284.0,0.0,0.0,229.0,,0.0,,916655.0,4187,71134,,118750.0,19989.0,4862547.0,0.0,,-17591.0,-4029073.0,-55368.0,8053469.0,13875000.0,,7723.0,,0.0,,18302.0,83500.0,-403.0,-2809061.0,5289.0,1476546.0,0.0,,0.0,0.0,,-1799931.0,0.0,3320000.0,,-615.0,0.0,0.0,0.0,0.0,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,748750.0,,0.0,95000.0,19989.0,,37716.0,-216.0,2278.0,0.0,0.0,0.0,-2044839.0,0.0,137500.0,0.4,,,19125000.0,,500000.0,0.4,0.3,0.0,0.0,0.0,9990000.0,6472425.0,1590000.0,,55000000.0,,0.0,,1248750.0,99519.0,320000.0,,740000.0,6472425.0,0.0,,,,,,,7988.0,0.0,0
2,40330,,50000.0,,,-4449.0,4756.0,1437405.0,,16172119.0,,,2710166.0,0.0,,7667.0,0.0,4187,1238570.0,1.0,29740.0,0.0,533749.0,261141.0,,144767.0,1602.0,11801.0,0.0,,13875000.0,1500000.0,,,0.001,,500000000.0,32076500.0,32076500.0,25000.0,,32077.0,-627662.0,-187906.0,,,5437000.0,6001389.0,0.0,85066.0,300000.0,25000.0,,0.0,,,,,,,5237500.0,413.0,0.08,0.01,,,0.0,,,,0.0,,,730000.0,-5311422.0,15526457.0,248895.0,30804.0,0.0,0.0,0.0,0.21,-1030.0,75110.0,0.0,0.0,,0.125,29740.0,2710166.0,,-1987177.0,645662.0,-1372008.0,15526457.0,2422835.0,381.0,-527.0,-2387.0,0.0,511.0,54693.0,0.0,0.0,1537.0,,,,,,12768.0,,,2638.0,,-6822.0,,3828.0,,4842.0,360.0,7048092.0,40930486.0,0.0,234050.0,0.0,0.0,,,0.0,0.0,916655.0,4187,71134,,118750.0,19947.0,,-550000.0,,-17315.0,,-55368.0,-8105945.0,17625000.0,,6480.0,,0.0,,10314.0,83500.0,5642.0,-2737141.0,2616.0,1894947.0,37570.0,,0.0,,-4487.0,-466758.0,9901.0,,0.0,-615.0,245654.0,0.0,4568.0,550000.0,37570.0,10000000.0,0.0,0.0,0.0,4842.0,0.0,159746.0,1248750.0,,0.0,,19947.0,,55267.0,4604.0,2278.0,100000.0,50000.0,100000.0,-2259311.0,0.0,137500.0,0.4,802500.0,,19125000.0,,500000.0,0.5,0.5,667009.0,111060.0,180000.0,,248800.0,5990000.0,,67000000.0,,0.0,,95000.0,99520.0,50000.0,495000.0,740000.0,,-10000.0,0.0,,2421415.0,182394299.0,32076500.0,141665396.0,,0.0,0
3,38293,,0.0,,,2806.0,4756.0,1437405.0,,16172119.0,,4568.0,,0.0,,215699.0,,3111,1238570.0,1.0,,0.0,405908.0,261141.0,,-282275.0,-958.0,696064.0,0.2,17625000.0,13875000.0,3000000.0,,,,,,,32076500.0,25000.0,,,-291287.0,,,,4744804.0,,7667.0,0.0,147000.0,,,0.0,,,,,,,6362500.0,,0.08,0.01,,,0.0,,,,0.0,502026.0,543932.0,730000.0,-7831616.0,15526457.0,285651.0,68521.0,,,,,306.0,71449.0,8469777.0,-4517081.0,0.0,,47511.0,,,,645662.0,-7216422.0,15526457.0,2421415.0,282.0,-967.0,-615.0,,81.0,,,0.0,1712.0,719332.0,,-745430.0,18958.0,,-4068.0,50005.0,8566.0,360.0,,661.0,,,,,1160.0,7968466.0,48431341.0,,120500.0,4735477.0,0.0,1692.0,,0.0,,916655.0,3111,106814,,118750.0,37716.0,,,,-38980.0,,,-8739895.0,17625000.0,,5750.0,,0.0,,4131.0,83500.0,3071.0,-3362598.0,8728.0,2097137.0,37370.0,-4487.0,,-4449.0,,,7212.0,,,0.0,36026.0,500.0,0.0,,,10000000.0,0.0,0.0,,4842.0,3500000.0,0.0,,,159061.0,95000.0,67515.0,,104262.0,2023.0,2638.0,,,,-2259311.0,0.0,100000.0,,,,19125000.0,,500000.0,0.5,0.5,650000.0,111060.0,,,248800.0,9990000.0,,,,-11250.0,,,99520.0,65000.0,1995000.0,,,0.0,,,2421415.0,,,,,0.0,0
4,30580,,0.0,,,-496.0,94340.0,1437405.0,3319365.0,,,4568.0,,3774.0,,,0.0,6221,1238570.0,,0.0,,405908.0,261801.0,,-222578.0,473.0,360493.0,0.2,1500000.0,17625000.0,3000000.0,,,,,,,,,,,-187906.0,,,,4744804.0,,154319.0,,,8138.0,,11765.0,,,,,,,6500000.0,299.0,0.08,0.01,,,3312727.0,,,,-731755.0,,,,-5614689.0,27283403.0,288146.0,81839.0,0.06,0.0,0.05,0.21,-491.0,82932.0,8469777.0,4517081.0,,0.3,170592.0,,,6299288.0,645662.0,-16172119.0,15526457.0,2421415.0,604.0,-2387.0,-3111.0,17980.0,255.0,,0.0,0.0,1311.0,,,,,,36679.0,,12847.0,3438.0,,-1537.0,,0.0,,,3828.0,6223484.0,,19477.0,367332.0,,0.0,,,15520.0,201.0,8987678.0,6221,112419,,118750.0,222693.0,,,,-221729.0,,,-690913.0,0.0,,-1972.0,,650000.0,,,,28538.0,-553537.0,3439.0,2949968.0,38440.0,,,,,-461670.0,7212.0,,0.0,5555.0,8359.0,,4713.0,,37370.0,10000000.0,0.0,0.0,,26041.0,,1209746.0,95000.0,,25000.0,50000.0,37716.0,,84061.0,28283.0,3438.0,200000.0,,,-2515349.0,,666667.0,,802500.0,,19125000.0,,500000.0,0.25,0.6,650000.0,111060.0,,,,,,,,0.0,,320000.0,,,603000.0,,,-10000.0,131.0,,2421415.0,161826490.0,34407552.0,,,,0
5,34215,,104601.0,,,-2197.0,86041.0,,3512499.0,,,4568.0,,,,,,1238570,,,99429.0,307.0,79448.0,946064.0,,,-1436.0,156000.0,0.2,,17625000.0,,,,0.001,,500000000.0,60858500.0,60858500.0,,,60859.0,-1642794.0,,,,4744804.0,,320931.0,85066.0,40700.0,23000.0,,,,,,,,,6500000.0,,0.08,,,,3795681.0,,,,408580.0,632368.0,650987.0,,1372008.0,14800111.0,343909.0,104601.0,,0.0,,0.21,306.0,,4522016.0,256984.0,-4517081.0,0.5,123080.0,,,-2520194.0,,,27283403.0,2421415.0,985.0,-615.0,-615.0,,46.0,,,,1311.0,1176413.0,,-1184603.0,8190.0,,-2957.0,56261.0,7768.0,1160.0,,-2451.0,,0.0,,4842.0,1550.0,,,,133282.0,4735477.0,,,,0.0,,9563679.0,1238570,84215,,118750.0,37716.0,,-550000.0,,-39458.0,,,11722902.0,0.0,,-8225.0,,,,,179700.0,34631.0,-3832458.0,11576.0,3724588.0,38440.0,-5146.0,,,-5146.0,,7212.0,,2821.0,6170.0,8359.0,,145.0,550000.0,,,,,0.0,26041.0,,1050000.0,55000.0,,25000.0,,85066.0,,-50000.0,4845.0,3828.0,,65000.0,125000.0,-2543592.0,0.0,,,,,,,,0.25,0.6,650000.0,,180000.0,,,666667.0,,,,,,,99520.0,275000.0,,62500.0,,0.0,,,,,62008065.0,,,,0
6,34215,,104601.0,,,-2197.0,79866.0,1634565.0,3633897.0,,,-145.0,,,,,0.0,1238570,1267273.0,,29740.0,307.0,8115.0,610493.0,,-326460.0,,3000.0,0.2,1500000.0,17625000.0,,,,0.001,,500000000.0,60858500.0,60858500.0,,,60859.0,-309621.0,,,,4744804.0,,556920.0,0.0,115000.0,,,11765.0,,,,,,,6500000.0,709.0,,,,,3633009.0,,,,,,650986.0,980000.0,12483292.0,8955697.0,343909.0,,-0.06,0.0,-0.06,0.21,,78204.0,7837081.0,,,0.6,321508.0,,,5311422.0,,,14800111.0,,574.0,-3111.0,,17980.0,1073.0,,,,1311.0,,,,,,,,,,,175.0,,1784.0,,,3828.0,,,,156266.0,,,,,,,8862674.0,1238570,84215,,118750.0,,,0.0,,,,-92777.0,4695774.0,1500000.0,,-25593.0,,,,,195700.0,285651.0,-500134.0,2725.0,5593951.0,38440.0,81285.0,,2806.0,,-289427.0,7212.0,,,17368.0,8359.0,500.0,4713.0,0.0,38440.0,,,,0.0,26041.0,3500000.0,,55000.0,,0.0,0.0,55267.0,,,182038.0,3828.0,300000.0,0.0,,-2543592.0,0.0,,0.3,802500.0,,19125000.0,,,0.25,0.2,650000.0,,0.0,,,666667.0,,,,-11250.0,,,,,783000.0,62500.0,,,,,,141965851.0,62228283.0,141965851.0,,,0
7,34215,,104601.0,,,-2197.0,76205.0,1634565.0,3633897.0,,,,,11765.0,,,51878931.0,1238570,1148658.0,,99429.0,307.0,8115.0,405908.0,,,2783.0,800.0,0.2,,17625000.0,,,,0.001,,500000000.0,60858500.0,60858500.0,,,60859.0,,,,,5155089.0,,556920.0,85066.0,155700.0,,,,,,,,,,6500000.0,,0.08,,,,4680580.0,,,,57873.0,713027.0,731755.0,0.0,7216422.0,,343909.0,,,,,0.21,-740.0,,8212793.0,836355.0,256984.0,0.2,222079.0,,,5614689.0,,,8955697.0,,,-615.0,3059.0,0.0,74.0,,,0.0,1311.0,249874.0,,-1240198.0,3947.0,,25586.0,54548.0,,,,,,-228595.0,,,1007.0,,,24031.0,462595.0,5245923.0,0.0,,,15520.0,2266.0,9259258.0,1238570,84215,,,240244.0,,-800000.0,,-242287.0,,-92777.0,5081740.0,,,,,650000.0,,,211700.0,36756.0,,,9126922.0,38440.0,-8299.0,,,-77180.0,,,,,19864.0,8359.0,0.0,0.0,800000.0,,,,,0.0,26041.0,3500000.0,1408496.0,55000.0,,25000.0,,134061.0,,134061.0,6327.0,3828.0,,65000.0,,-2543592.0,0.0,,0.2,,,19125000.0,,,0.2,0.2,,18283.0,180000.0,,,666667.0,,,,0.0,,,99519.0,1000000.0,,,,,3292.0,,,142573363.0,,142573363.0,,,0
8,34215,,104601.0,,,-2197.0,76205.0,2757183.0,3633897.0,,,145.0,,,,,51878931.0,1238570,234653.0,,29740.0,4379.0,8115.0,405908.0,,-397793.0,874.0,2500.0,0.2,0.0,,,,,0.001,,500000000.0,60858500.0,60858500.0,,,60859.0,-126164.0,,,,5573879.0,,556920.0,0.0,,,,,,,,,,,,296.0,0.08,,,,4680580.0,,,,-57873.0,,2203492.0,0.0,5844414.0,,343909.0,,0.0,,0.0,0.21,-249.0,76581.0,7633422.0,,,,,,,,,,,,,,5555.0,17980.0,,,,,,,,,,,-8178.0,,,,,-226.0,,,,26041.0,2821.0,,,4554.0,157648.0,,,,,0.0,2065.0,9259258.0,1238570,84215,,120000.0,55267.0,,-250000.0,,-54144.0,,-92777.0,,,,-4378.0,,,,,143600.0,36141.0,-843421.0,161.0,8138797.0,,75110.0,,,,,11765.0,,7973.0,18830.0,,500.0,4713.0,250000.0,0.0,,,,,,3950000.0,198750.0,40000.0,,0.0,,0.0,,0.0,,3828.0,0.0,0.0,125000.0,-2543592.0,,,,,,19125000.0,,,0.35,,550000.0,18283.0,0.0,,,100000.0,,,,-11250.0,,,,1000000.0,,,,,3161.0,,2421415.0,143520831.0,62448500.0,143520831.0,,,0
9,51696,,40108.0,,,-2000.0,76205.0,3288383.0,3933047.0,,,,,11765.0,,,,1267273,456048.0,,47511.0,1909.0,,405908.0,,67019.0,504742.0,4000.0,,,19125000.0,,,,,,,62448500.0,,,,62449.0,-1730300.0,,,,5394596.0,,,114466.0,,,,0.0,,,,,,,6850000.0,1002.0,0.08,,,,4680580.0,,,,,,,,,,481437.0,,0.03,0.0,0.02,0.21,-797.0,77994.0,8221135.0,1987177.0,,,,,,,,,,,,3059.0,-2496.0,,,,,,1096.0,,,,,,52896.0,,,,,-957.0,,,,,1007.0,,,28347.0,166780.0,,,,,0.0,3371.0,9259258.0,1267273,51696,,120000.0,1339094.0,,-989835.0,,-283555.0,,,,,,-8542.0,,650000.0,,,143600.0,,-343287.0,,,39490.0,71449.0,,,,,10829.0,,,,5172.0,500.0,,989835.0,,10000000.0,0.0,0.0,0.0,5253.0,450000.0,1408496.0,50000.0,,,,25000.0,,-50000.0,,,,125000.0,,-7149339.0,,,,,,27877058.0,,,0.35,,560794.0,,783000.0,,,100000.0,,,,-11250.0,,,,,,,,,4274.0,,2421415.0,201482385.0,71419193.0,145082578.0,,,0
