,AccountsPayableCurrent,AccountsReceivableNetCurrent,AccretionExpense,AccruedInsuranceCurrentAndNoncurrent,AccruedLiabilitiesCurrent,AccruedProfessionalFeesCurrent,AccruedVacationCurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AdditionalPaidInCapital,AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,AdjustmentsToAdditionalPaidInCapitalWarrantIssued,AllocatedShareBasedCompensationExpense,AmortizationOfDebtDiscountPremium,AmortizationOfFinancingCosts,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,AssetRetirementObligation,AssetRetirementObligationAccretionExpense,AssetRetirementObligationCashPaidToSettle,AssetRetirementObligationCurrent,AssetRetirementObligationLegallyRestrictedAssetsFairValue,AssetRetirementObligationLiabilitiesIncurred,AssetRetirementObligationLiabilitiesSettled,AssetRetirementObligationPeriodIncreaseDecrease,AssetRetirementObligationsNoncurrent,Assets,AssetsCurrent,CapitalizedCostsAssetRetirementCosts,Cash,CashAndCashEquivalentsPeriodIncreaseDecrease,ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights,ClassOfWarrantOrRightNumberOfSecuritiesCalledByEachWarrantOrRight,ClassOfWarrantOrRightOutstanding,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ComprehensiveIncomeNetOfTax,ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,ConcentrationRiskPercentage1,ConstructionInProgressGross,ConstructionPayableCurrent,CostOfRevenue,DebtCurrent,DebtInstrumentInterestRateStatedPercentage,DebtInstrumentUnamortizedDiscount,DeferredFinanceCostsCurrentNet,DeferredTaxAssetsGross,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsPropertyPlantAndEquipment,DeferredTaxAssetsTaxDeferredExpenseOther,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAssetRetirementObligations,DeferredTaxAssetsValuationAllowance,DepositAssets,DepositsAssetsCurrent,DepositsAssetsNoncurrent,Depreciation,DepreciationAndAmortization,DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,DueToOfficersOrStockholdersCurrent,DueToRelatedPartiesCurrent,EarningsPerShareBasicAndDiluted,EarningsPerShareDiluted,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,ForeignCurrencyTransactionGainLossBeforeTax,GainLossOnInvestments,GainLossOnSaleOfInvestments,GainLossOnSaleOfSecuritiesNet,GainsLossesOnExtinguishmentOfDebt,GeneralAndAdministrativeExpense,GrossProfit,IncomeLossFromContinuingOperations,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeLossFromDiscontinuedOperationsNetOfTax,IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,IncomeTaxExpenseBenefit,IncomeTaxExpenseBenefitContinuingOperations,IncomeTaxesPaid,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationNondeductibleExpenseDepreciation,IncomeTaxReconciliationNondeductibleExpenseOther,IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAssetRetirementObligations,IncreaseDecreaseInDueToRelatedParties,IncreaseDecreaseInInventories,IncreaseDecreaseInOtherOperatingAssets,IncreaseDecreaseInPrepaidExpense,IncreaseDecreaseOfRestrictedInvestments,InterestExpense,InterestIncomeExpenseNet,InterestIncomeOther,InterestPaid,InventoryFinishedGoods,InventoryNet,InventoryWorkInProcess,IssuanceOfStockAndWarrantsForServicesOrClaims,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LongTermNotesPayable,MineralExtractionProcessingAndMarketingCosts,MinorityInterest,MinorityInterestPeriodIncreaseDecrease,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NetIncomeLossAttributableToNoncontrollingInterest,NonoperatingIncomeExpense,NotesPayable,NotesPayableCurrent,OperatingExpenses,OperatingIncomeLoss,OperatingLossCarryforwards,OtherAccruedLiabilitiesCurrent,OtherAssetsCurrent,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,OtherNonoperatingIncomeExpense,OtherPrepaidExpenseCurrent,PaymentsOfFinancingCosts,PaymentsOfStockIssuanceCosts,PaymentsToAcquireEquityMethodInvestments,PaymentsToAcquireMarketableSecurities,PaymentsToAcquirePropertyPlantAndEquipment,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockValue,PrepaidExpenseAndOtherAssetsCurrent,PrepaidExpenseAndOtherAssetsNoncurrent,PrepaidExpenseCurrent,PrepaidExpenseNoncurrent,PrepaidInsurance,ProceedsFromIssuanceOfCommonStock,ProceedsFromMinorityShareholders,ProceedsFromNotesPayable,ProceedsFromRelatedPartyDebt,ProceedsFromSaleAndMaturityOfMarketableSecurities,ProceedsFromSaleOfEquityMethodInvestments,ProceedsFromSaleOfPropertyPlantAndEquipment,ProceedsFromStockOptionsExercised,ProceedsFromWarrantExercises,ProfitLoss,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,RegistrationPaymentArrangementAccrualCarryingValue,RepaymentsOfLongTermDebt,RepaymentsOfNotesPayable,RestatementOfPriorYearIncomeNetOfTax,RetainedEarningsAccumulatedDeficit,Revenues,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExpirationsInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExpirationsInPeriodWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,ShareBasedGoodsAndNonemployeeServicesTransactionValuationMethodExpectedVolatilityRate,ShareBasedGoodsAndNonemployeeServicesTransactionValuationMethodRiskFreeInterestRate,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,StockGrantedDuringPeriodValueSharebasedCompensation,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockIssuedDuringPeriodSharesIssuedForCash,StockIssuedDuringPeriodSharesStockOptionsExercised,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueIssuedForCash,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueStockOptionsExercised,UnamortizedDebtIssuanceExpense,ValuationAllowanceDeferredTaxAssetChangeInAmount,ValuationAllowancesAndReservesChargedToCostAndExpense,WeightedAverageNumberOfDilutedSharesOutstanding,y
17,557827,,,,1112656,114747.0,241309.0,,146409031,-1177395.0,,,,,,,,,28590.0,,,,,1241481.0,43139934.0,6798176,96870.0,36437370.0,19252923.0,,,7875000.0,0.001,750000000.0,77211074,77211074,77211,-144565627.0,-3345474.0,-22147293.0,,,,,,,,,,,,,,,,,,,1143634.0,,137291216.0,0.0,0.0,15876,,-0.1,,,,0.0,,0.0,,,,,0.0,0.0,,,0.0,,,,,616687.0,,,504198.0,,34426.0,1556895.0,,,,,12184.0,,,,,8434571,11553494.0,2255763.0,,,77281,383040.0,99247343.0,-241429.0,-6887265.0,,-125746.0,,,,,,,,39854,,,,44722.0,,0.0,,,241429.0,0.001,10000000.0,0.0,798378.0,480361.0,571434,1065029,222711.0,63959.0,3200173.0,,,0.0,,,,,,,500863,,,,,,,82177.0,0.0,0.74,0.0132,,,16900.0,,,,0.81,,,,,,,,,,,,8207975.0,,,,,,,1814609.0,,,,77121000.0,0
18,2872616,,33968.0,,1052985,114747.0,286506.0,,156114560,,,,,,,,,,39000.0,2019721.0,,,,1241481.0,11553494.0,8892131,39431.0,,-15391822.0,,,,0.001,,85795074,85795074,85795,-7274411.0,-111587.0,,,,,,,,,,,,,,,,,,,,108599.0,,,,0.0,12670,,-0.02,,,-74617.0,,79129.0,,,,-18053923.0,-18624346.0,,,,,,,,,,616687.0,,,-37901.0,,4625.0,-143732.0,2043400.0,1944295.0,,2089489.0,0.0,,,,,11158422,,2255763.0,,5439981.0,177257,383040.0,290916.0,-241429.0,-6887265.0,-18053923.0,-3173852.0,,,,18703511.0,-18703511.0,,,84638,,,,53326.0,,,48.0,20432035.0,241429.0,0.001,10000000.0,,1213272.0,434173.0,1259126,485901,106213.0,,226957.0,,10700.0,,905092.0,,284800.0,,,,472027,,98414.0,,,,0.0,,0.0,0.78,0.0132,,,,,,,0.84,,9057880.0,2.32,,,,,,,,,,,,,,,,2162332.0,,,,,0
19,580984,,31450.0,,1674779,241426.0,311587.0,,156814709,-24643.0,,,,,,,,,,2019721.0,,,,1241481.0,11553494.0,13305888,200988.0,,,,,7750000.0,0.001,,85815074,85815074,85815,,,-5734376.0,,,,,,,,,,,,,,,,,,,,,137291216.0,979709.0,564750.0,0,,-0.21,,,0.0,79129.0,0.0,-132000.0,,,-15119566.0,-15689989.0,-28732.0,950977.0,,,,,,,,,,,,,,,293.0,615456.0,2035058.0,11405.0,,,,,,23497244,11553494.0,2255763.0,,2505624.0,113488,,,,,-15119566.0,-312853.0,,,,15769154.0,-15769154.0,,,76654,,,,49077.0,,4507138.0,0.0,0.0,,0.001,10000000.0,,1435669.0,397561.0,1313558,548271,440749.0,100672022.0,,,0.0,20548664.0,0.0,,,,,,706447,,0.0,,,,,26933999.0,0.0,0.81,0.0185,,,21700.0,,,,0.97,,8959380.0,2.32,,,,,,,,5055236.0,8207975.0,-57631.0,,,,,,2240208.0,,,,77141000.0,0
20,580984,,,,1674779,,311587.0,,156814709,-24643.0,,,,,,,,,39000.0,2019721.0,,,1052547.0,1241481.0,11553494.0,13305888,200988.0,,11784479.0,,,5750000.0,,,85815074,85815074,85815,-3193666.0,-55556.0,-5734376.0,,,,,,,,,,,,,,,,,,,52583.0,852549.0,,0.0,564750.0,0,,-0.04,,-90465.0,,0.0,,0.0,51904574.0,,-101160571.0,-119963684.0,0.0,0.0,,,0.0,,,,,-348082.0,,,494355.0,,38262.0,2032004.0,,307728.0,16134.0,3933.0,12184.0,,,,,23497244,,2255763.0,,69242426.0,113488,,99433426.0,-5093328.0,-2035366.0,-116091682.0,-127081.0,2134664.0,,,122098348.0,-106216260.0,,,76654,,,,49077.0,,0.0,,,5093328.0,,,,1435669.0,397561.0,1313558,548271,440749.0,93959.0,3356256.0,,,0.0,,,,,,,706447,,,,,,,,0.0,0.88,0.0183,,,,,,,,,10220380.0,2.18,,,,,,,,5060501.0,,,,85000.0,,,,,,,,,0
21,580984,,14462.0,,1674779,,329335.0,,156814709,24643.0,,,,,,,,,39000.0,2019721.0,,,33121.0,,,13305888,165170.0,36437370.0,-22860266.0,,,10550000.0,,,85815074,85815074,85815,,,,,,,,,,,,,,,,,,,,,,,59124.0,115998598.0,,0.0,0,,-0.11,,-7970.0,-74617.0,,79129.0,,1412357.0,,-7774914.0,,,,,,,,,,,3079744.0,,,-47744.0,,8461.0,331377.0,2068399.0,923184.0,,19191.0,0.0,,,,,23497244,32846112.0,,,,113488,,476999.0,-2488852.0,-77505568.0,,,16134.0,,,,-7851074.0,,,76654,,,,56557.0,,,48.0,20432035.0,1467418.0,,,,1144997.0,362144.0,1313558,548271,304855.0,,383040.0,,10700.0,,905092.0,,,,-5002225.0,,706447,,98414.0,,,,,26828880.0,,,,,,60952.0,,,,,,11245380.0,2.07,,,,,,,,6404307.0,29500593.0,,,,200000.0,,,,,,,77161000.0,0
22,580984,,,,1674779,,,,156814709,,,,,,,,,,,2020107.0,,,,1263312.0,11553494.0,13305888,,36437370.0,,,,10550000.0,,,85815074,85815074,85815,-155617419.0,-3420498.0,-140525103.0,,,,,,,,,,,,,,,,,,,1190536.0,,141371961.0,,,0,,-0.02,,,,,,,,,-1646894.0,-104081596.0,,,,,,,,,,,,,,,,,,307728.0,2047620.0,7786.0,,,,,,23497244,7213643.0,1864631.0,,53360338.0,113488,,,,,-100209594.0,,,,,106216260.0,-1723054.0,,,76654,,,,,,4507138.0,,,,,,0.0,,,1313558,548271,,100674947.0,,,,20548664.0,,,32925.0,,,,706447,,,,,,,164354.0,,,,,,,,,,,,11245380.0,2.07,,,,,,,,,4366995.0,,,,200000.0,,,,,,,,0
23,306042,,,,840315,,,,157544806,-24643.0,,,,,,,,,,,,,36914.0,1850873.0,32846112.0,8042848,,,,,,,0.001,750000000.0,86119774,86119774,86120,,,-119232483.0,,,,,,,,,,,,,,,,,,,,121811.0,155617419.0,979709.0,,14525,,-0.06,,-10574.0,0.0,79129.0,0.0,-132000.0,2656511.0,,-16227145.0,-7834940.0,-28732.0,950977.0,,,,,,,,265988.0,,,,,,,25292.0,301612.0,12562.0,4092.0,,,,,,22424194,11918615.0,4130566.0,,6365807.0,104408,241500.0,,-353596.0,-15329142.0,-7774914.0,,28696.0,,,7851074.0,-16441613.0,,,80824,,,,,,,0.0,0.0,353596.0,0.001,10000000.0,0.0,,,1146439,490937,,,,,0.0,,0.0,,,,,,786044,,0.0,,,,,27017079.0,,,,,,116343.0,,,,,,11245380.0,2.07,,,,,,,,,582936.0,1784857.0,,170000.0,200000.0,,,61359.0,,,,,0
24,429879,,,,582326,,,,158123303,,,,,,,,,,,,,,,2100090.0,7213643.0,4533863,,,,,,,0.001,750000000.0,86268806,86268806,86269,-11051792.0,-75024.0,-29347337.0,,,,,,,,,,,,,,,,,,,46902.0,,163562491.0,0.0,,13220,,-0.07,,,,0.0,,0.0,,,-3279527.0,,0.0,0.0,,,,,,,,265988.0,,,,,,,,,2058094.0,,,,,,,22842332,16948765.0,5670461.0,,,28611,241500.0,,-353596.0,-15329142.0,,,,,,,-3493995.0,,,55676,,,,,,4507138.0,,,353596.0,0.001,10000000.0,,,,798378,480361,,96884.0,,,,0.0,,,,,,,791961,,,,,,,,,,,,,116343.0,,,,,,,,,,,,,,,,-6661967.0,,,,,,,63959.0,,,,77161000.0,0
25,544804,,49899.0,,1435714,,,,169258241,1139035.0,,,,,,,,,,2043107.0,,,1091439.0,2100090.0,10432467.0,16068134,,,-27628035.0,,,,0.001,750000000.0,95895306,95895306,95895,,,,,,,,,,,,,,,,,,,,,,,62687.0,163562491.0,,,8305,,-0.02,,-2604.0,,,,,1244154.0,,-8452231.0,-1706920.0,,,,,,,,,,,,,-56806.0,,-1340.0,141434.0,,,39170.0,,0.0,,,,,23839696,16948765.0,5670461.0,,237787.0,180672,,479924.0,,,-1646894.0,,12562.0,,,1723054.0,-8590539.0,,,88673,,,,,,,,,,0.001,10000000.0,0.0,,,1213272,434173,,,383040.0,,,,,,30000.0,,-6548901.0,,804328,,,,,,,26911960.0,,,,,,1925.0,,,,,,8482180.0,1.73,,,,,,,,82177.0,-6661967.0,,,,,,,93959.0,,,,77176000.0,0
26,741163,,,,2745986,,,,169498862,1112940.0,,,,,,,,,,2043107.0,,,72013.0,2320570.0,11918615.0,15585069,,47369035.0,,,,,,750000000.0,95895306,95895306,95895,-163562491.0,-3484267.0,,,,,,,,,,,,,,,,,,,,1235955.0,977451.0,163562491.0,,,10782,,-0.38,,,,,,,,,-1632633.0,-128541660.0,,,,,,,,,,-622386.0,,,,,,,,,10474.0,,,,,,,24894271,16948765.0,5631601.0,,76512347.0,108654,70947.0,,-11999412.0,-3683326.0,-124543912.0,,,,,130688886.0,-1770941.0,,,67710,,,,,,,,,11999412.0,,,0.0,,,1435669,397561,,,,,,,,,,,,,768363,,98414.0,,,,,247434.0,,,,,,,,,,,,8261648.0,1.73,,,,,,,,164354.0,-6661967.0,,,,,,,96884.0,,,,77166000.0,0
27,741163,,,,2745986,,,,169498862,,,,,,,,,,,2043107.0,,,,,16948765.0,15585069,,44852760.0,,,,,0.001,,95895306,95895306,95895,-26271275.0,-250380.0,,,,,,,,,,,,,,,,,,,,200920.0,184026.0,168471768.0,,,10782,,,,-98002.0,-74617.0,,79129.0,,54330361.0,,-104462114.0,,,,,,0.0,,,,,1336331.0,,,,,,,,,2061331.0,,,,,,,24894271,16948765.0,,,,108654,70947.0,,-2496219.0,-85152728.0,,,2157700.0,,,,-109793666.0,,,67710,,,,,,0.0,48.0,20432035.0,1474492.0,0.001,10000000.0,,,,1435669,397561,,,,,10700.0,,905092.0,,,,,,768363,,0.0,,,,0.0,,,,,,,,,,,,,8169148.0,1.74,,,,,,,,247434.0,-6661967.0,,,44500.0,,,,,,,,,0
28,1378714,,,,2034424,,,,170460862,36208.0,,,,,,,,,,,,,1111039.0,,16948765.0,11727482,,,,,,,0.001,,95912806,95912806,95913,,,-14874429.0,,,,,,,,,,,,,,,,,,,,,172926627.0,979709.0,,14702,,,,-15507.0,0.0,79129.0,0.0,-132000.0,3838144.0,,-21834440.0,-105839975.0,-28732.0,950977.0,,,,,,,,,,,,,,,2068399.0,,,,,,,,,24330795,,,,53810662.0,117986,298947.0,,,,-101842227.0,,39170.0,,,107987201.0,-22186463.0,,,89553,,,,,,,0.0,0.0,,0.001,10000000.0,,,,1144997,362144,,,,,0.0,20548664.0,0.0,,,,,,815471,,98414.0,,,,,28218039.0,,,,,,,,,,,,7311680.0,1.62,,,,,,,,1448394.0,,12113187.0,,,,,,,,,,,0
