,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableCurrent,AccountsPayableInterestBearingInterestRate,AccountsPayableRelatedPartiesCurrent,AccretionExpense,AccruedIncomeTaxesCurrent,AccruedLiabilitiesCurrent,AccruedReclamationCostsCurrent,AccruedSalariesCurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AdditionalPaidInCapital,AdditionalPaidInCapitalCommonStock,AdjustmentsToAdditionalPaidInCapitalOther,AllocatedShareBasedCompensationExpense,AmortizationOfDebtDiscountPremium,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,AreaOfRealEstateProperty,AssetImpairmentCharges,AssetRetirementObligation,AssetRetirementObligationAccretionExpense,AssetRetirementObligationCurrent,AssetRetirementObligationRevisionOfEstimate,AssetRetirementObligationsNoncurrent,Assets,AssetsCurrent,BenefitsLossesAndExpenses,BusinessAcquisitionEquityInterestsIssuedOrIssuableNumberOfSharesIssued,BusinessAcquisitionsProFormaNetIncomeLoss,BusinessCombinationAcquisitionRelatedCosts,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashEquivalentsAtCarryingValue,CommonStockParOrStatedValuePerShare,CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockSharesSubscribedButUnissued,CommonStockSharesSubscriptions,CommonStockValue,ConvertibleDebt,ConvertibleDebtCurrent,ConvertibleDebtNoncurrent,ConvertibleNotesPayable,CostOfRevenue,CostOfServices,CostOfServicesMaintenanceCosts,CostsAndExpensesRelatedParty,CurrentStateAndLocalTaxExpenseBenefit,CustomerRefundableFees,DebtConversionConvertedInstrumentAmount1,DebtConversionConvertedInstrumentSharesIssued1,DebtConversionConvertedInstrumentWarrantsOrOptionsIssued1,DebtCurrent,DebtInstrumentCarryingAmount,DebtInstrumentConvertibleBeneficialConversionFeature,DebtInstrumentConvertibleCarryingAmountOfTheEquityComponent,DebtInstrumentConvertibleConversionPrice1,DebtInstrumentDecreaseForgiveness,DebtInstrumentInterestRateDuringPeriod,DebtInstrumentInterestRateStatedPercentage,DebtInstrumentPeriodicPayment,DebtInstrumentUnamortizedDiscount,DeferredCompensationLiabilityCurrent,DeferredFinanceCostsOwnshareLendingArrangementIssuanceCostsNet,DeferredIncomeTaxExpenseBenefit,DeferredTaxAssetsGross,DeferredTaxAssetsLiabilitiesNet,DeferredTaxAssetsLiabilitiesNetCurrent,DeferredTaxAssetsNet,DeferredTaxAssetsNetCurrent,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsOperatingLossCarryforwardsDomestic,DeferredTaxAssetsTaxCreditCarryforwards,DeferredTaxAssetsValuationAllowance,DeferredTaxLiabilities,DeferredTaxLiabilitiesNoncurrent,Deposits,DepositsAssetsCurrent,Depreciation,DepreciationDepletionAndAmortization,DerivativeLiabilitiesCurrent,DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,DueFromAffiliates,DueFromOfficersOrStockholdersNoncurrent,DueFromRelatedPartiesCurrent,DueFromRelatedPartiesNoncurrent,DueToAffiliateCurrent,DueToOfficersOrStockholdersCurrent,DueToOfficersOrStockholdersNoncurrent,DueToOtherRelatedPartiesClassifiedCurrent,DueToRelatedPartiesCurrent,DueToRelatedPartiesNoncurrent,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate,EquipmentExpense,EquityIssuancePerShareAmount,EscrowDeposit,ExcessStockSharesAuthorized,ExplorationAndProductionCosts,ExtinguishmentOfDebtAmount,FairValueAssumptionsExpectedDividendRate,FairValueAssumptionsExpectedVolatilityRate,FairValueAssumptionsRiskFreeInterestRate,FairValueInputsCapRate,FairValueInputsDiscountRate,FairValueLiabilitiesMeasuredOnRecurringBasisObligations,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetValue,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationGainLossIncludedInEarnings,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationSales,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisWithUnobservableInputs,GainLossOnDispositionOfAssets1,GainLossOnSaleOfOtherAssets,GainLossOnSaleOfProperties,GainLossOnSalesOfAssetsAndAssetImpairmentCharges,GainsLossesOnExtinguishmentOfDebt,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfLongLivedAssetsToBeDisposedOf,IncomeLossFromContinuingOperations,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeTaxExaminationInterestAccrued,IncomeTaxExpenseBenefit,IncomeTaxExpenseBenefitContinuingOperationsGovernmentGrants,IncomeTaxesPaidNet,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationEquityInEarningsLossesOfUnconsolidatedSubsidiary,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncomeTaxReconciliationNondeductibleExpense,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsPayableRelatedParties,IncreaseDecreaseInAccruedInterestReceivableNet,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInAccruedSalaries,IncreaseDecreaseInDeferredLiabilities,IncreaseDecreaseInDeposits,IncreaseDecreaseInDueFromRelatedParties,IncreaseDecreaseInDueToOfficersAndStockholdersCurrent,IncreaseDecreaseInDueToRelatedParties,IncreaseDecreaseInInterestPayableNet,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,IncreaseDecreaseInPrepaidExpense,IncreaseDecreaseInRestrictedCash,InterestExpense,InterestExpenseDebt,InterestExpenseOther,InterestExpenseRelatedParty,InterestIncomeExpenseNet,InterestIncomeOther,InterestPaid,InterestPayableCurrent,InterestPayableCurrentAndNoncurrent,InventoryRawMaterialsAndSupplies,InventoryWriteDown,Investments,Land,LeaseAndRentalExpense,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesNoncurrent,LoansPayable,LoansPayableCurrent,LongTermDebt,LongTermDebtAndCapitalLeaseObligations,LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalInYearTwo,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,LossContingencyDamagesAwardedValue,LossContingencyDamagesSoughtValue,MineralRights,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NoncashOrPartNoncashAcquisitionInvestmentsAcquired1,NonoperatingIncomeExpense,NotesPayableCurrent,NotesPayableRelatedPartiesClassifiedCurrent,OfficersCompensation,OperatingExpenses,OperatingIncomeLoss,OperatingLeasesFutureMinimumPaymentsDue,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OperatingLossCarryforwards,OtherNotesPayableCurrent,PartnersCapitalAccountUnitsSaleOfUnits,PaymentsForLeasingCosts,PaymentsForPreviousAcquisition,PaymentsForRepurchaseOfCommonStock,PaymentsToAcquireBuildings,PaymentsToAcquireBusinessesNetOfCashAcquired,PaymentsToAcquireLandHeldForUse,PaymentsToAcquireMachineryAndEquipment,PaymentsToAcquireMineralRights,PaymentsToAcquireProductiveAssets,PaymentsToAcquirePropertyPlantAndEquipment,PaymentsToFundLongtermLoansToRelatedParties,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpenseAndOtherAssetsCurrent,PrepaidExpenseCurrent,ProceedsFromContributedCapital,ProceedsFromConvertibleDebt,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfDebt,ProceedsFromIssuanceOfWarrants,ProceedsFromIssuanceOrSaleOfEquity,ProceedsFromLoanOriginations1,ProceedsFromLoans,ProceedsFromNotesPayable,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfNotesPayable,ProceedsFromRepaymentsOfRelatedPartyDebt,ProceedsFromRepurchaseOfEquity,ProceedsFromSaleOfFurnitureAndFixtures,ProceedsFromSaleOfMachineryAndEquipment,ProceedsFromSaleOfOtherInvestments,ProceedsFromSaleOfProductiveAssets,ProceedsFromSaleOfPropertyPlantAndEquipment,ProceedsFromStockPlans,ProfessionalAndContractServicesExpense,ProfessionalFees,ProfitLoss,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,PurchaseObligation,RelatedPartyTransactionRate,RelatedPartyTransactionSellingGeneralAndAdministrativeExpensesFromTransactionsWithRelatedParty,RepaymentsOfDebt,RepaymentsOfNotesPayable,RepaymentsOfRelatedPartyDebt,RestrictedCashAndCashEquivalents,RestrictedCashAndCashEquivalentsAtCarryingValue,RestrictedCashAndInvestmentsNoncurrent,RestrictedInvestments,RetainedEarningsAccumulatedDeficit,Revenues,RoyaltyExpense,SalariesAndWages,SaleLeasebackTransactionMonthlyRentalPayments,SaleOfStockNumberOfSharesIssuedInTransaction,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,SharesIssuedPricePerShare,SharesOutstanding,StockholdersEquity,StockIssued1,StockIssuedDuringPeriodSharesAcquisitions,StockIssuedDuringPeriodSharesConversionOfConvertibleSecurities,StockIssuedDuringPeriodSharesIssuedForCash,StockIssuedDuringPeriodSharesIssuedForServices,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodSharesRestrictedStockAwardGross,StockIssuedDuringPeriodSharesShareBasedCompensation,StockIssuedDuringPeriodSharesStockOptionsExercised,StockIssuedDuringPeriodValueAcquisitions,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueConversionOfConvertibleSecuritiesNetOfAdjustments,StockIssuedDuringPeriodValueIssuedForCash,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueShareBasedCompensation,StockOptionPlanExpense,StockRepurchasedDuringPeriodShares,TaxesPayableCurrent,UnrealizedGainLossOnInvestments,UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued,UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestExpense,ValuationAllowanceAmount,VariableInterestEntityOwnershipPercentage289,VariableInterestEntityOwnershipPercentage290,WarrantsAndRightsOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic,WeightedAverageNumberOfSharesOutstandingBasicAndDiluted,y
0,778,6051.0,0.12,22273.0,206000.0,345.0,7000.0,19126000.0,180000.0,8001.0,3150.0,-53168.0,104000.0,0.0,24823.0,12475000.0,430.0,2000.0,17906000.0,206000.0,17906000.0,206000.0,17906000.0,152.0,6991.0,2591359.0,25000000.0,-9324000.0,210000.0,79.0,0.0,273.0,152.0,0.001,-25000.0,50000000.0,58800000.0,8400000.0,550000.0,450000.0,8400.0,500000.0,185000.0,74685.0,1500000.0,66227.0,66227.0,332000.0,0.0,100.0,12875.0,196166.0,392332.0,450138.0,564000.0,493000.0,950138.0,3000000.0,0.5,50000.0,0.12,0.12,10500.0,-472223.0,12431000.0,-7000.0,-182309.0,182309.0,182309.0,63000.0,0.0,-9704.0,119309.0,9704.0,29500.0,-182309.0,20600.0,20600.0,-12876.0,77800.0,1047.0,13000.0,916117.0,-24196.0,105000.0,69130.0,128951.0,263074.0,40000.0,1500.0,139758.0,1200.0,185000.0,7725.0,-0.09,0.0,0.35,0.35,500.0,1.1,500000.0,50000000.0,3133.0,60000.0,0.0,1.255,0.0036,0.036,0.046,12431000.0,24000.0,416117.0,500000.0,916117.0,960.0,960.0,-23943.0,-23943.0,60000.0,27.0,23767.0,0.0,-2392.0,-54258.0,-741575.0,4697.0,0.0,-182309.0,0.0,182309.0,-41032.0,0.0,3554.0,6051.0,778.0,22273.0,138.0,-3000.0,50000.0,973700.0,-12875.0,201435.0,3800.0,86850.0,2890.0,-12876.0,60400.0,-301000.0,1356.0,5996.0,22088.0,-138.0,-22088.0,95.0,0.0,138.0,3342.0,500000.0,1599.0,750000.0,21000.0,6250.0,12798.0,152.0,85778,29837000.0,45342.0,45342.0,1500000.0,1000000.0,1000000.0,1500000.0,23494700.0,5873675.0,25869.0,3800.0,-33401.0,-3527.0,-472546.0,-18299.0,550000.0,-306743.0,1380000.0,78559.0,50000.0,527.0,-1015.0,75000.0,68750.0,6250.0,29500.0,90000.0,55.0,5300.0,927000.0,-25000.0,42880.0,1000000.0,21120.0,65980.0,25869.0,1426261.0,33401.0,128951.0,0.001,50000000.0,0.0,0.0,5.0,16000.0,60400.0,100.0,500000.0,3500.0,20000.0,21000.0,0.0,42000.0,3000.0,-42000.0,3500.0,42000.0,185000.0,450000.0,2627.0,76886.0,750000.0,44000.0,44000.0,550000.0,455000.0,500.0,-18299.0,48368.0,32354,500000.0,0.12,27500.0,12500.0,119000.0,67150.0,500000.0,301000.0,24000.0,1664000.0,-24900.0,0.0,0.0,478500.0,6250.0,100000.0,8050.0,0.8883,0.009,100000.0,0.5,0.0,250000.0,0.85,0.0,0.85,0.5,40000.0,0.001,8400000.0,-6749.0,209000.0,25000000.0,4100867.0,5360000.0,56350000.0,2450000.0,392332.0,8050000.0,0.0,487500.0,255015.0,1113434.0,750000.0,8050.0,3500.0,8050.0,85000.0,3860000.0,0.0,-725000.0,0.0,0.0,-345.0,100.0,1.0,0.0,58800000.0,33824017.0,8400000.0,0
1,330298,,,38000.0,412000.0,345.0,7000.0,19126000.0,180000.0,,3150.0,1853284.0,103500.0,85000.0,27777.0,,430.0,,179061790000.0,412000.0,17906000.0,412000.0,17906000.0,152.0,96.0,2591359.0,25000000.0,-10499000.0,,1789.0,1251.0,-1092.0,137.0,0.001,110000.0,50000000.0,8400000.0,8400000.0,78857.0,550000.0,8400.0,,135000.0,27777.0,0.0,66227.0,,541000.0,,100.0,5100.0,186166.0,,,,,,,,50000.0,0.12,0.12,10500.0,812412.0,12431000.0,,,,994300.0,,0.0,-10049.0,,10049.0,,,,-20600.0,-12875.0,90676.0,1571.0,2000.0,,-24196.0,105000.0,263074.0,202145.0,1262836.0,,1500.0,292890.0,1200.0,185000.0,178858.0,-0.02,,0.39,0.39,,,,50000000.0,32650.0,,,,,0.036,0.056,12431000.0,1688000.0,,,24000.0,-24000.0,,,,,5.0,23767.0,0.0,-1865.0,-42879.0,-1105889.0,6108.0,,,0.0,,41032.0,-226895.0,,,1184.0,,4612.0,-2500.0,,877000.0,,362344.0,3800.0,11284.0,36267.0,,17815.0,,,3286.0,,2974.0,,,0.0,1270.0,6598.0,500000.0,,,1876000.0,500.0,12798.0,152.0,790633,29837000.0,45342.0,,,,,,23500000.0,5873675.0,25869.0,3800.0,-25869.0,-4892.0,-270961.0,-527.0,14748000.0,-1484000.0,1380000.0,254000.0,,5.0,-507.0,,,,520882.0,13000.0,55.0,5300.0,,,,1000000.0,,,,1491320.0,48369.0,,0.001,50000000.0,0.0,0.0,3000.0,333000.0,,,,3500.0,70000.0,1180000.0,3500.0,,9898.0,-42000.0,4100.0,42000.0,185000.0,750000.0,,,750000.0,,44000.0,,455000.0,0.0,-527.0,,40367,500000.0,0.12,27500.0,12500.0,439000.0,70272.0,1688000.0,,1688000.0,,-53168.0,,0.0,,6250.0,,0.0,0.8883,0.0069,,,0.0,,0.85,0.0,0.5,,,0.001,8400000.0,-6749.0,110000.0,,,5360000.0,230426.0,350000.0,,8050000.0,0.0,,,,750000.0,8050.0,3500.0,8050.0,85288.0,25000000.0,0.0,-519000.0,0.0,0.0,-345.0,,0.8,,58800000.0,40903862.0,8400000.0,0
2,330298,,,38125.0,206000.0,,7000.0,19126000.0,180000.0,6332.0,3150.0,4366960.0,,85288.0,,,430.0,,17906000.0,,17906000.0,,17906000.0,152.0,,,25000000.0,,,45990.0,1251.0,-1099.0,17.0,,55000.0,,8400000.0,,78857.0,27000.0,8400.0,,,178858.0,,66227.0,,985000.0,13050.0,241.0,5100.0,86000.0,3350867.0,,,,,,0.65,,,,,,12431000.0,,,,964700.0,,,,,,,182309.0,,,77800.0,5100.0,,3000.0,,-24196.0,105000.0,1262836.0,374938.0,1262836.0,,4298.0,263074.0,,85000.0,178858.0,-0.02,0.0,,,500.0,0.65,,,,,,,,0.036,0.056,12431000.0,1688000.0,,,32025000.0,-23943.0,,,,-60000.0,1392.0,23767.0,,-5897.0,,-364314.0,,0.0,,,,,,,,,6000.0,4474.0,500.0,125000.0,5288000.0,-77800.0,,4298.0,131625.0,81767.0,-60400.0,-2800.0,,2890.0,28574.0,1356.0,,-7351.0,2000.0,,4697.0,6598.0,500000.0,,750000.0,1876000.0,500.0,12798.0,152.0,790633,29837000.0,45342.0,,,,,,23500000.0,,25869.0,4298.0,,-5397.0,,-5.0,,-1483595.0,1380000.0,253572.0,,2392.0,-1628.0,,,,2474000.0,,,5300.0,,,,1000000.0,,,25869.0,1427320.0,14968.0,,0.001,50000000.0,0.0,0.0,3000.0,333000.0,17815.0,21000.0,,3500.0,185000.0,2676000.0,0.0,,,,7587.0,42000.0,185000.0,,,,,,-2000.0,25000.0,455000.0,1000.0,-5.0,101948.0,40367,500000.0,,38283.0,12500.0,567000.0,,,,1688000.0,,-53168.0,89994.0,0.0,,6250.0,,8050.0,,,150000.0,0.5,0.0,250000.0,,0.0,,1.1,,0.001,8400000.0,-12646.0,,,,5360000.0,392332.0,350000.0,,,0.0,,,,750000.0,312000.0,750000.0,,128000.0,25000000.0,,206000.0,,,,,,,58800000.0,40695575.0,,0
3,330298,,,38125.0,,,4500.0,,180000.0,,3150.0,5141299.0,,85000.0,,,,,17906000.0,,17906000.0,,17906000.0,137.0,60400.0,,,,,991688.0,1251.0,-8.0,15.0,0.001,,50000000.0,,8400000.0,78857.0,27000.0,8400.0,,,178858.0,,,,444000.0,0.0,141.0,5100.0,,,,,,299000.0,,,,,,,,,,-906600.0,994300.0,,,,,994300.0,,,973700.0,,14000.0,1319038.0,5100.0,3140.0,1000.0,,-25211.0,,,,1262836.0,,4298.0,401804.0,,9898.0,668051.0,-0.03,,0.39,0.39,,,,,12380.0,,,,,,,13361000.0,1688000.0,,,32025000.0,,,,,-60000.0,1365.0,,,-508.0,-200036.0,-1539363.0,,,-906600.0,0.0,906600.0,,,255100.0,,51869.0,6475.0,,-2500.0,,-414200.0,-90676.0,,9298.0,,127767.0,,,,,10960.0,,7647.0,-328969.0,2000.0,0.0,4556.0,6598.0,500000.0,,750000.0,1876000.0,500.0,13798.0,137.0,790633,30767000.0,,,,,,,23494700.0,,25869.0,3000.0,-25869.0,-3008.0,,-2392.0,,-9000.0,1432000.0,253572.0,75000.0,1865.0,-613.0,,,,2476690.0,,,,,,,,,,,1401320.0,,69130.0,0.001,,0.0,0.0,3000.0,333000.0,2800.0,103500.0,,3500.0,185000.0,,3500.0,,,,10186.0,,185000.0,,,,,,,55000.0,,500.0,-2392.0,,40367,,0.12,,13000.0,,,,,1688000.0,,-53168.0,0.0,0.0,,6250.0,,8050.0,,,,,,,,250000.0,0.5,1.1,,0.001,8400000.0,-12646.0,,10628857.0,,,,310000.0,,,,3078000.0,1675000.0,,,,,,127932.0,25000000.0,,,,,,,0.8,,,40903862.0,,0
4,330298,,,38125.0,,,4500.0,,,,3150.0,,,127932.0,,,,,17906000.0,,17906000.0,,17906000.0,124.0,,,,,,,1524.0,137.0,2.0,0.001,,350000000.0,8400000.0,25000000.0,,27000.0,8400.0,,,,,66227.0,,,,,,168500.0,,,,,298988.0,,0.5,,,,10500.0,,,,,,,,,,,,,-973700.0,,13600.0,1319038.0,5100.0,,260000.0,,-25824.0,,,,1262836.0,,5798.0,48723.0,,9898.0,831036.0,-0.01,0.0,0.39,0.39,,,,,,,,,,,,13361000.0,1688000.0,,,32025000.0,,,,,60000.0,1397.0,23767.0,,-25824.0,,-433474.0,,,,,,,-1161700.0,,,,17000.0,,4500.0,180000.0,,,,3500.0,,145000.0,,,,1534.0,11060.0,,,,5000.0,,6108.0,6598.0,500000.0,,750000.0,1876000.0,500.0,14398.0,124.0,790633,30767000.0,45342.0,,,,,,23494700.0,,,12798.0,,-12661.0,,-1865.0,,-18000.0,3749000.0,253572.0,,5897.0,-54120.0,,,,1469000.0,,,,,,,,,,25869.0,,,,0.001,50000000.0,0.0,0.0,3000.0,396000.0,31620.0,,,450000.0,200000.0,,,,,,,,-49993.0,,,,,,,,,4500.0,-5897.0,,40367,,,10783.0,,,0.0,,,1688000.0,,,,0.0,,5300.0,,8050.0,,,200000.0,0.5,,250000.0,,,,1.1,,1.1,,-12646.0,,10628857.0,,,650000.0,310000.0,,,,,,,,-312000.0,,,170576.0,25000000.0,,,,,,,0.8,,25000000.0,40033166.0,,0
5,504960,,,19000.0,,,4400.0,,225000.0,650000.0,7377627.0,,,,126968.0,,,,,,,,,9.0,36799.0,,,,,,,17.0,,0.001,,350000000.0,,58800000.0,,,11550.0,,,,,,,,13050.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29546.0,,,,,,4100.0,,,185000.0,,,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,-508.0,,,,0.0,,,,,,,,,,7502.0,7100.0,-120000.0,,,,,,22000.0,,,,37079.0,,3350.0,,,,,,175433.0,,,,,,17498.0,9.0,796657,,48108.0,,,,,,,,,13398.0,-74238.0,-13381.0,,,,,,875000.0,,,-1015.0,,,,,,,,,,,,,,25869.0,,,,,,,,,,19763.0,,,,490000.0,,,,,,41561.0,,,,,,,,,,,,-28531.0,24827000.0,38173,,,,,,0.0,,,,,,,,,,,,,,,,,,,250000.0,0.5,,,,,-16981.0,,,,,,,,,,,,,,,,,,910000.0,,,,,,,,,,19006110.0,,0
6,452959,,,36000.0,,,,,270000.0,,7665661.0,,,,288182.0,,,,,,,,,35.0,49674.0,,,,,,144.0,-135.0,,0.001,,350000000.0,58800000.0,58800000.0,,,11550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,702529.0,,,,,,9898.0,,,,,-0.03,,,,,,,,151848.0,118850.0,,,,,,,,,,,,,,,,28.0,,,,-648271.0,,,,,,,,,,,,,2890.0,7600.0,45000.0,,5100.0,,,,,,,,164693.0,,195122.0,-22088.0,,,,,,,,,,,46362.0,35.0,696085,,48598.0,,,,,,,,,4100.0,,-4235.0,,,,,,875000.0,225000.0,1628.0,-199649.0,,,,,,,,,,,,,,25869.0,,54897.0,163425.0,0.001,50000000.0,,,,,16482.0,,500000.0,,,,,,,,3740.0,42000.0,,,,,,,,,,1600.0,,,39513,,,38283.0,,,78559.0,,,,,,,,,,,,,,,,,,,250000.0,,,,,,-16981.0,,,,,437500.0,,,,,,,,,,,,,,,,,,,,,,,,,0
7,396850,,,,,,,,267000.0,,14200944.0,,,,451167.0,,,,,,,,,66236.0,31689.0,,,,,,,-6964.0,,,,,31300000.0,31300000.0,,,31300.0,,,,,,,,325000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,702529.0,,,,,,2500.0,,,,,-0.12,-0.01,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,-1070206.0,,,,,,,,,,,,,-9770.0,4400.0,270000.0,,4950.0,,,,,,,,2627.0,,172896.0,31507.0,,,,,,,,,,,790633.0,66236.0,656622,,48598.0,,,,,,,,42249.0,30186.0,-78167.0,-37150.0,,-1628.0,,,,,45000.0,613.0,-507.0,,,,,,,,,,,,,,16380.0,,6528.0,228484.0,,50000000.0,,,,,15725.0,,500000.0,,,,,,,,41136.0,42000.0,,,,,,,,,,600.0,,,39549,,,10783.0,,,195000.0,,,,,384530.0,,,,,,,,,,,,,,,,,,,,-17489.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
8,420470,,,,,,,,4000.0,,18476000.0,,,,1120000.0,,,,,,,,,66236.0,62000.0,,,,,,,-8.0,,,,,31300000.0,31300000.0,,,31300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,12786.0,,,,,,,,,49993.0,,,,,-0.1,-0.01,,,,,,,268380.0,,,,,,,,,,,,,,,,,1781.0,,,,-367677.0,,,,,,,,,,,413252.0,,-5158.0,4400.0,,,5000.0,,,,,,,,1361.0,,164693.0,,,,,,,,,,,,790633.0,66236.0,540608,,,,,,,,,,,17098.0,,-8.0,,-613.0,,,,,46793.0,28531.0,-392038.0,,,,,,,,,,,,,,,,,228484.0,,,,,,,15725.0,,,20500.0,,,,,,,49993.0,-5637.0,,,,,,,,,,13700.0,,,95616,,,,,,,,,,,4366960.0,,,,,,,,,,,,,,,,,,,,-46327.0,,,,,,,,,,,,,,1398973.0,,,,,,,,,,,,,58800000.0,,,0
9,420470,,,,,,,,4000.0,,18476000.0,,,,1120131.0,,,,,,,,,,61865.0,,,,,,6991.0,2.0,,,,,31300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49993.0,,,185000.0,,-0.21,,,,,,,,115277.0,,,,,,,,,,,,,,,,,7604.0,,,,-1462265.0,,,,,,,,,,,413377.0,,,-2700.0,90000.0,,4950.0,,,,,,-16000.0,,497499.0,,4085.0,9281.0,,,,,,,,,,,,,540608,,47637.0,,,,,,,,,122185.0,-3929.0,-17096.0,,,,,,,270000.0,77887.0,,,,,,,,,,,,,,,,,114349.0,,,,,,,,8954.0,,500000.0,1179500.0,,,,,,,,-42000.0,,,,,,,,,,4200.0,,,95616,,,38283.0,,,,,,,,-3681235.0,,,,,,,,,,,,,,,,,,,,-724397.0,,,,,,,,,,,,,,911474.0,,,,,,,,,,,,,,,,0
