,AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,AccretionAmortizationOfDiscountsAndPremiumsInvestments,AccruedInvestmentIncomeReceivable,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,AdditionsToContractHoldersFunds,AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,AllowanceForLoanAndLeaseLossesRealEstate,AmortizationOfValueOfBusinessAcquiredVOBA,Assets,AssetsHeldInTrust,AssumedPremiumsEarned,AssumedPremiumsWritten,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAmortizedCostBasis,AvailableForSaleEquitySecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleSecurities,AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleSecuritiesAmortizedCost,AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAccumulatedLoss,AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss,AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost,AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsAmortizedCost,AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue,AvailableForSaleSecuritiesDebtMaturitiesRemainderOfFiscalYearAmortizedCostBasis,AvailableForSaleSecuritiesDebtMaturitiesRemainderOfFiscalYearFairValue,AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,AvailableForSaleSecuritiesDebtMaturitiesWithoutSingleMaturityDateAmortizedCost,AvailableForSaleSecuritiesDebtMaturitiesWithoutSingleMaturityDateFairValue,AvailableForSaleSecuritiesDebtSecurities,AvailableforsaleSecuritiesInUnrealizedLossPositionsQualitativeDisclosureNumberOfPositions1,BenefitsLossesAndExpenses,BusinessCombinationBargainPurchaseGainRecognizedAmount,BusinessCombinationConsiderationTransferredEquityInterestsIssuedAndIssuable,CashAcquiredFromAcquisition,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CashFDICInsuredAmount,CashUninsuredAmount,CededPremiumsEarned,CededPremiumsWritten,ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,ClassOfWarrantOrRightOutstanding,CommonStockParOrStatedValuePerShare,CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ComprehensiveIncomeNetOfTax,CumulativeEffectOnRetainedEarningsNetOfTax1,DebtAndEquitySecuritiesGainLoss,DebtAndEquitySecuritiesRealizedGainLoss,DebtAndEquitySecuritiesUnrealizedGainLoss,DebtSecuritiesAvailableForSaleAccumulatedGrossUnrealizedGainLossBeforeTax,DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPositionLessThan12Months,DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss,DebtSecuritiesAvailableForSaleUnrealizedLossPosition,DebtSecuritiesAvailableForSaleUnrealizedLossPositionAccumulatedLoss,DebtSecuritiesAvailableForSaleUnrealizedLossPositionNumberOfPositions,DeferredIncomeTaxAssetsNet,DeferredIncomeTaxExpenseBenefit,DeferredIncomeTaxLiabilities,DeferredPolicyAcquisitionCostAmortizationExpense,DeferredPolicyAcquisitionCosts,DeferredPolicyAcquisitionCostsAdditions,DeferredPolicyAcquisitionCostsPeriodIncreaseDecrease,DeferredTaxAssetsGoodwillAndIntangibleAssets,DeferredTaxAssetsLiabilitiesNet,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsValuationAllowance,DeferredTaxLiabilitiesDeferredExpenseDeferredPolicyAcquisitionCost,DeferredTaxLiabilitiesPropertyPlantAndEquipment,DepreciationNonproduction,DerivativeCreditRiskValuationAdjustmentDerivativeLiabilities,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EmbeddedDerivativeFairValueOfEmbeddedDerivativeAsset,EmbeddedDerivativeFairValueOfEmbeddedDerivativeLiability,EmbeddedDerivativeGainLossOnEmbeddedDerivativeNet,EquitySecuritiesFvNi,EquitySecuritiesFvNiGainLoss,EquitySecuritiesFvNiUnrealizedGain,EquitySecuritiesFvNiUnrealizedGainLoss,FederalHomeLoanBankAdvancesLongTerm,FundsHeldUnderReinsuranceAgreementsAsset,GainLossOnSaleOfSecuritiesNet,Goodwill,GrossInvestmentIncomeOperating,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExaminationPenaltiesAndInterestExpense,IncomeTaxExpenseBenefit,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncomeTaxReconciliationOtherAdjustments,IncomeTaxReconciliationTaxExemptIncome,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccruedInvestmentIncomeReceivable,IncreaseDecreaseInDeferredIncomeTaxes,IncreaseDecreaseInFundsHeldUnderReinsuranceAgreements,IncreaseDecreaseInFuturePolicyBenefitReserves,IncreaseDecreaseInInsuranceAssets,IncreaseDecreaseInOtherOperatingAssets,IncreaseDecreaseInOtherOperatingLiabilities,IncreaseDecreaseInPrepaidExpense,IncreaseDecreaseInUnearnedPremiums,InterestCreditedToPolicyholdersAccountBalances,InvestmentIncomeInvestmentExpense,Investments,LaborAndRelatedExpense,LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths,Liabilities,LiabilitiesAndStockholdersEquity,LiabilityForFuturePolicyBenefits,LiabilityForFuturePolicyBenefitsPeriodExpense,LoansInsurancePolicy,MortgageLoansOnRealEstateCommercialAndConsumerNet,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NetInvestmentIncome,OperatingLeaseExpense,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OperatingLeasesFutureMinimumPaymentsRemainderOfFiscalYear,OperatingLeasesRentExpenseNet,OperatingLossCarryforwards,OtherAssets,OtherComprehensiveIncomeLossNetOfTax,OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesNetOfTax,OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,OtherCostAndExpenseOperating,OtherIncome,OtherLiabilities,OtherThanTemporaryImpairmentLossDebtSecuritiesAvailableForSale,OtherThanTemporaryImpairmentLossesInvestmentsAvailableforsaleSecurities,PaymentsToAcquireAvailableForSaleSecuritiesDebt,PaymentsToAcquireAvailableForSaleSecuritiesEquity,PaymentsToAcquireBusinessesGross,PaymentsToAcquireBusinessesNetOfCashAcquired,PaymentsToAcquireMortgageNotesReceivable,PaymentsToAcquirePropertyPlantAndEquipment,PaymentsToFundPolicyLoans,PolicyholderContractDeposits,PolicyholderDividendsPayable,PremiumsEarnedNet,PrepaidExpenseCurrentAndNoncurrent,ProceedsFromFederalHomeLoanBankBorrowings,ProceedsFromIssuanceOfCommonStock,ProceedsFromSaleAndCollectionOfMortgageNotesReceivable,ProceedsFromSaleMaturityAndCollectionsOfInvestments,ProceedsFromSaleOfAvailableForSaleSecuritiesDebt,ProceedsFromSaleOfAvailableForSaleSecuritiesEquity,ProceedsFromWarrantExercises,PropertyPlantAndEquipmentNet,RealEstateInvestments,ReinsuranceEffectOnClaimsAndBenefitsIncurredAmountAssumed,RetainedEarningsAccumulatedDeficit,Revenues,SalesCommissionsAndFees,SharePrice,StockholdersEquity,StockIssued1,StockIssuedDuringPeriodValueAcquisitions,StockIssuedDuringPeriodValueNewIssues,TransferOfInvestments,TransferToInvestments,UnearnedPremiums,UnrecognizedTaxBenefits,ValuationAllowanceDeferredTaxAssetChangeInAmount,ValuationAllowancesAndReservesBalance,ValueOfBusinessAcquiredVOBA,WarrantsAndRightsOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WithdrawalFromContractHoldersFunds,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,CurrentIncomeTaxExpenseBenefit,FederalIncomeTaxExpenseBenefitContinuingOperations,IncomeTaxReconciliationPriorYearIncomeTaxes,PaymentsToAcquireEquitySecuritiesFvNi,ProceedsFromSaleOfEquitySecuritiesFvNi,ReinsuranceRecoverablesAllowance,RelatedPartyTransactionAmountsOfTransaction,SharesIssuedPricePerShare,EarningsPerShareBasic,WeightedAverageNumberOfSharesOutstandingBasic,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInOtherComprehensiveIncomeLoss,RepaymentsOfBankDebt,IncomeTaxReconciliationStateAndLocalIncomeTaxes,OtherInvestments,PaymentsToAcquireOtherInvestments,ProceedsFromDividendsReceived,AllowanceForNotesAndLoansReceivableCurrent,NotesReceivableGross,ProvisionForLoanLossesExpensed,y
0,85888,-9420.0,78540,75629.0,-100477,17018285,213522.0,412041.0,0.0,3384.0,14802198,625000.0,2453957.0,326774.0,204871.0,2389278.0,8310158.0,320222.0,11735387.0,320222.0,420699.0,11835864.0,150511.0,420699.0,7481891.0,270188.0,5994751.0,1487140.0,1664103.0,1592766.0,1046934.0,1040747.0,2465627.0,2398366.0,50105.0,50127.0,99982.0,100248.0,3083389.0,3049113.0,8131119.0,70.0,2732393.0,1140996.0,3099165.0,1079627.0,575005.0,1286613.0,2077646.0,1865404.0,250000.0,0.0,53768.0,10851.0,6.0,2532400.0,0.0,0.1,827952.0,9000000.0,5177245.0,5177245.0,517725.0,-729142.0,0.0,-4499.0,192405.0,0.0,3894291.0,11578599.0,1118623.0,18056770.0,1270655.0,29635369.0,2389278.0,19.0,431158.0,-431158.0,453975.0,58328.0,52808.0,146539.0,-35934.0,194670.0,431158.0,453975.0,2649673.0,4179283.0,306614.0,25499.0,14284.0,0.0,-0.15,0.21,653294.0,637033.0,-637033.0,10987539.0,1100000.0,0.0,727203.0,1000000.0,21444,102.0,277542.0,884087.0,-456136.0,0.0,0.0,-431158.0,-95789.0,105597.0,9808.0,-6672.0,2598.0,431158.0,6652.0,530478.0,599.0,-40341.0,647.0,31006.0,18167.0,11936.0,23049.0,33643190.0,242135.0,8446.0,4311405,14802198,2576964,528255.0,33376.0,962690.0,3098557.0,2052099.0,-3071033.0,-702153.0,513179.0,-63333.0,-625150.0,116761.0,45785.0,27000.0,27000.0,27000.0,3940774.0,7504,-103992.0,-103992.0,102.0,-103890.0,460294.0,5148.0,4992,0.0,0.0,498652.0,408342.0,500000.0,-372391.0,962632.0,21586.0,6619.0,686316.0,176056.0,1985232.0,123162.0,1000000.0,1783835.0,0.0,226427.0,226427.0,104137.0,1864797.0,283582,1415743.0,2101752.0,-6146463,2107243.0,154016.0,7.0,7280068.0,3097380.0,3097380.0,14700.0,7990509000.0,7990509000.0,69573,0.0,-324616.0,0.0,605677.0,15876.0,4280183.0,26220.0,927000.0,473730.0,-140274.0,0.0,5606996.0,5555808.0,0.0,21019.0,7.0,0.04,7741879.0,-409083.0,0.0,0.0,0.0,0.0,0.0,137148.0,23790073.0,0.0,0
1,85888,-12160.0,78540,,-100477,17018285,670750.0,,0.0,,14802198,,,,2601377.0,113329.0,,639766.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,20.0,1306453.0,,,,575005.0,1372132.0,2077646.0,3067893.0,,0.0,,,6.0,2532400.0,0.0,0.1,,9000000.0,5177245.0,5177245.0,517725.0,-497571.0,0.0,727203.0,208502.0,1256769.0,3894291.0,3471423.0,84447.0,1083283.0,28882.0,4554706.0,113329.0,66.0,431158.0,,1110138.0,24049.0,,,,0.0,,1541296.0,2641247.0,2423438.0,227921.0,8699.0,21028.0,0.0,-0.06,0.21,653294.0,138529.0,,10987539.0,1100000.0,0.0,845817.0,1000000.0,21444,,277542.0,463009.0,168050.0,0.0,0.0,,35291.0,-24059.0,11925.0,-13669.0,10243.0,,12443.0,810785.0,,-5818.0,378928.0,118034.0,29220.0,20333.0,11903.0,33643190.0,111490.0,,4311405,14802198,2576964,263181.0,33975.0,2311931.0,3579755.0,4165307.0,-3309889.0,-3064253.0,409353.0,271078.0,-275086.0,65872.0,48146.0,,,,,7504,-285179.0,-222485.0,,-222383.0,165540.0,2995.0,4992,0.0,,1960485.0,1497703.0,,,,24524.0,11560.0,,176056.0,962398.0,,,1836025.0,5223.0,144842.0,314322.0,452940.0,3528835.0,283582,1415743.0,,-6146463,1031367.0,64874.0,7.0,7280068.0,,,,7990509.0,7990509.0,69573,,2098822.0,0.0,600601.0,,4356622.0,34278.0,,,-680542.0,107906.0,139813.0,52469.0,0.0,25813.0,7.0,-0.02,7742384.0,0.0,0.0,66793.0,1760777.0,0.0,0.0,,25422131.0,-13225.0,0
2,85888,-18596.0,78540,114362.0,-100477,17018285,910817.0,482385.0,0.0,,14802198,625000.0,3500758.0,384558.0,2601377.0,113329.0,9348107.0,709338.0,11735387.0,320222.0,420699.0,11835864.0,150511.0,420699.0,7481891.0,270188.0,5994751.0,1487140.0,1441509.0,1494889.0,953840.0,971715.0,3357434.0,3598651.0,49879.0,49925.0,0.0,0.0,3595324.0,3690008.0,9755263.0,24.0,4018483.0,,,1079627.0,575005.0,1891521.0,2077646.0,4601159.0,250000.0,,144023.0,10644.0,6.0,2532400.0,0.0,0.1,827952.0,9000000.0,5177245.0,5177245.0,517725.0,-1117579.0,0.0,831289.0,16097.0,,2969963.0,3471423.0,84447.0,1083283.0,28882.0,4554706.0,113329.0,62.0,431158.0,-140274.0,1439279.0,83791.0,86053.0,221410.0,,,243257.0,1870437.0,,,557062.0,,29790.0,,-0.19,,653294.0,0.0,637033.0,10987539.0,1100000.0,0.0,951575.0,1000000.0,21444,-849.0,277542.0,1337641.0,,,0.0,-324616.0,,,,46876.0,36251.0,140274.0,14148.0,1245220.0,,-5607.0,3674.0,85512.0,39041.0,31478.0,33884.0,33643190.0,400581.0,,4311405,14802198,2576964,793308.0,33975.0,3166136.0,495666.0,5791855.0,-1505023.0,-3815607.0,41272.0,-84727.0,-832400.0,191432.0,,,,27000.0,3940774.0,7504,-387559.0,-285179.0,-849.0,-286028.0,577745.0,12353.0,4992,0.0,0.0,3173315.0,1814947.0,,,2317154.0,63408.0,,1573988.0,176056.0,2983147.0,123162.0,1000000.0,54212.0,,418459.0,783123.0,,4935661.0,283582,1415743.0,3056547.0,-6146463,3186083.0,221657.0,,7280068.0,3097380.0,3097380.0,34202.0,0.0,0.0,69573,0.0,,,600601.0,15876.0,4350844.0,54623.0,,-95183.0,,,598398.0,422035.0,,,7.0,0.03,7743517.0,,0.0,,1760777.0,156009.0,,,,,0
3,39997,-5520.0,82717,,575169,18017275,441382.0,512858.0,0.0,8460.0,18390582,,,,2353766.0,24271.0,10318164.0,520516.0,14172650.0,709338.0,134169.0,13597481.0,106218.0,134169.0,2463938.0,27951.0,915551.0,1548387.0,1646576.0,1643823.0,1819437.0,1809470.0,3468619.0,3491663.0,,,408288.0,413641.0,3333617.0,3325187.0,10320074.0,,5804506.0,,,,1861618.0,1953071.0,5145539.0,698008.0,250000.0,0.0,,,,,,0.1,0.0,9000000.0,5551348.0,5551348.0,555135.0,-1724936.0,1098760.0,937590.0,226890.0,-497194.0,2969963.0,0.0,0.0,11204534.0,283345.0,11204534.0,246985.0,76.0,,,3073242.0,113294.0,86053.0,,,,,4634009.0,,1324409.0,1334524.0,21703.0,9734.0,0.0,-0.3,,,0.0,,9221574.0,,845817.0,1098760.0,,138142,-1524.0,,1837547.0,,,0.0,-774413.0,,,,-24110.0,-10909.0,1208417.0,-3484.0,390000.0,,-2003.0,12037.0,-32202.0,15740.0,14244.0,46946.0,35699797.0,683383.0,,6155957,18390582,3616529,1214695.0,33975.0,3166136.0,1396820.0,2248624.0,6185466.0,-418836.0,287046.0,123283.0,-1337377.0,291208.0,,,,,4606221.0,702,271579.0,-387559.0,-1524.0,-389083.0,901208.0,34101.0,1895,0.0,1.0,269208.0,395268.0,,,3171359.0,6000.0,,1573988.0,,4143344.0,72438.0,1000000.0,378256.0,,1236063.0,153393.0,92247.0,1881819.0,264178,,,-6912954,4467129.0,361943.0,,8415723.0,,,116865.0,,,95421,,,,600601.0,0.0,4431740.0,74577.0,,,,,1252485.0,675534.0,,,7.0,-0.01,7745404.0,,1000000.0,,,,,,,,0
4,69279,-7397.0,75443,149255.0,714073,17966154,949295.0,,0.0,,19239097,625000.0,7826619.0,2238386.0,2353766.0,24271.0,,,15649216.0,812763.0,98690.0,14935143.0,79562.0,98690.0,3032903.0,19128.0,1576058.0,1456845.0,,,,,,,,,509710.0,510596.0,,,,66.0,,,,,1947137.0,1069156.0,6678805.0,,250000.0,0.0,221027.0,10441.0,6.0,,,0.1,0.0,9000000.0,5554134.0,5554134.0,555414.0,,1098760.0,106301.0,430565.0,654614.0,2969963.0,0.0,0.0,11204534.0,283345.0,11204534.0,283345.0,76.0,,-53817.0,3073241.0,,,269266.0,,,3294522.0,,,,,,19404.0,,,0.21,450647.0,0.0,,9157193.0,,118614.0,1098760.0,1000000.0,73337,,,526232.0,-346187.0,,0.0,,-72700.0,0.0,19588.0,-45891.0,4177.0,,116698.0,1039565.0,,-6802.0,-3097.0,-50724.0,25848.0,32531.0,11524.0,37926317.0,,,7270708,19239097,4074028,,,3166136.0,,2630273.0,,-1758250.0,,197133.0,,,0.0,,,31712.0,4896346.0,12358,675646.0,,,,,,78426,,0.0,1512774.0,805227.0,,,,,,,166537.0,,26955.0,,,124086.0,,467504.0,,1834677.0,254509,1409461.0,7207979.0,-7267252,,,,9691324.0,,,,,,110870,0.0,,,,0.0,,153699.0,,,,,,,,,,0.04,7743273.0,,1000000.0,,,,,,,,0
5,66472,,100713,,239461,18017163,,,0.0,5076.0,19191989,,,,1872736.0,2241520.0,,469519.0,15463578.0,520492.0,281031.0,15224117.0,80676.0,281031.0,7648171.0,200355.0,6253723.0,1394448.0,,,,,,,49951.0,49929.0,442846.0,450461.0,3276332.0,3276167.0,,39.0,1799593.0,,,,2466526.0,,6678805.0,-1494295.0,250000.0,0.0,,,6.0,,,0.1,0.0,9000000.0,5565943.0,5565943.0,556595.0,-55138.0,,1042334.0,0.0,-126205.0,404819.0,0.0,0.0,11204534.0,283345.0,11204534.0,283345.0,76.0,431158.0,,2286129.0,37457.0,,,,,,5580651.0,,1834167.0,1177664.0,29945.0,,,-0.06,,408174.0,0.0,653294.0,9157193.0,,951575.0,1098760.0,2000000.0,31390,10838.0,277542.0,1288128.0,,,,509758.0,,,,,,53817.0,,,,-57526.0,,-96207.0,,,32117.0,37926317.0,188367.0,,7811006,19191989,4220215,359552.0,32645.0,,1920698.0,,-5007794.0,,593160.0,,-326717.0,91261.0,,,,,5050176.0,48448,,271579.0,10838.0,282417.0,267330.0,13405.0,4205,0.0,0.0,,,,,391388.0,11121.0,,2402115.0,167876.0,1357372.0,3474.0,1000000.0,340394.0,,245640.0,,190583.0,,244849,1417848.0,,-7432236,1472876.0,108215.0,,10490793.0,,,,,,121944,,,,595525.0,,5295510.0,,,,,,843310.0,309668.0,,,7.0,0.15,7745827.0,,,,,,,,,,0
6,66472,,100713,,239461,18017163,,,,10152.0,19191989,,,,4251926.0,171950.0,10866298.0,657628.0,15463578.0,520492.0,281031.0,15224117.0,80676.0,281031.0,7648171.0,200355.0,6253723.0,1394448.0,1894372.0,1914255.0,1220739.0,1221261.0,5164277.0,5340769.0,200568.0,200473.0,100631.0,99638.0,,,11088336.0,47.0,,,,,2466526.0,,6678805.0,-2358046.0,,,,,,1587555.0,,0.1,,9000000.0,5565943.0,5565943.0,556595.0,,,-1370761.0,,299373.0,,5543362.0,1692683.0,24881003.0,3968111.0,30424365.0,3795537.0,196.0,431158.0,,,,140050.0,,,,,,,,,,,0.0,-0.15,,544768.0,0.0,-202647.0,9157193.0,,1256769.0,-1151808.0,2000000.0,31390,,277542.0,761897.0,,,,,,,,,,,,,,-91353.0,,,,,20594.0,37926317.0,,,7811006,19191989,4220215,,42436.0,2696973.0,844533.0,3579755.0,-985846.0,-3309889.0,660855.0,409353.0,,,,,,,5050176.0,51922,,,,,,,4205,0.0,0.0,,,,,1013404.0,11121.0,,3398170.0,123038.0,,,0.0,203811.0,,,,670706.0,1836025.0,244849,1403137.0,,-7432236,,,,10490793.0,,,,,,121944,,,,585373.0,,,,,,,,937554.0,422909.0,,,7.0,-0.35,7746069.0,,,,,,,,,,0
7,66472,-22014.0,100713,74324.0,239461,18017163,1989833.0,147422.0,0.0,,19191989,625000.0,4906522.0,495327.0,3894291.0,1231.0,14911919.0,299081.0,15463578.0,520492.0,281031.0,15224117.0,80676.0,281031.0,7648171.0,200355.0,6253723.0,1394448.0,2490661.0,2517547.0,1932156.0,1933444.0,7635778.0,7825315.0,,,,,,,15153824.0,116.0,2447799.0,,,,,679219.0,,,,,800525.0,17672.0,,1587555.0,,,,20000000.0,5565943.0,5565943.0,556595.0,-35707.0,,,,299273.0,,8167403.0,2260334.0,36541092.0,3444132.0,44708495.0,5660794.0,218.0,243257.0,,,51642.0,153792.0,328488.0,,,,,,,,,38733.0,0.0,-0.08,,544768.0,,,,,,,2000000.0,31390,-74.0,277542.0,,,,0.0,,,,,-19416.0,22173.0,,9946.0,1643251.0,,40944.0,-787.0,4277.0,52371.0,80452.0,,,204817.0,,7811006,19191989,4220215,403352.0,56539.0,,,,-986466.0,,661475.0,,-439774.0,112450.0,,,,45785.0,5050176.0,51922,339938.0,404067.0,-74.0,403993.0,313343.0,22185.0,4205,0.0,0.0,3028015.0,1955888.0,,,,,,,123038.0,1873464.0,,0.0,,1644799.0,314111.0,1003308.0,,,244849,1403137.0,4269695.0,-7432236,2008025.0,118383.0,,,,,406840.0,,,121944,0.0,,,580297.0,,5538475.0,246103.0,,,,,1196212.0,422909.0,,,7.0,-0.2,7746755.0,,,,,,,,,,0
8,66472,,100713,,239461,18017163,,,0.0,5076.0,19191989,,,,3894291.0,1231.0,22439705.0,,,,,,,,,,,,1910307.0,1945454.0,612088.0,617562.0,15740739.0,16196403.0,,,,,,,22945700.0,128.0,,,,,2466526.0,,,1299685.0,,,,,,1587555.0,,,,20000000.0,5565943.0,5565943.0,556595.0,,,-1359105.0,,32918.0,,8167402.0,2260334.0,36541093.0,3444132.0,44708495.0,5704466.0,230.0,243257.0,,,,,,,,,,,,,,,,,,544768.0,,-245120.0,8793901.0,,,-497194.0,,31390,,,2413041.0,,,,,,,,,,,,,,,,,,,90872.0,40624649.0,,,7811006,19191989,4220215,,56539.0,3775432.0,2159601.0,495666.0,-2364346.0,-1505023.0,1420827.0,41272.0,,,,,,,,51922,,,,,,,4205,,,,,,,2254095.0,5334.0,,3398170.0,123038.0,,,0.0,719005.0,,,,,54212.0,244849,1403137.0,,-7432236,,,,10490793.0,,,,,,121944,0.0,,,580297.0,,,,,,,,1415492.0,1167810.0,,,7.0,-0.38,7746187.0,,,,,,,,,,0
9,69268,-8789.0,94458,,262498,18069599,579215.0,,,15228.0,20771856,625000.0,,,2187134.0,1231.0,22439705.0,,17155562.0,469519.0,207021.0,16893064.0,64818.0,207021.0,8142464.0,142203.0,6902047.0,1240417.0,1910307.0,1945454.0,612088.0,617562.0,15740739.0,16196403.0,,,,,,,22945700.0,140.0,,,,,,-968085.0,7227537.0,3876472.0,,,923527.0,,,,,0.1,,9000000.0,5583702.0,5583702.0,558371.0,,,11656.0,,103297.0,,,,,,,4936793.0,230.0,243257.0,,,,153792.0,,,,,,,,,,8584.0,0.0,,,262551.0,146532.0,-42473.0,7666651.0,,,-126205.0,,31597,,,1124913.0,,,0.0,,,,,2796.0,-6255.0,,207.0,389568.0,,18225.0,14352.0,,11247.0,16597.0,58755.0,43042276.0,,,9482372,20771856,4609783,1473287.0,56539.0,3653142.0,2829193.0,,-3578194.0,,2079021.0,,,,,,,,5250492.0,889468,259744.0,,,,,,813909,,0.0,1479152.0,180567.0,,,2591328.0,5334.0,,3398170.0,,,,,1014783.0,,,154696.0,,,236265,,,-7600984,,,,,,,,,,133191,,,,580297.0,,,137761.0,,,,,,,,,,-0.41,7746318.0,,,,,,,,,,0
