-9.995166512772057921e-01,5.672936107943190365e+00
-9.671402898577292628e-01,4.158154478768633311e+00
-9.498537204236934262e-01,2.325809987401538770e+00
-9.405821653424371043e-01,3.030850397642826710e+00
-9.252158146831427343e-01,2.335057151819596388e+00
-9.058267851969135087e-01,2.409383289332770239e+00
-8.657769461098201447e-01,2.144786876065742920e-01
-8.593339206052087453e-01,2.804078716354566070e-01
-8.192835767527706370e-01,2.765811167334948362e-01
-8.154658811308005406e-01,1.800506647635187751e-01
-8.154436226602798099e-01,-1.824722431310804027e-01
-8.025188895975357006e-01,-4.824847330494718700e-01
-7.842176343940217009e-01,-4.311019296445901539e-01
-7.799395030024165454e-01,-3.750487078229933213e-01
-7.427231085937269217e-01,-1.924677397231367992e-01
-7.346618686809446297e-01,-7.179789725537319978e-01
-7.310574429837586319e-01,-3.901455009341607827e-01
-7.216961087793072327e-01,-6.936832999691573409e-01
-7.124850218123490730e-01,-3.457527703127726282e-01
-6.930516956043112353e-01,-1.094283676470954703e+00
-6.896330316815781902e-01,3.528020673610072766e-01
-5.788969915742525618e-01,-4.602760822841434618e-01
-5.412513463541149816e-01,8.460699926406836102e-01
-5.294336572956406251e-01,1.235435464017739626e+00
-4.985191587666185642e-01,9.210956423988795327e-01
-4.908513530233273858e-01,1.044125032861371594e+00
-4.219182218807338014e-01,6.472455555317999654e-01
-4.183911401785877504e-01,2.164401466384518802e+00
-4.099672005668315022e-01,3.521365914829400978e+00
-3.963566881872402914e-01,3.047471048294840834e+00
-3.834682051941122327e-01,3.531338084240558839e+00
-3.805848724280054274e-01,3.453012957695021701e+00
-3.667714072898798916e-01,3.522286136263964806e+00
-3.371442637248553975e-01,1.502439686492487825e+00
-3.181194165076592917e-01,3.391640260607048152e+00
-3.008282354960377658e-01,4.737219891488511969e+00
-2.515219577859701405e-01,3.749069729163095666e+00
-2.368205885639942665e-01,4.858624203309850564e+00
-2.352933539620766235e-01,3.619075321580655036e+00
-1.566071532631481966e-01,4.568373840304907674e+00
-1.558167641820378813e-01,3.736741864620869435e+00
-1.547732109184694893e-01,5.717382216720634069e+00
-9.752136271539510459e-02,4.685374571056919457e+00
-9.283818722124921596e-02,5.374441565056571335e+00
-5.751197459799120559e-02,5.087428386410579151e+00
-5.728520019759547610e-02,4.274122415476818482e+00
-4.330615436090842763e-02,4.414025155000601330e+00
-3.315815314967060501e-02,5.231185904987327717e+00
-2.001031958059978910e-02,5.383403262223495744e+00
-1.997092572363190488e-03,5.278716649659184412e+00
1.551225679392558184e-02,4.753553257255036080e+00
6.058859891676560139e-02,4.391999044528996698e+00
6.551087720554947536e-02,4.975793358686327217e+00
6.784563126495535279e-02,5.049815268855889272e+00
6.981913054146597630e-02,3.395658667373817607e+00
8.298756296425964518e-02,3.722024792583356056e+00
1.145938311843822666e-01,3.916660182601460871e+00
1.216650816518903833e-01,4.521738641473744380e+00
1.423552148947136997e-01,4.385784312770842241e+00
1.533134333316976405e-01,3.893164606598813471e+00
1.834000980219571419e-01,2.362470011896468769e+00
2.135092161853833492e-01,2.714287326361238595e+00
2.207995762300312137e-01,1.720243957480790620e+00
2.593927584326634617e-01,2.386493662836030705e+00
2.721384005600696043e-01,1.897123642258217391e+00
2.875588346481553481e-01,1.418250907227184054e+00
3.299781049275544720e-01,-4.603275231176938709e-01
3.507720744468535434e-01,4.309464094697917358e-01
3.537154352717616357e-01,-7.119808676182494411e-02
3.791233670402290312e-01,-9.668172653722419962e-01
3.854720521657016286e-01,-4.530999464732660131e-01
4.289837650320093010e-01,-6.287844137109861453e-01
4.293546804958978669e-01,-1.616442440791179491e+00
4.432147812077769089e-01,-1.031634850034945039e+00
4.467338804274088582e-01,-1.309263593573694706e+00
4.474136545676663523e-01,-1.888247055106723193e+00
4.820034209543842540e-01,-2.244837712506833949e+00
5.109355166865328091e-01,-3.797230479360533373e+00
5.821340307368993994e-01,-4.796103229905073206e+00
6.058677918616784952e-01,-4.804988568505897284e+00
6.516514071190229185e-01,-5.528104985657756210e+00
6.607977275202292500e-01,-4.334464491541850428e+00
6.729914476058601602e-01,-5.078834094128849230e+00
7.210303109599249805e-01,-4.029227255503909255e+00
7.214344782421069358e-01,-5.389624265298246897e+00
7.670426318131916554e-01,-4.937370175146359230e+00
7.830179235411975913e-01,-4.328863971977527925e+00
7.899245565451695761e-01,-4.295647663528558091e+00
8.200371128838314094e-01,-3.532970416305347250e+00
8.364998128325653592e-01,-3.662582975533773322e+00
8.428668162178304391e-01,-2.876140732850928305e+00
8.432563708280519377e-01,-3.069560120595742347e+00
8.486146990830933934e-01,-2.908873328387442392e+00
8.768158925272252491e-01,-2.390210269419723588e+00
8.783989754778563919e-01,-1.884183029718447422e+00
8.853961635493006188e-01,-2.446978207416741657e+00
8.876147444082160831e-01,-2.371712163994931011e+00
9.130962761627313684e-01,-1.012692344837518910e+00
9.476212203769698306e-01,1.730861020308280374e+00
9.960969023507257880e-01,2.856150530712922464e+00
